,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,top-a0,top-a1,top-a2,top-a3,top-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r
162,162,162,2,4,10,11,0.2607259714130134,2,7,11,15,-0.1778141580180499,6,3,12,10,0.7609306580100609,3,6,10,11,0.9794438281116896,10,11,14,15,0.6685646064744581,3,6,9,10,0.7323809981449245,6,7,13,11,0.8707206192128052,3,10,11,13,0.8859797709671464,3,10,11,13,0.8859797709671464,3,6,10,16,0.951071115877119,10,11,16,3,0.9844374013014769
163,163,163,3,6,12,15,-0.1763832334642168,5,10,11,16,0.8463830803990239,6,14,13,3,0.961099097045442,3,6,10,11,0.9816659746585356,3,10,13,11,0.8888039260527556,3,6,11,13,0.9578357118370946,3,6,10,11,0.9816659746585357,6,7,14,1,0.6232756860119166,3,7,10,11,0.9210570412411736,6,11,13,14,0.9716392649373308,10,13,6,16,0.9699120561042935
164,164,164,3,5,10,12,0.3286331123497369,12,13,16,9,-0.4955907730790652,1,3,10,11,0.7282070181880951,3,6,10,11,0.9812465691654282,5,6,10,11,0.8646688750751903,3,7,11,13,0.8731870322181372,3,6,7,10,0.9729066049432686,3,10,14,16,0.8428203919944184,3,11,16,14,0.8428090694578749,6,13,14,7,0.9644918789183049,3,6,7,10,0.9729066049432686
165,165,165,9,11,13,14,0.5700681693308685,10,12,13,15,-0.313240317894675,14,16,8,11,0.4111725027915531,3,6,10,11,0.9810787942540828,6,7,14,5,0.8162421764056667,6,16,7,13,0.9636391337920974,2,6,10,11,0.753201109298377,3,5,10,7,0.8424824339434943,4,6,7,10,0.7968133173692644,3,6,7,11,0.9731358337902489,11,13,8,6,0.6531720195498344
166,166,166,9,12,14,13,-0.4852182151593553,10,15,5,3,0.3134736922280059,3,6,8,7,0.7264916048717205,3,6,10,11,0.981213476731936,3,7,10,1,0.7107171840995677,7,11,14,16,0.9028475006782765,3,6,10,13,0.9573858616574207,16,3,7,14,0.8432643945654714,3,6,7,11,0.9732423031282386,13,14,6,11,0.9725615238653658,3,6,11,16,0.9479543853280794
167,167,167,3,4,6,10,0.8340116056946393,3,5,13,1,0.2491996615439332,3,4,13,14,0.78115373580542,3,6,10,11,0.9794526528522828,6,11,14,13,0.9747201037407874,11,13,9,14,0.5769447604557699,3,6,14,16,0.7352943061200395,6,7,10,11,0.9172437341891304,3,7,10,13,0.8697628253806935,6,11,13,14,0.9747201037407874,6,10,13,14,0.9743622686444993
168,168,168,14,16,2,3,0.3666458232748212,10,5,9,13,0.1584406555634095,3,11,16,7,0.975073025093172,3,6,10,11,0.9814113986396352,5,16,11,10,0.8465069923143881,7,10,11,16,0.953466756887018,13,14,6,10,0.9715659891276717,3,11,13,15,0.6543906462014824,3,4,7,10,0.795578718555727,3,4,6,7,0.8140456326549363,7,11,14,5,0.8264591282059757
169,169,169,8,11,14,3,0.6170232828477331,10,4,6,3,0.83057285304313,5,6,14,7,0.8135668824100591,3,6,10,11,0.9814777500180604,6,10,11,13,0.8881589552679243,11,14,6,7,0.9759035321843811,1,6,7,10,0.7072470775507371,3,10,5,7,0.840523476162233,3,10,14,7,0.9760862988426934,6,10,13,14,0.9714012906962955,6,10,14,7,0.9755510114231265
170,170,170,1,2,6,12,-1.7285496114051435,4,8,10,14,0.1011123092023709,3,6,11,14,0.94999783267442,3,6,10,11,0.9812661863728924,4,6,7,11,0.7968323361293461,3,10,11,15,0.7291540741902524,5,12,13,14,0.1472959636799107,4,5,7,16,0.3130947660910326,11,13,14,7,0.9195955917157064,3,5,6,10,0.8773052567704903,3,6,10,11,0.9812661863728924
171,171,171,3,4,8,16,0.0362531783010544,3,14,16,13,0.8688411807437795,3,6,14,12,0.5789393090196284,3,6,10,11,0.9809815566659946,7,10,16,3,0.9751421997274413,3,10,13,16,0.9712838555683405,10,11,16,15,0.6563564683082866,3,5,6,7,0.862241226159387,11,9,16,10,0.6196660111350563,3,10,13,14,0.9726023272749872,6,10,11,13,0.887582182408351
172,172,172,2,8,12,14,-2.076462370049557,7,14,13,6,0.9643289550173338,3,7,13,14,0.964846218202065,3,6,10,11,0.9810230461242518,9,11,16,14,0.3831146386907147,6,11,13,16,0.9710281525221885,3,7,11,13,0.872235755410573,3,6,13,14,0.9624401215778122,3,6,7,11,0.9730151038776386,6,7,10,11,0.9197790831145701,6,16,14,11,0.8427392435350136
173,173,173,3,1,9,13,-0.3036645133666025,3,5,10,11,0.8666644325152153,3,6,10,5,0.8800868191749213,3,6,10,11,0.9791421948752972,7,16,14,4,0.6503710139562915,3,6,13,10,0.9557852743607174,3,10,13,16,0.9738605719049068,3,6,7,10,0.9708060692349608,7,10,11,16,0.954244123999595,3,6,7,10,0.9708060692349608,3,5,7,10,0.8428541470435194
174,174,174,8,15,9,2,-4.28747548431698,4,10,5,3,0.4154731258287772,3,10,16,11,0.982267610941961,3,6,10,11,0.9815157028308332,10,11,14,5,0.8492941197424306,3,6,10,11,0.9815157028308333,6,7,11,13,0.8733787242828915,6,13,3,16,0.9594290043407468,6,14,16,9,0.2648497493299762,2,4,6,13,0.211374612218577,3,9,11,13,0.6421111471699271
175,175,175,3,7,11,13,0.8736241275483241,6,7,14,11,0.975618823757144,1,6,10,14,0.6321186173470057,3,6,10,11,0.9817013055678704,7,2,10,11,0.6607547830716346,5,6,7,16,0.8105187467243079,10,14,16,9,0.3770155786059677,3,5,6,7,0.8614101159346034,5,7,11,16,0.8242401134269675,3,6,7,10,0.97335494600737,3,6,7,14,0.9487699718479938
176,176,176,16,12,5,11,0.194799872255611,1,3,4,10,0.2464147154316598,5,16,13,6,0.8161678218575179,3,6,10,11,0.981572816280002,7,11,16,6,0.9742753050136149,7,10,11,16,0.953499671850767,3,7,10,8,0.7045235576489762,5,13,2,7,0.18196237308855,16,7,5,11,0.824565471431568,3,7,16,15,0.6262507527352119,3,10,13,14,0.9718858377279103
177,177,177,8,9,11,12,-1.911644264814226,3,7,10,15,0.712253265191796,7,6,14,10,0.9757366101639068,3,6,10,11,0.9813281884911912,3,6,7,5,0.8624393578141176,3,7,10,11,0.9207075485183526,3,4,10,11,0.8225651660236704,3,6,11,14,0.9496887265423064,3,6,13,14,0.9619310057870065,3,10,13,14,0.9725715121145827,3,11,13,6,0.9579044592257557
178,178,178,7,9,10,8,-0.3044469092682653,14,11,13,5,0.8172455004831403,3,13,14,11,0.97306314170202,3,6,10,11,0.9810072512647228,14,13,11,16,0.9118474454024779,7,13,3,10,0.8717903410803912,3,13,11,10,0.8878247577423175,3,7,10,13,0.8717903410803912,10,11,14,16,0.9100793402934041,10,13,12,3,0.6692640597723222,6,10,11,16,0.9823265606600922
179,179,179,3,5,10,12,0.3318620023960947,8,10,13,2,-0.2976904283756927,11,13,14,16,0.9128444899187468,3,6,10,11,0.9807675551741712,3,7,9,10,0.6989059243692464,10,14,3,6,0.9507890909808149,5,13,16,6,0.8198919546505172,3,10,13,14,0.9731875179544596,3,14,6,10,0.9507890909808149,3,6,13,7,0.9487928841786687,7,16,3,13,0.9642762374851989
180,180,180,3,7,10,15,0.7184669432034179,3,13,14,7,0.9681611697716508,5,10,14,13,0.8236967398954212,3,6,10,11,0.9786044735552724,6,11,14,3,0.9541561580165323,7,14,6,13,0.9676775665453156,7,10,14,3,0.9786851233932864,5,10,11,13,0.7327539459854211,3,6,10,13,0.9555868126284359,3,10,16,2,0.6749690636793717,3,10,11,14,0.9863640682353754
181,181,181,1,11,3,5,0.314850423256175,3,10,13,8,0.6525328086151592,10,11,13,7,0.746651842993945,3,6,10,11,0.98068477828893,3,7,16,6,0.9487038712766049,11,16,5,12,0.2014432466467213,5,6,10,11,0.8648410201305177,3,6,10,16,0.9490495065153369,3,7,10,11,0.9193266872963735,6,7,10,11,0.919328921460126,3,7,11,10,0.9193266872963735
182,182,182,6,13,14,4,0.7847856227093807,2,14,13,10,0.6422602589362653,3,14,4,8,0.0671050051278613,3,6,10,11,0.9783784930594338,3,6,11,14,0.954266365214368,3,13,16,7,0.9674098333789034,3,6,10,14,0.9542694343516323,3,6,10,14,0.9542694343516323,3,6,10,14,0.9542694343516323,4,14,16,3,0.5671072978816274,11,10,7,3,0.9158517151089824
183,183,183,3,15,16,11,0.6572454263885673,4,7,10,9,0.1822061470564099,6,11,5,3,0.8829111601955054,3,6,10,11,0.9775953681760384,11,3,7,8,0.7173155097051735,3,11,14,16,0.8553374502879736,6,7,11,16,0.9779890153311288,3,6,10,11,0.9775953681760384,6,10,13,14,0.9764245157195882,3,6,7,10,0.9693243933489079,3,6,7,11,0.9696781154322923
184,184,184,3,12,6,1,-0.1431143622221509,6,16,13,14,0.8837094714523633,3,7,10,11,0.9131939838788626,3,6,10,11,0.9766400977626422,10,16,12,15,-0.30506733409022635,6,7,10,16,0.9782229846869909,6,7,10,11,0.9132475014454406,3,6,7,10,0.9683944850291265,3,6,7,11,0.9687457547653422,3,6,10,13,0.9544463280270522,3,7,10,13,0.8669662047810367
185,185,185,1,5,15,4,-2.1073973042883503,3,6,16,10,0.9518756279377096,3,9,11,13,0.6539203911835048,3,6,10,11,0.9786297590987374,13,14,6,4,0.7843328585681744,3,11,14,16,0.8518907071357342,7,11,14,3,0.9789804613118072,16,11,8,3,0.6297363469916402,2,3,6,10,0.7763239262744,3,4,6,7,0.8201380345728084,3,6,11,14,0.9537949214509738
186,186,186,3,4,7,10,0.8015481932084121,10,14,8,3,0.6494197845393088,5,11,14,16,0.7317868611789964,3,6,10,11,0.975284299741096,3,10,11,7,0.9110757535833878,3,5,7,11,0.8463075868224567,3,5,6,7,0.8693108342227824,3,6,11,13,0.9537728200801566,3,6,10,14,0.9577556283855924,6,13,5,3,0.8644461592939251,3,6,7,11,0.9673883335957915
187,187,187,10,16,4,14,0.6710898344344542,2,3,5,6,0.3419029087300225,3,10,13,6,0.955131523556375,3,6,10,11,0.9780518425430182,7,13,14,12,0.6091049251765581,10,13,15,16,0.6116516876052203,6,10,11,16,0.9850385543438891,7,9,11,14,0.6242657161149581,3,6,7,10,0.9697326482349954,6,11,14,3,0.9549993667331222,3,6,7,10,0.9697326482349954
188,188,188,16,3,4,6,0.7212623149445971,1,9,10,5,-0.9823713281415518,3,4,10,16,0.7918408586182638,3,6,10,11,0.9781431926618328,3,11,16,14,0.8540253773004298,3,7,11,13,0.8688476986038112,6,11,13,14,0.9760016364639018,11,16,7,9,0.6183116869920198,6,9,11,13,0.6520910508793645,3,7,11,13,0.8688476986038112,3,10,11,7,0.9151803831335689
189,189,189,12,13,15,14,-0.390702392352086,3,5,7,14,0.8266388668445852,1,5,6,16,0.1462324620952182,3,6,10,11,0.978095235467069,7,10,11,14,0.9551682214396268,3,7,6,15,0.7447271543978995,3,5,6,7,0.8661693072853753,3,6,7,10,0.9697856897912954,6,7,10,16,0.9773271204568302,3,6,7,10,0.9697856897912954,3,5,7,10,0.8436368963658332
190,190,190,9,14,10,3,0.6186260619766226,3,6,8,12,-0.173662773890348,3,6,11,13,0.955448595404096,3,6,10,11,0.9781195069839804,3,10,11,14,0.986760889432173,6,7,11,15,0.7186434498626764,3,11,16,10,0.9855048658181089,3,16,6,11,0.9531213615301398,3,6,7,14,0.9546753430141279,6,7,11,10,0.9151129930194122,6,10,11,13,0.8840461801610301
191,191,191,4,2,16,14,-0.1173890547368241,3,10,16,1,0.6468200588432536,6,14,16,11,0.8529596530122645,3,6,10,11,0.9782046481174936,7,9,14,16,0.3972956668597091,3,13,16,15,0.620807676404465,7,10,14,16,0.9112346728773169,3,7,10,9,0.7048477344164977,5,6,7,11,0.8431707454131363,3,7,10,16,0.9777372479869495,3,6,7,10,0.9698628831276112
192,192,192,10,13,15,1,-0.3185166754509412,6,11,10,12,0.7495971315048866,5,11,15,16,0.2119531871695301,3,6,10,11,0.9776180489370148,3,13,16,11,0.9760276173333989,10,11,3,1,0.7377778536256102,3,5,11,16,0.8407395340453729,3,6,7,11,0.9696902817693318,3,5,7,13,0.7991007797304247,3,6,10,11,0.9776180489370149,6,7,9,10,0.706928528761674
193,193,193,16,14,3,6,0.7513305888600084,4,7,15,16,0.1357988698951053,11,14,6,3,0.9584940570997572,3,6,10,11,0.9749194193670356,2,6,7,8,-0.1250797444682583,3,7,13,6,0.9446237762413466,4,6,10,14,0.8014718569477315,3,11,16,6,0.9567742511473156,3,11,13,14,0.979099942970722,3,6,11,13,0.9531934580122043,13,16,4,6,0.791516207207465
194,194,194,13,14,9,16,0.3965764575060663,1,6,15,11,-0.1530415044372741,6,10,16,11,0.9854956650356128,3,6,10,11,0.9773674614175916,16,4,3,6,0.7240324378823818,10,11,3,16,0.9859788352921367,3,6,10,9,0.7389344257188168,6,11,13,16,0.9756638084149292,3,4,6,7,0.8206618523593452,3,7,10,13,0.8672199449560506,3,10,11,14,0.9871935202348128
195,195,195,6,16,9,7,0.620711105259383,13,12,4,8,-1.0964914671412198,10,11,14,16,0.9267790591146052,3,6,10,11,0.9741804315479148,6,10,13,3,0.9525228646304762,3,6,11,13,0.9528825115555171,3,9,10,11,0.7324486621472199,3,7,8,10,0.7225222644624428,3,10,16,14,0.8646288696123904,3,10,11,7,0.9093149832654713,6,13,10,11,0.8796674757857679
196,196,196,4,7,13,6,0.7549984967122301,3,4,7,10,0.8007914520296353,3,6,8,11,0.7511608309404258,3,6,10,11,0.9769671980805862,6,7,16,8,0.6265928027654599,6,13,7,8,0.6471412419559046,6,9,10,11,0.7266479787961427,10,7,6,16,0.978041755096603,3,6,10,11,0.9769671980805862,3,6,7,11,0.969060970117806,3,6,7,11,0.969060970117806
197,197,197,7,10,14,3,0.9810861920898066,3,7,9,10,0.7160309046898303,11,13,14,12,0.6436566870914008,3,6,10,11,0.9738850499329108,6,8,11,16,0.6485987168594098,16,11,6,3,0.9573109381253442,3,6,13,14,0.973505709734432,16,6,14,13,0.891560284630023,3,6,10,14,0.9589923834662276,3,7,11,16,0.9803808638077359,3,14,16,11,0.8650320670109624
198,198,198,1,3,13,14,0.6412402865520455,3,6,10,16,0.9571837889124024,1,8,11,14,-0.338745754286035,3,6,10,11,0.9739364266838986,11,7,8,13,0.5540045444995465,7,12,13,16,0.622542110290094,3,13,14,16,0.8923136036192663,2,7,10,3,0.7509720845445911,6,10,11,13,0.8797430748047084,3,7,10,11,0.9091790833484462,6,10,3,14,0.9588574799223736
199,199,199,4,10,13,14,0.7830669615779575,6,7,8,10,0.716386322291567,10,16,1,3,0.6519052897441644,3,6,10,11,0.9774619424727776,14,16,7,11,0.9130838713797561,7,10,11,13,0.7415698633355636,6,13,14,11,0.9768018198216701,1,3,10,14,0.6569605745778007,5,6,11,3,0.883423068494802,6,10,11,13,0.8839001398592404,3,6,11,10,0.9774619424727777
200,200,200,14,15,6,9,-0.4156078291229024,2,11,7,6,0.7501563449620829,6,7,15,14,0.6636514372764855,3,6,10,11,0.9746111712671268,4,10,16,7,0.7953404802867627,3,4,11,14,0.8050223113773515,3,10,11,16,0.9873056684212486,3,6,11,16,0.9565507392670903,10,11,13,7,0.7368071086952619,6,7,8,10,0.7221517662800568,3,6,11,13,0.9533543906716325
201,201,201,11,13,14,2,0.647025575706774,3,7,14,6,0.9551631133850076,9,10,11,14,0.6440827445959969,3,6,10,11,0.9774411104982544,7,10,11,14,0.9552286889533855,11,7,10,3,0.9143424497395193,3,10,14,11,0.9870207921640056,6,11,14,16,0.8546507729485882,3,6,10,14,0.9554301894689186,3,6,7,10,0.9691821318977083,3,14,16,11,0.8556693842398293
202,202,202,14,9,5,15,-1.2236817149998993,10,13,16,3,0.9752729302511216,10,16,13,14,0.9213439870727668,3,6,10,11,0.9779058604632614,7,14,16,10,0.9117547330508694,3,6,9,13,0.6936234995849526,6,7,13,10,0.8682119022729377,3,7,11,16,0.9782156050820427,3,4,6,10,0.8371599126667519,7,11,13,16,0.9209797010208228,16,14,10,7,0.9117547330508694
203,203,203,4,7,13,14,0.7573196309506619,8,9,14,6,-0.498146784733638,13,14,6,10,0.9758538271568148,3,6,10,11,0.9779529746494324,3,2,10,9,-0.13850151644804765,3,11,13,1,0.6664755286270532,5,6,13,16,0.8299833281851099,5,6,7,13,0.79822154759655,3,6,7,10,0.9696792031098657,6,13,10,14,0.9758538271568148,3,6,10,11,0.9779529746494324
204,204,204,9,10,6,4,0.2463055782820278,3,7,14,16,0.8552431569240957,13,1,7,16,0.5943013437945539,3,6,10,11,0.9776803392314408,1,3,15,2,-1.7088886037336755,6,7,10,13,0.8682158540354021,6,11,7,16,0.9778433202024841,3,14,10,16,0.8548247603645747,10,16,3,8,0.6337921620545266,6,16,13,10,0.9750682332540799,6,10,11,14,0.9863513784194926
205,205,205,1,3,11,12,-0.1351338497624101,3,11,15,16,0.6547103206457716,3,5,6,7,0.8668717064226932,3,6,10,11,0.9782456990832336,6,7,11,14,0.978728321129848,3,7,11,10,0.9156754315253846,3,13,16,10,0.9750322190777003,3,4,6,11,0.8376943970831977,10,7,11,3,0.9156754315253846,3,6,7,10,0.9699887593170656,3,6,10,11,0.9782456990832337
206,206,206,7,9,3,12,-0.1911476419758164,10,14,5,3,0.8414820642073947,3,11,16,7,0.9780836853563136,3,6,10,11,0.9781009481011664,10,16,6,13,0.9745388018849406,3,10,11,16,0.9854054755459964,7,10,3,15,0.7197457763936081,3,6,7,11,0.9701636777924433,3,7,10,11,0.9152307282681128,3,5,10,14,0.8414820642073947,11,13,6,4,0.7789807775361405
207,207,207,8,10,12,4,-1.0008948174220935,3,13,6,10,0.9550607690039952,14,9,10,13,0.5860775933962878,3,6,10,11,0.9777369273583054,5,6,11,13,0.8226170801886994,3,6,7,10,0.9694626399860266,3,5,6,13,0.8614651869114598,15,3,14,2,-0.3260045081622134,3,6,13,14,0.9684651397275889,3,6,7,10,0.9694626399860266,3,6,7,10,0.9694626399860266
208,208,208,8,13,15,3,-0.2478510729307981,16,14,3,12,0.3905079815197396,3,6,11,14,0.9579974869128276,3,6,10,11,0.97515932228408,13,16,1,6,0.6293551194268986,3,6,7,10,0.9668976545145036,3,5,10,13,0.8238362130787305,3,11,16,14,0.8621198540841846,6,7,16,14,0.861550353469275,7,10,11,14,0.9551287558093268,3,6,14,7,0.957732872505864
209,209,209,4,9,15,10,-1.0309101686367383,7,16,3,14,0.8619734727127804,3,6,7,4,0.8228221273579281,3,6,10,11,0.9754422977597264,3,5,13,11,0.8242212553334984,3,10,16,11,0.9870407075223967,10,11,14,16,0.9243337133059283,10,13,16,3,0.9774325525314143,6,7,16,4,0.7821565516688525,3,7,11,16,0.9797225459846874,3,11,14,13,0.9787786273796129
210,210,210,1,6,16,14,0.3802383335335149,7,11,13,14,0.9224143049024576,3,11,13,16,0.97848798166962,3,6,10,11,0.9745473097048616,7,16,12,10,0.6743800951402178,8,10,16,2,-0.29166643459419195,3,6,11,14,0.9585393152461271,6,7,10,11,0.9099542657193732,6,10,13,14,0.9786558124780511,3,13,11,5,0.825189469277286,3,6,11,12,0.774718541451455
211,211,211,7,8,12,14,-0.3621488017507848,6,14,2,8,-0.3645415825861682,6,11,13,3,0.954988963727842,3,6,10,11,0.977567063538436,3,7,14,16,0.8562615644837513,13,3,14,7,0.9689344962474501,3,10,11,13,0.8831883764815693,3,6,10,11,0.9775670635384361,3,7,10,14,0.9793866152466236,6,10,11,13,0.8832371055038507,3,13,11,14,0.9769153616464101
212,212,212,7,13,15,14,0.6106282771735474,1,13,15,3,-0.2360255394569201,3,7,11,1,0.7252301520483104,3,6,10,11,0.9752179074101756,5,14,4,13,0.3467908522486176,3,6,11,13,0.9535006518888388,7,14,3,16,0.8625096229716784,3,7,10,11,0.9107684717476928,3,6,7,11,0.9672918768253436,6,10,11,16,0.986672231354568,3,6,11,13,0.9535006518888388
213,213,213,13,9,2,6,-0.2364546484798277,13,16,14,5,0.7240216689391683,6,3,11,1,0.7537006976658812,3,6,10,11,0.9781123334200938,7,11,13,14,0.9212997314574827,3,5,13,16,0.8304557758426521,3,10,16,7,0.9777628242645221,3,6,7,10,0.9698099850833545,4,10,13,7,0.6579195830641941,3,10,13,16,0.9750621892980723,3,6,7,11,0.9701659957176271
214,214,214,13,8,5,9,-1.1269999255657943,3,4,11,14,0.7959504015623058,3,13,10,14,0.976336541781079,3,6,10,11,0.9781436899423108,6,7,10,15,0.7199041218700563,4,6,11,14,0.794571350653356,11,13,14,16,0.9211498392332199,10,13,14,16,0.9208149237870786,3,6,9,11,0.7385846429968029,3,6,7,16,0.9523217846993802,3,6,7,16,0.9523217846993802
215,215,215,3,5,9,11,0.3197864599166674,6,8,13,1,-0.2573424058926676,10,11,6,3,0.9755483791329412,3,6,10,11,0.9755483791329412,12,13,14,3,0.6479815230867275,3,6,11,14,0.9573647028864578,7,10,14,16,0.9169731180275381,6,7,11,14,0.9802649407334838,11,13,14,7,0.9225417249700756,3,13,14,16,0.8878804086479053,3,6,10,16,0.9556202139015477
216,216,216,3,8,11,16,0.6313161563397125,13,14,11,7,0.9214206856782295,3,7,12,8,-0.1709545762897304,3,6,10,11,0.9781856220142487,3,5,7,10,0.8441646580284755,7,10,13,14,0.9207195954612865,6,7,11,16,0.9775392928198191,10,11,13,16,0.9355289368737463,6,11,14,10,0.9861089284025595,3,10,13,7,0.8685552731144344,7,10,11,13,0.7424822341435383
217,217,217,3,12,14,2,-0.3087357303221578,5,3,9,1,-0.97585303942482,3,5,6,7,0.8670046161764209,3,6,10,11,0.9776580555382706,3,15,14,6,0.5935420933851406,6,10,11,13,0.8838931072309113,1,11,16,7,0.6513490985909495,10,11,14,9,0.642682953626059,3,7,11,16,0.978414445746042,3,6,11,14,0.9552935825796153,3,6,13,7,0.9467954901347436
218,218,218,1,2,7,8,-1.7748273257538365,12,16,3,7,0.6556443274594927,6,10,5,4,0.4275624361663867,3,6,10,11,0.9773047458958716,6,7,11,10,0.9141357265900407,6,10,11,13,0.8835304271536571,6,10,14,9,0.6222528153519394,3,5,7,14,0.8291412564220192,3,10,11,14,0.987159042985515,6,7,11,13,0.8682945069129945,3,6,16,11,0.9538249704545089
219,219,219,2,9,10,16,-0.3412584373986074,5,6,7,8,0.2956660574509769,16,12,6,8,-0.4095345307376452,3,6,10,11,0.977529863472641,3,5,6,10,0.8823090949518964,3,6,7,10,0.9692508989172399,3,7,14,16,0.856002648646631,3,6,10,13,0.9549504053023289,2,3,10,16,0.6800974467957351,3,6,11,16,0.9535642851209996,3,6,10,16,0.953568334242294
220,220,220,2,7,11,13,0.5745810239827414,3,15,7,11,0.7226826993020048,6,13,16,10,0.9753917897045056,3,6,10,11,0.977453706468962,3,13,11,10,0.883792375573425,7,16,13,4,0.7569788651231648,3,7,10,11,0.9143909275603582,7,10,6,13,0.867905805786763,3,6,11,13,0.9553196599657887,3,13,16,6,0.9671821064896199,3,6,10,11,0.977453706468962
221,221,221,3,4,10,11,0.8270596107948187,7,14,6,3,0.9581908014932026,5,6,7,10,0.8449157809198892,3,6,10,11,0.9744803732942472,3,6,10,11,0.9744803732942473,1,11,10,14,0.6834201446425718,6,14,16,10,0.8625889253364198,3,6,10,11,0.9744803732942473,10,11,13,7,0.7365215455243314,6,10,11,14,0.9880059649175877,3,7,10,11,0.9099383158078717
222,222,222,3,13,15,14,0.6428465602358249,4,16,10,14,0.6859444979466746,6,7,3,5,0.8700397670812182,3,6,10,11,0.9747699395095192,13,16,3,7,0.9705582282361943,3,7,10,13,0.8647098818126119,3,4,14,16,0.5851268984636827,6,10,16,11,0.9867681279998457,6,7,11,12,0.7391369790409386,11,14,16,13,0.9294635825213123,3,10,11,13,0.8806056962231349
223,223,223,15,10,7,6,0.7251232741166294,6,15,10,7,0.7251232741166294,4,6,13,15,0.2096771642278332,3,6,10,11,0.9748463641105742,3,11,14,16,0.8629039290308367,4,10,11,14,0.8205855822524142,1,6,10,11,0.7421919754505732,10,11,16,13,0.9364592070171498,3,7,10,11,0.9102674117602153,3,6,7,10,0.9665875845532562,6,7,11,2,0.7489118444181599
224,224,224,12,15,1,3,-1.7575152093528752,3,4,7,13,0.7548776466957086,13,14,10,16,0.9222526447463952,3,6,10,11,0.9775474712992822,7,15,6,5,0.30529767836710886,7,11,16,14,0.9129317111702691,8,10,11,13,0.5706952454160643,6,9,10,14,0.6210447583735865,6,7,10,13,0.8676797432427071,13,12,3,7,0.6628822822565653,6,7,14,10,0.9788546734364589
225,225,225,3,11,14,16,0.8639132668255319,7,13,14,16,0.9236508591864324,6,7,15,3,0.7564700323618275,3,6,10,11,0.9741213011626424,3,8,10,11,0.7426080288236936,3,6,13,7,0.944677624268164,3,6,11,16,0.9567243751813167,10,11,14,16,0.9263926360696345,3,11,13,14,0.9798295703693589,4,7,10,13,0.6615900777470289,3,6,11,14,0.9584104013336076
226,226,226,7,9,10,11,0.6423171653514652,3,7,10,1,0.7277133656400148,3,6,10,14,0.9584336469144724,3,6,10,11,0.9743089638612866,3,10,14,13,0.9792814822224459,10,11,16,7,0.9547316480936755,3,4,7,10,0.8027573587334969,10,13,16,14,0.9300117059927764,3,6,10,11,0.9743089638612866,6,11,16,7,0.9796772548074668,10,11,14,3,0.9884254941306406
227,227,227,3,8,10,13,0.6735789349507948,6,11,16,12,0.677990326791168,4,7,3,10,0.803492106743197,3,6,10,11,0.9740723036754828,5,6,11,14,0.8513109512787275,3,6,7,10,0.9659093137245335,6,13,7,5,0.8023546383680125,3,6,10,11,0.9740723036754828,3,5,6,10,0.8863474348590984,6,7,11,14,0.980779889892375,6,7,14,16,0.8634783846300281
228,228,228,4,5,11,3,0.430414146576797,1,6,13,14,0.6246160607500951,6,10,14,16,0.8557460422502423,3,6,10,11,0.977182294224188,4,6,11,3,0.8384174177040755,3,13,14,6,0.9691626507952721,6,16,13,10,0.9752137794946929,6,11,13,14,0.9766557621761329,6,10,11,14,0.9867291072535959,3,6,10,16,0.954169581309955,3,6,16,11,0.9541661369305765
229,229,229,3,6,10,12,0.7691115072204637,5,11,16,4,0.3690169822595305,3,6,11,16,0.9536510470610248,3,6,10,11,0.9772070607113044,3,6,7,13,0.9465967533788331,5,6,10,13,0.8229652989456921,4,6,13,14,0.7890858395869642,3,10,11,16,0.9858318724766539,3,6,10,11,0.9772070607113045,10,13,3,7,0.8675779651857685,3,6,7,13,0.9465967533788331
230,230,230,7,8,11,14,0.6440458073638364,3,16,15,1,-0.3863442013352793,5,6,10,16,0.8402211761395011,3,6,10,11,0.9772397863025024,7,13,14,15,0.6035891326564198,6,13,16,15,0.6255829062384781,3,10,11,14,0.9870709143723807,1,3,7,11,0.7223206640490154,3,6,13,16,0.9672050810136804,3,7,10,13,0.867057824597217,3,6,7,10,0.9689789141247473
231,231,231,9,1,13,16,-0.4790863404595518,9,16,12,8,-2.222979119854653,3,5,13,11,0.8253800749607436,3,6,10,11,0.9773723730317234,11,16,3,13,0.9759446143573909,3,6,11,13,0.9552163246638764,3,6,7,11,0.969536932233401,6,11,3,16,0.9532123225790211,3,7,10,11,0.9144829277256399,3,10,11,13,0.883785139638158,6,10,11,16,0.9851063303971492
232,232,232,3,9,10,14,0.6267736256512282,3,9,10,12,-0.1613237943531116,7,10,11,3,0.913573872641679,3,6,10,11,0.9768947626532656,3,6,13,14,0.9692470622716536,1,5,6,11,0.335082699775581,11,3,7,10,0.913573872641679,3,14,15,6,0.5986210487751078,6,10,11,3,0.9768947626532656,3,6,11,13,0.954695443239736,6,10,11,13,0.8829170328957315
