,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r,top-a0,top-a1,top-a2,top-a3,top-r
213,213,213,21,22,32,38,0.3511468291651756,5,9,10,14,0.8574764873074456,6,16,20,21,0.6045023531028217,6,13,21,23,0.8425519749331205,2,5,24,36,0.9350348827577653,5,17,18,21,0.7387970622010072,14,16,17,24,0.6283420379944527,8,13,29,33,0.7648446798791447,5,6,10,15,0.9410557768465412,5,10,13,16,0.9792400837000288,5,10,21,17,0.8469828707906846
214,214,214,10,33,35,45,0.4455689708504337,9,25,32,56,0.0958599748670149,2,6,12,14,0.8933512344175867,5,8,17,21,0.1594927837481344,4,5,10,21,0.1915104769632605,5,13,16,21,0.8544059833221922,5,10,18,21,0.8472333871380038,7,10,13,17,0.9784066549558984,5,10,17,19,0.9388799946715268,6,10,13,17,0.978704490187956,5,10,21,17,0.8477382825267247
215,215,215,5,11,17,27,-0.2714711844884632,5,6,8,16,0.5240882906681765,4,12,18,21,-0.0364655723833187,10,13,16,17,0.8187205881404596,2,8,9,17,0.5622170348776403,5,6,10,17,0.9394609567225296,5,17,18,19,0.939652893257676,5,8,10,17,0.5864363868117068,6,10,13,19,0.858321383915564,8,9,16,17,0.3929957462127376,5,10,21,17,0.8494219807894869
216,216,216,6,7,10,22,0.8533489817615862,5,17,26,27,0.699887819582022,4,12,20,21,-0.3069745493265832,10,13,14,19,0.8819723965244939,14,20,31,32,0.23271543649801,16,19,23,27,0.7681912575871312,6,10,16,17,0.944340594684377,24,36,37,46,0.8669119485557327,10,21,24,32,0.3025712809827677,5,6,8,13,0.5589481390071158,5,10,21,17,0.8472922675611448
217,217,217,6,7,16,25,0.7153246989011247,5,7,21,23,0.6581570547692789,3,19,20,31,0.4165014197769946,12,14,25,31,0.5108153080912728,5,6,7,8,0.2694802705353263,5,7,10,34,0.8761483500511342,6,8,16,17,0.4184109637893938,5,10,11,16,0.5738628488764099,10,16,21,27,0.2783797457934345,5,10,17,19,0.9379580475052018,5,10,21,17,0.8475351771453614
218,218,218,2,4,19,26,0.7577125852075948,2,11,19,30,0.354478771820789,15,24,31,33,0.9384449599869372,6,16,18,19,0.9411064307188206,6,10,19,21,0.7507324514225829,8,18,41,42,-0.1612653380255964,5,16,36,37,0.8628075534766104,5,6,13,17,0.9456643489502016,6,17,18,56,0.9328717648943888,8,10,16,17,0.3807420416643337,5,10,21,17,0.8478789026464988
219,219,219,3,12,16,22,0.3826781046990435,1,6,12,13,0.9823876512899312,6,14,15,17,0.7206054512528303,5,9,10,13,0.7649905783723554,6,10,13,14,0.9788239813479116,5,10,13,16,0.9788057070323524,2,8,13,16,0.5644690446657055,5,6,26,31,0.840175754373811,5,10,19,20,0.7854863649819804,6,13,19,25,0.817175978514118,5,10,21,17,0.8476121149424293
220,220,220,6,11,12,15,0.4175989820141182,2,4,5,7,0.5622408382782239,13,22,24,30,0.9052556055735425,5,10,14,20,0.890799958062417,5,7,13,18,0.9429644942105024,5,6,8,13,0.5616641759383783,10,17,27,39,0.2484092580392657,4,6,17,21,0.1765456291827479,5,6,8,10,0.4663780277688193,5,6,21,27,0.2133490049906996,5,10,21,17,0.8479513934103522
221,221,221,1,13,32,37,0.2510345002851855,5,15,20,21,0.6201347841731405,29,32,46,58,0.7741377438254953,3,11,19,23,-0.1643598179431697,6,8,18,21,0.1750942870171209,5,8,13,19,0.7125252468187568,5,10,13,21,0.8207625119549496,5,8,21,27,-0.8057695247419938,5,6,17,18,0.9076115859341828,5,10,18,21,0.8493144470817868,5,10,21,17,0.84975655449108
222,222,222,3,6,9,11,-0.3989155941296449,5,9,26,27,0.6415662806212961,10,33,59,60,0.7513792678123062,5,6,10,11,0.4660369217972446,6,10,17,18,0.9427269265376644,5,6,10,12,0.937205396364638,10,17,33,34,0.8908236413394433,5,25,27,31,0.2662027103863142,6,17,18,32,0.4678946043999047,5,6,8,10,0.4684061583352026,5,10,21,17,0.8499093271889835
223,223,223,13,17,20,24,0.9060979894616052,1,6,10,13,0.9021340483126424,10,11,16,22,0.5526504662070785,5,11,20,23,0.3010397558128466,6,8,16,33,0.6621115500774706,7,8,10,20,0.2477859141161232,5,17,22,33,0.994333248732564,5,13,19,21,0.8796313752893599,6,8,10,13,0.6218415648757618,5,6,7,16,0.7926485514647241,5,10,21,17,0.8493840136303216
224,224,224,3,6,10,19,0.5529719309827408,23,28,36,42,0.6498731764837128,2,20,21,27,-0.0147922518765508,7,17,18,20,0.7900753598371961,7,13,18,19,0.9935184823432108,6,7,10,18,0.936859427268856,6,10,22,27,0.7032903119937901,5,6,10,13,0.8564966819852458,13,16,18,19,0.8232515858268067,11,18,19,21,0.2119369717844439,5,10,21,17,0.8478366975283673
225,225,225,3,19,35,39,-0.3009289425959836,18,21,22,47,0.4411538280954855,11,12,19,23,0.6833271502784259,18,31,37,38,0.8058524221078227,5,11,18,26,0.6012949363778997,5,16,19,31,0.9920367065604538,5,6,31,32,0.58603964244815,6,23,31,45,0.8091839244148309,8,16,19,20,0.3315317402552928,5,19,20,21,0.6502152968923923,5,10,21,17,0.8509796809285411
226,226,226,2,4,5,17,0.6321496501303091,5,9,29,35,0.7503634607257653,1,5,17,21,0.8230588721352334,8,10,13,15,0.5653994548529216,4,5,6,7,0.2839867905939499,5,8,16,22,0.6242276720051976,7,8,19,20,0.3607723274091414,5,6,8,20,0.1812069899232363,6,8,13,17,0.615714532066262,5,6,13,16,0.949665730802468,5,10,21,17,0.8505563986807501
227,227,227,4,24,36,46,0.7569749510227229,1,11,13,14,0.5372965131329076,2,3,6,7,0.5654084444336234,2,6,13,19,0.9676504440924848,6,8,19,22,0.7119774098699189,10,13,16,18,0.818689591574588,10,17,18,27,0.5182030150808626,5,10,13,21,0.8218118007010481,16,21,23,26,0.8843306936745517,5,6,8,11,-0.5149136687482705,5,10,21,17,0.8511995162695452
228,228,228,17,29,30,38,0.8572934389146247,5,7,9,16,0.9388626892464282,5,10,23,25,0.7023787141431872,7,17,19,27,0.7377451564596169,13,17,22,23,0.9521999267897614,14,19,34,35,0.8110800737410213,5,6,18,19,0.94533520817611,6,8,10,17,0.57873627753894,3,5,13,18,0.6183145450719456,5,7,13,20,0.8115730986509353,5,10,21,17,0.847952369053952
229,229,229,4,10,14,18,0.4049429962464843,7,10,11,22,0.6146609102630315,14,27,30,32,-0.8758975472619575,5,10,16,17,0.9452207699949544,13,21,42,49,0.6465740919523161,10,16,18,21,0.7049305956588432,5,10,13,21,0.8244306667959489,5,6,13,16,0.9466283963706534,5,13,17,20,0.9026577895945984,17,24,27,28,0.0424757377631428,5,10,21,17,0.8491424965738184
230,230,230,14,21,24,41,0.6593246817826997,6,8,13,26,0.662857366101316,18,19,21,32,0.2679721235709342,10,13,18,20,0.8455363198679302,13,21,30,33,0.6139662164746769,16,19,35,41,0.6618213482672327,2,19,20,24,0.9403278164003256,5,6,13,17,0.9451527966484288,8,10,21,31,0.2124008278203064,5,6,13,16,0.946100516392177,5,10,21,17,0.8486802523667152
231,231,231,6,23,24,26,0.8417343002517412,14,30,37,39,-0.1793097241815713,10,15,16,25,0.6408560976229577,2,25,31,34,0.6853358612174907,6,13,16,18,0.8811357232252145,5,6,18,27,0.621438355131115,6,7,14,20,0.8315812072647042,5,13,16,20,0.9050758132308264,5,6,8,9,0.4728664647388451,5,17,21,31,0.8210678543749462,5,10,21,17,0.8499330793306623
232,232,232,3,7,13,26,0.664739511958754,3,6,17,23,0.6155441383040343,4,10,18,24,0.614824918674558,1,5,6,16,0.9250354349017844,28,30,37,38,-0.2231455326139539,8,13,16,17,0.3329704079014428,8,10,13,18,0.5545188527840574,5,6,8,10,0.4687078201492868,6,8,10,13,0.6229793599690172,5,13,16,18,0.8825153985572836,5,10,21,17,0.849938165797052
233,233,233,1,12,14,18,0.6105296988963889,1,5,6,23,0.767501470467495,8,10,13,22,0.647207557282079,4,10,22,34,0.6398194111276447,5,8,10,21,0.186600315455937,5,7,17,21,0.7887308595216592,5,10,14,18,0.9459149191832106,13,16,18,20,0.696729597505765,18,20,21,24,0.6640937325268818,6,11,16,20,0.2366941852639299,5,10,21,17,0.8502492131803747
234,234,234,4,14,17,33,0.4843915680537914,1,10,13,16,0.9078356999669924,5,6,13,18,0.9494673988510476,5,10,26,35,0.7486035636483362,2,18,27,31,0.6370446327806921,6,18,19,21,0.890338197206105,13,14,19,28,0.7431935700616553,5,6,10,13,0.8479400832223503,10,16,17,19,0.8343291246592617,5,10,17,18,0.9436451292477116,5,10,21,17,0.8523093677021072
235,235,235,25,34,54,55,0.3765821491362268,7,11,16,17,0.4053900196081644,6,7,8,23,0.4403077167828709,8,10,22,28,-0.1251508535384113,21,26,27,31,0.4264499128164845,10,17,19,21,0.7914918916620108,1,6,8,10,0.5123898981341901,5,13,20,31,0.9160936616569793,5,8,16,17,0.4331751717486133,5,8,10,41,0.4516585097046717,5,10,21,17,0.8501759479458918
236,236,236,2,11,32,40,-0.934041721704442,2,5,6,10,0.8517643366022799,6,10,11,19,0.5502886647958851,5,7,8,10,0.4644447676802712,4,10,17,21,0.1658178990851841,5,10,16,17,0.9470853462412544,21,24,25,27,-0.205680878649757,5,6,8,10,0.4698724487227592,6,10,13,36,0.8325898675119556,10,18,20,26,0.8836887326515768,5,10,21,17,0.8507645057590085
237,237,237,13,35,37,41,0.1813956290846345,8,15,42,44,-0.2544069358413305,5,8,10,12,0.6055217311204174,5,6,22,41,0.7787509145230697,5,7,8,18,0.5291124030416499,5,10,17,20,0.8921312680453328,7,10,16,17,0.9502790630222376,10,19,20,21,0.5571658857030666,8,10,13,16,0.573943417374658,6,10,13,18,0.9746561837400706,5,10,21,17,0.852360243673054
238,238,238,1,3,10,17,0.5133907647007877,16,21,37,40,-0.1877706782034547,6,9,20,21,0.5700267689675,19,20,21,22,0.7030972143328207,8,32,38,40,-0.9496043936036188,2,5,6,8,0.5696090294439671,28,33,34,37,0.4408951650634233,5,7,8,10,0.464177173452738,5,6,10,13,0.8508141800778488,5,6,10,17,0.9391011867568628,5,10,21,17,0.850905620088815
239,239,239,2,3,8,11,-1.837587254502647,13,16,33,36,0.9256392314486328,6,16,21,32,0.2400328619609807,6,7,17,19,0.940946827080008,16,17,20,26,0.8153501612023419,4,6,17,32,-0.3597275968042368,6,7,8,13,0.5694484302414267,5,13,19,21,0.8811246094565343,6,10,16,21,0.8533942855925575,6,8,13,18,0.6281273880910223,5,10,21,17,0.8535200736836831
