,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r,top-a0,top-a1,top-a2,top-a3,top-r
22,22,22,3,4,9,13,-0.2769326132889711,4,12,23,49,0.6582446261920047,3,18,22,27,-0.2335515814781559,5,8,11,13,-0.3184242915443136,1,10,21,26,0.7696327802889177,4,6,8,10,-0.3997185266493164,5,18,21,30,0.4938063859540124,5,13,16,17,0.8736991044542906,6,7,13,17,0.9367936347637632,5,17,19,27,0.7399696482810125,5,10,21,17,0.8514127861576075
23,23,23,13,14,23,26,0.9826438757319396,9,20,21,38,0.5879717637868018,8,10,16,36,0.520510494424945,10,19,20,22,0.8282402229019719,2,6,7,12,0.9360507043506358,17,21,31,40,0.3399879686827041,6,17,18,31,0.8281264570821976,2,6,10,18,0.9814432160991896,10,13,14,18,0.810158968855673,5,10,17,21,0.8490528688901591,5,10,21,17,0.8490528688901591
24,24,24,5,13,15,28,0.6933371223785443,6,8,11,31,-0.3794498431364315,5,10,19,21,0.7695310873602452,1,14,26,31,0.9529196380546208,5,6,27,31,0.6333769347739615,5,13,16,21,0.8443491188438264,5,8,10,16,0.5788480711804997,4,5,6,13,0.5578283364434191,5,6,8,9,0.4734690292087458,2,10,13,18,0.8950839708601578,5,10,21,17,0.8490435397173381
25,25,25,3,10,20,37,-0.2863995430941144,3,14,17,34,0.2699947980099819,6,10,13,17,0.9817901118844964,5,13,17,18,0.856234710351443,5,33,50,54,0.9392737352345144,5,6,16,19,0.946150905851432,5,6,13,24,0.8881279745005155,5,17,19,40,0.8540929429122313,6,8,10,16,0.5765080906267518,5,6,13,19,0.8896267428466655,5,10,21,17,0.8493523130296063
26,26,26,10,16,21,23,0.8460436201821178,6,8,12,21,0.1532359863212244,2,5,9,10,0.7888835932155357,26,28,37,47,-0.2786057284004988,16,17,21,25,0.1522415043835947,3,9,13,18,0.5638145704989257,5,6,8,19,0.5369912416538968,5,7,16,18,0.8858512581929379,5,8,13,16,0.5891897489045687,5,6,34,37,0.7457701151187996,5,10,21,17,0.849253634598402
27,27,27,1,5,11,13,0.6080524849175986,12,19,21,22,0.8491515932019691,7,23,43,51,0.8028652756272444,5,13,14,20,0.8935947847389989,5,7,10,14,0.9441514089417627,5,6,21,26,0.6638150327692379,6,18,19,35,0.8707532999721215,5,6,16,17,0.8885268512972657,5,6,10,13,0.8705065784218002,5,10,16,19,0.9478813253285776,5,10,21,17,0.8486885626826977
28,28,28,4,17,19,33,0.677381984601489,8,13,14,21,0.156288991513416,19,35,40,53,-0.0925772615270328,11,18,29,31,0.5689930521002675,2,5,6,10,0.8643688475792213,7,13,15,18,0.8699316335307454,8,10,16,18,0.3680947729796093,5,16,19,20,0.9261183612132704,5,6,17,21,0.7835337652357066,5,10,17,18,0.9369732301458622,5,10,21,17,0.8495327120769791
29,29,29,5,38,41,49,0.6915077437389092,4,16,21,32,-1.136366485510798,2,7,13,37,0.8606409599391132,2,8,13,16,0.5439004772738625,13,19,21,28,0.4611846888654967,5,10,13,17,0.9815908392171108,3,5,6,7,0.2631458450712689,8,10,13,20,0.3153577765400081,5,9,16,20,0.8932451008395702,3,5,16,17,0.4222156982618763,5,10,21,17,0.8480612589105171
30,30,30,10,18,29,41,0.9249016938425634,6,18,25,29,0.7701449075505301,2,6,9,12,0.9837158071295418,22,25,27,36,0.3491569150278242,4,6,10,21,0.188398644530072,5,17,27,31,0.6613544460345271,5,8,10,13,0.6255516672038776,2,6,10,16,0.9820738200641416,6,7,8,10,0.4588838809738736,13,19,21,32,0.3820895828216385,5,10,21,17,0.8488474106428537
31,31,31,1,10,15,16,0.8396867803264441,16,21,26,32,0.2393574906184525,7,10,11,12,0.5689619782800363,2,8,13,17,0.5383389454901699,5,7,13,17,0.9366920696285808,6,8,18,21,0.1354356782939183,10,11,16,19,0.5379279216163446,5,10,19,21,0.767026512886096,6,10,16,25,0.784983652937378,5,7,8,10,0.4638391863884953,5,10,21,17,0.8485754845147274
32,32,32,3,9,25,26,0.1591598438255783,6,13,36,38,0.920264516544544,10,20,22,31,0.8579613771170308,4,5,14,21,0.1694711973190429,2,5,8,15,0.5902560811923128,5,19,22,26,0.936494851751266,10,22,24,26,0.9057912299916304,6,7,19,27,0.6109351635575846,5,6,8,17,0.4942573574309905,5,8,16,27,-0.282231617714078,5,10,21,17,0.8492203855542027
33,33,33,1,11,17,22,0.5043224138841442,5,16,18,21,0.73986304889607,5,21,26,35,0.4740656578249459,5,16,27,30,0.3023690811378406,3,6,9,30,0.1926975537921356,10,26,27,33,0.7031649186610092,2,5,17,19,0.9935840865502134,5,8,9,13,0.6318186289772435,8,13,16,17,0.3147924137550764,5,6,10,13,0.8636632373708961,5,10,21,17,0.8509247314451842
34,34,34,14,18,24,31,0.7622889872028014,3,6,9,13,0.62884598472009,2,21,24,33,0.922607246661836,5,13,16,20,0.8916779541582994,5,21,24,32,0.3344356788458095,8,17,21,27,-0.9908745909242044,10,21,28,32,-0.8062568365710954,5,10,18,20,0.8891508029319009,10,21,31,38,0.8210028394015878,5,6,10,13,0.8697442139255058,5,10,21,17,0.8477791846833278
35,35,35,17,18,19,24,0.8567006500606867,8,31,32,33,-0.1636105578460431,2,6,7,8,0.5385933502121283,7,13,17,20,0.8863427865968463,5,10,16,18,0.9380441489797116,9,10,19,21,0.5593010527468495,10,13,16,18,0.8073810384826394,10,21,22,25,0.3965343335094926,10,13,17,21,0.7997903630695491,5,6,18,21,0.7769693523283389,5,10,21,17,0.8482764398029612
36,36,36,5,10,14,19,0.9444521097978228,2,7,12,14,0.8849794264392499,6,17,21,24,0.8858936141970529,5,15,22,27,0.7034063511793882,4,7,10,20,0.2596124429184633,10,17,18,27,0.497498216971597,1,7,16,17,0.8950503850358483,5,6,10,13,0.8649609201415625,10,16,17,21,0.7017439135059267,5,8,19,21,0.2884371307628189,5,10,21,17,0.8508334518672798
37,37,37,8,10,17,21,0.1236715255795872,5,10,13,14,0.9827630655256856,8,10,17,29,0.5915398107791425,17,18,34,35,0.5370990649045283,13,14,22,27,0.6502858980071655,5,8,25,27,-0.9776909645028032,5,6,13,21,0.7712838602750394,10,18,19,22,0.8883838759534992,6,10,13,16,0.982490653944132,10,29,30,34,0.8305672718055148,5,10,21,17,0.848848660284569
38,38,38,12,15,20,23,0.7878900923986519,2,4,6,7,0.5480363335743628,2,3,8,32,-1.833744852138932,4,7,11,21,-1.0943450792825895,5,7,13,16,0.937353686130225,6,16,20,21,0.5950369950009413,6,8,10,17,0.5724173650061479,5,8,10,16,0.5795414844142549,6,10,17,19,0.9473941949802852,5,10,17,20,0.8908721676792116,5,10,21,17,0.8491810557846405
39,39,39,13,22,26,27,0.816310390171711,1,11,17,26,0.5539940292370515,10,13,14,27,0.6614236492290169,7,10,20,27,0.3660512837482552,6,13,21,39,0.5025993939177675,5,10,20,21,0.5732094220085397,5,13,21,23,0.8462083729213168,5,10,13,16,0.9815297648589264,5,6,8,13,0.5564651701283292,5,16,18,20,0.7878583243093298,5,10,21,17,0.849861707257824
40,40,40,5,11,13,18,0.5636505823353007,5,18,21,29,0.8385311401250867,6,19,20,26,0.8582249351630472,5,27,30,33,0.4102475588711011,5,8,10,17,0.5735370383688789,5,7,10,17,0.9440388396395912,10,13,17,18,0.8016171579081922,6,9,10,17,0.8730653669066291,8,10,16,19,0.548487257623623,8,17,45,61,-0.6749576819347243,5,10,21,17,0.8484452947425107
41,41,41,3,5,6,7,0.2622118472839134,3,20,21,33,-0.1024489621314934,12,16,21,31,0.5714620127895329,13,21,27,36,0.437970740924183,7,10,32,49,0.5542261150141927,38,50,51,54,0.9337428804372224,6,7,8,9,0.4606304974722385,5,10,13,19,0.8841392959753407,4,5,9,10,0.422055774719383,6,8,10,16,0.5738881407289075,5,10,21,17,0.847610927202733
42,42,42,6,7,14,17,0.8909470751067432,2,5,6,16,0.9409896988925484,6,22,34,36,0.977265628818965,1,29,30,32,0.2476546909554338,5,6,10,22,0.8651959914020925,15,16,19,21,0.7285557752014326,5,6,13,17,0.9398440584113968,8,10,18,27,-0.3041833438875487,10,15,16,17,0.6477846503745169,5,10,17,21,0.8488352673303562,5,10,21,17,0.8488352673303562
43,43,43,6,11,13,16,0.5764494525863597,8,18,19,25,0.120608014037244,5,18,20,21,0.5957073851443433,5,6,8,20,0.1596792712125576,4,5,6,8,-0.5188863542739586,5,21,36,38,0.7876334354761421,3,5,6,10,0.4719132537590658,5,13,18,21,0.8441538886192759,5,10,12,13,0.9823089240600332,6,13,18,21,0.8429854015908862,5,10,21,17,0.8492344331789264
44,44,44,1,3,4,28,-1.7870450776872309,11,15,20,21,-0.396383037702694,5,13,23,26,0.898285478526827,5,10,13,17,0.9819025061366444,5,18,19,20,0.9186874411319382,8,13,18,36,0.5923447718819131,5,6,10,13,0.8710474179135854,5,7,10,13,0.8685540477931047,7,16,17,21,0.7218766054929779,5,17,21,22,0.8383311781391467,5,10,21,17,0.8465643803875229
45,45,45,1,2,5,9,0.9250829573922684,12,23,31,33,0.9693898758706146,6,23,34,43,0.811357153578079,5,19,27,41,0.5723930145695255,2,11,13,19,0.7235345817118679,5,10,13,16,0.9825839018601052,8,9,21,30,-0.4084042398315377,19,21,24,27,0.5020910145982993,5,6,10,13,0.8709466486427458,21,27,45,47,-1.2237318249479123,5,10,21,17,0.8475015634396855
46,46,46,10,13,19,23,0.863957686050758,6,10,23,33,0.8316392989671363,13,16,19,22,0.9202733078546776,6,13,14,22,0.964102554871904,10,17,27,32,-0.2489454507536206,7,17,19,20,0.9214806331925368,3,5,10,17,0.5925133717241107,10,19,20,22,0.8250946591485493,5,8,11,16,-0.5273866439657482,5,17,18,21,0.7283366603952283,5,10,21,17,0.8502572981628401
47,47,47,5,22,23,31,0.966206522647314,5,10,14,16,0.9460497317589296,4,10,13,18,0.563089032147962,6,11,13,17,0.5729350438393368,5,21,37,47,-0.1687369626909369,5,6,7,18,0.7871114494603128,5,7,8,10,0.4663689567044757,21,22,34,37,0.4809658997456782,5,10,14,16,0.9460497317589296,3,6,13,30,0.2794249086380286,5,10,21,17,0.8503296842103611
48,48,48,2,4,10,24,0.678094479738289,1,10,29,34,0.9236469807409746,15,18,24,34,0.7649428758414163,5,6,13,16,0.9418730434089804,5,8,9,21,0.1888320341697189,6,10,16,17,0.9420780414499208,5,6,10,19,0.7717306104339373,5,6,10,13,0.8656123590057869,5,7,10,13,0.8631583364642619,5,6,16,19,0.9460986189128756,5,10,21,17,0.8500181869565606
49,49,49,16,25,36,37,0.3725867669600705,11,18,23,41,0.3103272599466276,9,10,12,20,0.7286612511907478,2,11,13,21,0.2943811915426935,13,18,19,20,0.8845512175739237,5,6,8,16,0.4905723502874336,5,6,13,18,0.9362439532874658,5,10,17,21,0.8470331296037873,8,10,13,14,0.5475019739767967,6,17,23,27,0.682151244875392,5,10,21,17,0.8470331296037873
50,50,50,10,35,36,37,0.3971484726682107,6,13,23,30,0.8422378306309383,13,17,19,20,0.8861658981402789,10,13,14,20,0.8468905742106292,6,13,26,37,0.8261309076511786,5,6,17,21,0.7768433709507007,5,6,11,18,0.4716581943448006,6,13,21,32,0.2864674946854042,21,28,57,66,0.3747940823907622,13,18,27,41,0.3904450434793085,5,10,21,17,0.8476529614828687
51,51,51,3,13,21,23,0.3401190901387904,21,33,35,41,0.2689566260257305,6,13,24,30,0.892328075896999,5,6,8,16,0.4900054153024213,14,17,18,25,0.2802337963868493,4,13,18,21,0.1441712997929727,5,10,17,42,0.9191348336382712,5,6,10,27,0.5591754189503302,5,16,18,21,0.7228261138807963,5,10,13,17,0.9819620338597684,5,10,21,17,0.846985090670367
52,52,52,3,11,16,23,-0.4309118773658256,4,39,43,46,-0.0497287938912018,10,12,14,19,0.8438829562177135,5,6,10,11,0.4626765884127978,6,11,14,21,0.1184082856868843,5,6,13,18,0.9358104606935008,7,8,10,16,0.5682287167746582,5,6,13,18,0.9358104606935008,10,13,17,20,0.8432073010665442,6,10,13,15,0.982310774639542,5,10,21,17,0.8465440431095937
53,53,53,8,13,14,23,0.6173759014887104,7,10,20,21,0.5672348992907353,5,9,10,21,0.6532959979552684,19,26,33,52,0.9055120558518556,3,8,10,21,-1.0645885052203612,6,16,19,21,0.878813045363376,13,19,21,25,0.4777914703059045,5,6,17,18,0.880222516323635,5,6,10,26,0.757633818357233,6,11,17,20,0.1924815242434572,5,10,21,17,0.8472719107736527
54,54,54,11,12,16,21,-0.1144462448545955,17,18,31,46,0.7778468441446045,5,14,17,23,0.9194707981760272,16,20,38,47,0.5644164965984615,7,33,44,48,0.2501896401814353,5,13,23,28,0.740149755189859,5,6,13,16,0.941303066173798,8,18,47,48,-1.331328692860961,10,19,21,30,0.4748622812795794,5,13,18,27,0.6955061797398258,5,10,21,17,0.8493552932696704
55,55,55,19,32,35,37,-0.2957518067960025,7,8,13,14,0.582131193941597,7,17,18,24,0.9070405273932448,17,19,36,41,0.9406215367437218,10,11,16,17,0.3373824383207651,3,10,16,21,0.1465780276632956,27,31,38,60,0.7625299744538292,5,6,13,17,0.9375812098632366,10,13,17,18,0.801746669802093,6,17,22,44,0.8165506178713247,5,10,21,17,0.8479874724024545
56,56,56,1,18,33,44,0.8048718122156239,7,16,21,26,0.8366897826601993,6,17,31,32,0.5757877569851186,5,6,12,19,0.9459263521148734,17,25,39,54,-0.0704274681732592,8,13,16,19,0.6153493195019443,43,55,57,58,0.9345921788779012,6,11,21,32,-1.0582648540108663,6,10,17,27,0.6795238379872203,10,13,17,30,0.7992742181938799,5,10,21,17,0.8477942813315817
57,57,57,15,27,31,33,0.6857036572685149,8,12,44,46,0.2042732871860137,5,13,17,22,0.9587441213494552,5,6,13,17,0.9373616392283544,6,8,10,14,0.5744847488651439,13,16,19,22,0.9198839255016334,5,8,10,17,0.5711685405277405,5,19,20,21,0.6443599825713752,5,10,30,46,0.8018893236696858,5,6,10,16,0.9455751002760658,5,10,21,17,0.8470260393066167
58,58,58,3,5,12,16,0.4366958864454229,10,14,19,21,0.7972089678981504,5,8,17,20,0.2148984977215674,8,15,18,24,0.3997756464604225,5,6,8,13,0.5476814717678626,10,20,24,33,0.838837902705678,5,18,19,21,0.877342102820702,5,6,8,13,0.5476814717678626,5,10,20,21,0.57165022130256,5,8,10,11,-0.4478721521319879,5,10,21,17,0.8469610909636917
59,59,59,1,3,11,13,-0.3661011541363168,5,16,17,34,0.8329999343240456,7,8,9,12,0.579786173416672,5,9,17,18,0.9346144723218224,2,6,8,10,0.620181892701692,3,6,17,21,0.1498431978530187,6,16,18,20,0.7752114896770264,2,5,13,19,0.9791603179243392,5,6,16,21,0.7786142803294371,6,21,22,35,0.5183832989598136,5,10,21,17,0.8472398054236248
60,60,60,19,27,34,45,0.3834739787375837,11,30,33,35,-0.2838403634854431,15,18,19,27,0.5297101957119998,6,12,19,40,0.8548695571236119,2,10,16,19,0.8903224219975543,5,8,10,17,0.5704742003105738,5,8,17,20,0.2136560846218369,5,16,17,19,0.929610620590518,10,17,22,24,0.9171871944040336,5,10,13,17,0.981906203925296,5,10,21,17,0.8469627107812876
61,61,61,10,12,18,19,0.8385493238110644,14,16,20,23,0.7898678709129129,17,21,22,34,0.7329033334725833,10,13,28,29,0.7364273791542495,5,6,8,20,0.1635089073581888,5,6,13,17,0.9408388205752506,3,5,11,22,-0.2976670446448615,12,13,16,17,0.5232813691217414,5,8,13,17,0.5919440017142164,5,6,12,18,0.8991806276275153,5,10,21,17,0.8504301283688406
62,62,62,4,5,8,20,-0.9550621200336566,4,7,10,11,-0.4343394090315911,9,11,16,19,0.5407353249051247,6,17,19,31,0.9849586611428968,6,19,20,21,0.6430301700515002,7,16,18,21,0.7231368748732636,32,35,39,50,-0.4105691920418131,5,10,21,27,0.2984818434150902,2,5,8,9,0.6279397872995024,5,6,21,31,0.7601734333937412,5,10,21,17,0.8477717751976974
63,63,63,1,7,21,32,0.1518698909185467,6,8,17,19,0.6232506916818584,8,11,19,20,-0.8342616536229586,6,13,19,31,0.9826643884507306,6,10,25,39,0.3227353547904784,6,8,21,41,-0.1646001454702879,5,13,18,27,0.6858931085123964,13,16,21,27,0.2767655130654218,3,5,6,7,0.2613213276536554,5,19,21,30,0.5451721386867803,5,10,21,17,0.8473248445361936
64,64,64,3,4,5,6,-0.4990762344182937,2,6,10,19,0.8774807961662315,10,22,30,31,0.8065309655168218,6,19,20,21,0.645380580192912,5,10,11,16,0.5713502651135448,5,10,13,21,0.8309324198057738,5,14,17,19,0.9361676478667612,10,13,18,20,0.8451151432304491,5,6,10,17,0.944673047130738,2,13,18,19,0.9179838099188464,5,10,21,17,0.8496476587622204
65,65,65,7,9,14,17,0.9446050808669344,5,17,29,30,0.84471868684792,18,20,23,24,0.9379667168064748,5,10,21,39,0.4400374316425521,3,6,8,10,-0.4038874987895031,5,7,9,10,0.6827739141368774,5,10,12,13,0.9819608595170204,18,19,20,28,0.4323697225673487,5,6,10,11,0.4684405051195019,5,8,19,37,0.2678637513588644,5,10,21,17,0.8503752559339975
66,66,66,3,10,18,21,0.1390721749139015,2,14,17,19,0.8127956409352203,5,8,9,12,0.5869034550185173,8,29,34,36,0.7219666529846168,10,26,31,32,0.6690436985982535,2,5,8,10,0.624668394267186,5,8,10,17,0.5726190973982017,6,10,13,19,0.8840358503619451,5,6,8,17,0.4884576687535341,17,27,32,37,-0.9595360296314892,5,10,21,17,0.848037282206894
67,67,67,15,18,25,39,0.1050048096128135,2,11,13,21,0.2955632983101794,5,17,21,26,0.8375796205150943,9,13,18,20,0.8448399380065801,5,6,34,48,0.5298352713747919,7,20,22,29,0.8832073422219576,5,14,17,41,0.6947162390406793,6,13,17,18,0.8553324726015984,5,6,13,21,0.770119157359336,2,7,10,20,0.8695952265286266,5,10,21,17,0.8476774850093709
68,68,68,13,14,21,23,0.8513152187026247,1,3,6,12,0.5425840656900001,7,24,29,31,0.9503850515007236,6,10,15,19,0.9479136442295544,25,38,43,47,-0.0962867678741232,8,10,21,32,-1.026881886284559,5,27,30,31,0.3453930123842933,6,7,19,20,0.779697782354474,10,16,17,18,0.6300844138554458,13,17,21,31,0.7251637011390161,5,10,21,17,0.8482915116438109
69,69,69,2,6,10,20,0.8717994211790597,1,5,6,9,0.8130724282677326,3,5,7,13,0.5499387145216623,1,7,10,21,0.751089120705636,2,7,16,17,0.8627962002963967,7,10,11,17,0.5550626564164047,7,8,10,21,0.1712464214566859,5,13,16,17,0.8627808357644813,5,6,7,9,0.6617827373338978,5,6,7,13,0.7178440569645725,5,10,21,17,0.8481965633705553
70,70,70,3,8,11,25,-3.203236252345506,14,21,27,29,0.3307012103421193,3,5,10,18,0.5821713308555354,7,10,18,21,0.8430795231681727,2,8,10,13,0.6404955436247368,5,10,13,24,0.919645442652427,10,32,37,43,-0.0640541914897543,5,10,13,16,0.982455161921418,5,6,9,10,0.6958987318647876,5,6,13,19,0.8893451163672643,5,10,21,17,0.8462825994460327
71,71,71,8,10,27,30,-0.8584051652663536,3,16,17,19,0.4300201015986846,13,19,30,31,0.8631612571598312,3,14,18,19,0.4303088157643272,8,17,21,22,0.1255757732422149,5,8,13,19,0.6991618697202343,5,19,21,31,0.87055919936799,5,13,17,19,0.992011293624832,21,28,32,35,-1.6663350790915723,13,18,19,21,0.8385984664106024,5,10,21,17,0.8458979671344903
72,72,72,6,7,8,17,0.4762817310633215,4,40,41,44,-1.034672709997324,4,5,10,18,0.5829219040990743,13,14,19,20,0.8892736272886475,7,8,10,20,0.2390465694370315,1,16,18,23,0.8689134525102225,5,21,24,27,0.4178393020497543,5,10,17,18,0.933224214651269,5,6,7,17,0.7842696707731975,5,13,16,17,0.864090965505915,5,10,21,17,0.8464702332122516
73,73,73,1,6,13,20,0.8781542169155976,2,8,15,17,0.288886282367625,6,8,11,12,-0.5415822578728076,16,19,20,21,0.6328320685621388,5,14,16,17,0.693874739789555,14,16,21,40,0.2348634243934595,8,17,19,24,0.6662749156815244,5,10,13,18,0.981107973596704,5,10,11,16,0.5624421360879294,3,8,10,16,-0.5002156816201149,5,10,21,17,0.8456778270161706
74,74,74,5,8,9,10,0.4068936480860503,5,19,22,45,0.8593092271931233,1,5,21,25,0.3149084307075168,6,10,13,16,0.9811402144920788,2,6,36,38,0.917309312644023,3,6,10,13,0.6253914451973752,5,6,7,17,0.7869323855702621,7,29,30,31,0.8289307184476438,5,10,17,18,0.9365765957345946,5,7,17,18,0.8875491404404137,5,10,21,17,0.8482371314249546
75,75,75,14,27,34,36,0.6747069548409096,10,32,37,40,-0.4831138489987068,10,13,39,41,0.663308500543933,3,21,32,35,-1.894945097676211,7,10,16,19,0.9467020199765712,6,10,13,27,0.7045371078415952,22,26,48,51,0.6942793081537944,5,8,10,18,0.568975328387057,5,6,8,10,0.4663415789716811,2,5,6,8,0.5485292095065086,5,10,21,17,0.8462830991458705
76,76,76,20,22,25,26,0.5904920617107987,5,7,9,10,0.6797362965040912,6,11,16,18,0.3757783604207159,1,6,7,37,0.6617648348220299,5,7,8,13,0.5487456431331035,5,6,10,19,0.7687737652880967,2,5,6,10,0.8633898717060213,5,6,11,17,0.4849150837458633,6,10,17,19,0.9433435036653004,5,7,17,19,0.9430537579875784,5,10,21,17,0.8479348248787996
77,77,77,2,7,26,41,0.8389672839742208,5,19,21,25,0.4357880548476948,7,10,11,13,0.6132743879301712,12,19,24,26,0.9813311970151332,14,27,34,47,0.1870744011734746,5,10,12,21,0.8511906695084154,10,13,16,17,0.8126362582995776,5,11,16,17,0.3812720200718344,6,13,16,17,0.8732077019551058,5,11,16,17,0.3812720200718344,5,10,21,17,0.8483202406779616
78,78,78,15,17,30,31,0.5673333334552592,4,13,17,19,0.6335431226810682,11,16,17,19,0.3947516606567206,16,18,20,21,0.4042651806634493,10,14,18,21,0.7003171390871776,5,17,32,33,0.6710340146562581,10,16,19,25,0.7355331020576408,5,6,13,34,0.9179831906007454,5,10,13,16,0.9810211857855036,6,10,21,43,0.6580653470558937,5,10,21,17,0.8484454995077046
79,79,79,16,30,37,49,0.4501912260850885,14,22,23,30,0.8502826325279315,5,6,8,18,0.4838965305702396,11,12,17,31,0.2188663458139629,6,23,29,31,0.9110672026936976,16,18,21,39,0.2356055557739476,5,13,23,25,0.7766989993298332,7,20,26,39,0.5442144167424481,5,6,7,10,0.6577437385016032,6,8,18,19,0.620104910208624,5,10,21,17,0.8458865209420965
80,80,80,1,4,7,16,0.5385961416113356,10,19,34,38,0.8806964411969554,10,11,14,29,0.5885631947095631,8,10,19,26,0.5903782917572937,6,10,37,41,0.6393874168714873,5,19,21,24,0.871553867439236,2,5,21,31,0.8561203312278023,10,13,14,16,0.8180297641876104,6,10,16,18,0.9409742918175426,5,10,16,18,0.9407278508994102,5,10,21,17,0.8484016873336988
81,81,81,2,8,32,34,-0.2345787010429842,5,16,17,19,0.9354464421391572,6,24,41,45,0.6243884731208343,6,10,21,23,0.7663794380194787,8,17,20,22,0.2293466994620056,18,24,27,32,-0.1110419754134643,8,10,11,13,-0.3497379524952868,17,27,44,51,0.1737487915527058,3,5,10,19,0.5626383274161115,5,18,19,20,0.9232231263330432,5,10,21,17,0.8488625075168705
82,82,82,17,40,55,68,0.196853189968256,2,28,74,81,0.5023319825273402,7,14,21,27,0.2770087305138617,13,14,17,25,0.5392569615178139,5,6,27,39,0.1651635421663974,5,7,8,10,0.461095200962724,5,14,19,21,0.8806561997367693,10,13,19,27,0.6857207356993202,16,41,43,44,-0.008716077070582,8,10,17,19,0.5411179536444366,5,10,21,17,0.8464436072814044
83,83,83,4,30,31,34,0.1973594988191092,1,6,8,9,0.5133590069167417,25,29,31,32,0.208643478325718,4,8,9,15,-0.5007615311447777,8,10,17,18,0.3434245394664723,6,13,19,26,0.9371690239535312,3,5,17,18,0.4029319392992782,5,18,19,20,0.918861862491944,8,9,13,34,0.6241346305541285,6,13,16,20,0.8891961680036156,5,10,21,17,0.8459388697233805
84,84,84,2,5,11,12,0.5781864940701216,3,4,6,12,-0.4566171940291363,5,6,7,8,0.2569421502209654,5,6,21,37,0.3526056703066409,5,6,8,9,0.4686277660089195,16,18,26,33,0.8964503674002158,10,17,20,31,0.8182158677423605,38,41,50,53,0.5305030176421635,5,10,16,20,0.889608385522024,5,6,8,13,0.5472612882334069,5,10,21,17,0.8458808467672252
85,85,85,8,16,25,35,-0.6921910938660021,1,3,4,13,-0.3301864424272527,9,41,44,45,0.0941646899401139,17,24,25,33,0.8300778859514893,5,10,17,33,0.9633632312706636,5,6,21,25,0.2651325765842173,5,17,21,23,0.8381951600140364,5,10,13,14,0.9823528816793988,5,10,21,25,0.3591064740903349,5,10,17,29,0.9706731611974738,5,10,21,17,0.8462094618374233
86,86,86,2,11,18,20,0.189685227506873,10,15,21,32,0.1608613067936135,5,18,19,27,0.7276282140274242,5,7,18,31,0.9289549153024296,5,8,20,42,-0.0411137905400635,16,34,39,41,0.4127811118635962,4,5,8,13,-0.3022094735318936,5,6,27,33,0.628152674574761,7,17,20,21,0.5838807100026089,5,6,10,16,0.9461029666312136,5,10,21,17,0.8467027550260624
87,87,87,5,7,9,10,0.6820513912425512,8,10,13,17,0.5486575166993802,3,7,16,17,0.4300981843005724,2,5,6,7,0.7170717598382546,5,6,17,19,0.9464504110531872,9,13,18,34,0.8787027358118598,13,35,41,43,0.2078759495009071,10,15,34,56,0.8595045600756851,5,10,13,16,0.9810846073358948,5,6,18,34,0.9360299563221924,5,10,21,17,0.8497233031923375
88,88,88,6,17,18,27,0.5126466652025966,18,24,28,35,0.3514422753041532,8,20,23,27,-0.6299484534008124,5,21,25,27,-0.4160859075797869,5,7,10,21,0.7029455042204363,5,10,19,21,0.7660541799072673,8,13,17,21,0.1270928437368969,3,6,7,20,0.1416893224194633,6,10,11,18,0.5531875547080751,5,8,17,18,0.3738356812826895,5,10,21,17,0.8456023127787159
89,89,89,1,2,21,22,0.8452913596435339,1,3,4,8,-2.0708383176001512,5,7,18,23,0.8818194619782461,3,10,19,20,0.2824730812898108,8,10,21,22,0.2445715132694023,5,18,19,21,0.8820283957966848,6,17,20,32,0.2657100473506527,4,6,16,18,0.4215105443327536,10,17,18,19,0.8283467375351897,5,16,21,28,0.2970957385066266,5,10,21,17,0.8489816027400965
90,90,90,2,8,19,32,-0.1538773716624761,10,16,26,29,0.9650212594242964,10,11,22,27,-0.1592709032432298,16,20,21,29,0.6205962437119039,2,6,20,26,0.884535793823617,13,18,31,32,0.5162006884912296,10,17,18,21,0.6844051772653688,5,6,8,17,0.4869515567507162,10,17,18,21,0.6844051772653688,3,10,13,17,0.557531771604922,5,10,21,17,0.8461463364983788
91,91,91,11,20,25,26,-0.304910989841237,5,7,8,9,0.4675641962883213,2,16,22,31,0.8327937365024486,11,17,18,20,-0.0702156045634305,6,8,10,15,0.57816354491707,5,16,17,20,0.7885450271293873,6,10,16,17,0.9418730643185248,5,10,17,26,0.9686158546628706,5,13,17,20,0.8950869095224231,10,13,16,32,0.5829698581108956,5,10,21,17,0.8488285180426896
92,92,92,19,21,29,36,0.8369305808052226,4,7,8,10,-0.4255952839628354,8,18,22,23,0.6072937311557556,5,24,25,31,0.8068937342314559,6,8,16,18,0.3802761360667658,13,19,34,42,0.8888529067996043,7,13,27,35,0.3575467702978053,5,6,13,17,0.93756208357016,10,24,28,77,0.3688036263511093,6,10,19,21,0.7660218341856639,5,10,21,17,0.8460871784170753
