,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r,top-a0,top-a1,top-a2,top-a3,top-r
0,0,0,0,0,11,13,14,15,0.7012004141092029,2,6,8,10,0.7910418815850627,3,17,28,22,-0.8057806160456455,6,13,19,3,0.7363406253499354,14,20,21,26,0.7111339365989788,1,2,5,6,0.7621408561589912,5,6,9,10,0.9070001665336076,2,5,6,10,0.966458306580958,2,5,6,10,0.966458306580958,2,10,12,27,0.9810348683007613,5,6,10,14,-0.1912178073665307
1,1,1,1,1,13,23,26,30,0.5266409442777267,2,5,6,14,0.9297435392891318,2,5,6,10,0.962992535935842,2,4,6,7,0.8042662586983925,12,22,30,31,0.9550764652911417,5,12,21,16,0.6445634505137046,4,5,11,13,0.9561062695072656,2,4,5,6,0.9252412599802484,2,5,7,13,0.8250543769407388,6,10,12,14,0.9538812736023125,5,6,10,14,-0.1753715055594356
2,2,2,2,2,6,10,12,15,0.6893447987125995,5,14,28,31,0.7192244538610677,5,11,12,13,0.9445464521444692,2,4,6,8,0.6793793529508307,6,10,12,14,0.954982089296613,2,6,9,11,0.8849253913336159,2,5,11,17,0.7015884937257594,4,5,10,11,0.9353147837737346,6,10,11,12,0.9433690091628848,10,12,15,19,0.6187673044266753,5,6,10,14,-0.1793680267272435
3,3,3,3,3,2,7,9,28,-0.2000590537202602,2,4,6,13,0.9772836898099296,2,8,26,22,0.7145305408107725,2,11,12,13,0.9437146949003296,3,10,21,27,0.7277456344072506,2,4,18,5,0.574319896728492,10,11,12,14,0.9644978792966996,2,10,13,6,0.952366166851918,2,3,11,12,0.720835308707704,10,13,19,25,0.7961796655564479,5,6,10,14,-0.17812014487762884
4,4,4,4,4,9,5,21,6,0.8990686319866437,1,3,4,10,-0.2221722536540484,4,14,18,26,0.543220980759664,10,12,24,26,0.4286522842967851,6,14,20,7,0.3105376153462194,9,10,11,13,0.8748047574223452,2,5,10,26,0.9746093127268703,2,4,6,9,0.8404749877878415,10,12,13,28,0.7690815530706657,6,12,13,14,0.9364098453952244,5,6,10,14,-0.19604432058002308
5,5,5,5,5,14,16,18,26,-0.4090299226977476,2,5,6,17,0.7494066944511228,2,6,9,17,0.349913225985979,4,10,13,25,0.9501555497845088,5,10,11,26,0.9735097319554576,2,5,12,13,0.9449533401669412,6,12,13,14,0.9346764689575878,2,5,6,10,0.9644278469884128,2,5,10,12,0.9685243934286014,2,5,10,11,0.9610850343337644,5,6,10,14,-0.18166024672697634
6,6,6,6,6,17,18,27,16,-2.415296670496925,2,7,15,19,0.2514357830798986,4,5,10,23,0.6850040759993736,18,22,28,29,-0.917618797672174,7,10,11,12,0.81080085081548,6,10,11,12,0.94799995670284,4,6,10,13,0.9810561747780256,6,13,27,2,0.9760598693149932,5,10,14,16,0.7084498832470116,4,5,7,11,0.7266291083996066,5,6,10,14,-0.1970855215351004
7,7,7,7,7,2,4,10,20,0.7387278076559931,1,2,4,21,0.6613045204659882,2,10,12,14,0.964345274825786,5,7,11,13,0.8201647500380701,2,10,19,26,0.9239315847358136,2,7,13,14,0.7597228067525804,4,6,10,14,0.9429574917390332,2,6,10,11,0.9673851585312448,2,5,6,13,0.9782347402898914,2,4,5,13,0.9515933207274422,5,6,10,14,-0.20061885107340238
8,8,8,8,8,16,21,9,10,0.3378794099115746,1,14,25,27,0.5700719439573855,11,12,13,21,0.8659950154990435,4,11,31,17,0.3434897002045971,2,5,6,10,0.9653693879943516,2,4,5,6,0.92404602575446,2,3,6,11,0.784450832504305,4,5,10,14,0.9017320869327652,5,6,13,19,0.946663460637964,5,6,10,13,0.9542390456170132,5,6,10,14,-0.18666499569669837
9,9,9,9,9,5,6,10,12,0.9476698906469868,6,11,14,22,0.9597576232393492,4,14,22,25,0.968085415257721,2,13,19,23,0.7291920673777403,2,4,5,10,0.932485820861496,7,10,11,12,0.8099948363113327,10,19,22,11,0.963904866723483,5,10,11,13,0.9787039071087182,2,5,11,14,0.887111295732135,12,14,26,30,0.8673385960009902,5,6,10,14,-0.19809314174550074
10,10,10,10,10,17,26,4,2,0.61162041418324,22,26,14,1,0.689892060037752,5,12,8,30,0.5925270860706588,12,14,22,26,0.862068059921824,5,7,12,13,0.7489445494370228,2,4,5,11,0.8741058098368655,2,5,11,13,0.9753025860180794,4,5,12,26,0.9318450290474372,2,4,6,10,0.9613707049552588,2,4,5,6,0.9244814022360948,5,6,10,14,-0.18305538837284963
11,11,11,11,11,4,10,12,14,0.9670173423234812,10,30,2,12,0.8984330565254062,2,6,19,20,0.8266962904168151,1,10,12,19,0.6132414971722114,1,5,6,10,0.7874089028346425,5,10,12,13,0.9034951511815554,6,10,12,13,0.8565483127154747,2,6,10,13,0.9578085713839226,4,10,11,12,0.9824409686655248,5,19,22,27,0.9805052922444706,5,6,10,14,-0.1986810784522215
12,12,12,12,12,12,18,25,26,0.1748914706421471,4,9,14,5,0.6962952651560336,4,6,8,13,0.703771572187594,6,8,11,14,0.7227415263935273,2,5,10,21,0.9826271659451912,5,22,26,31,0.9837047793751714,4,5,6,12,0.9904101497386903,2,7,11,12,0.8059198513654161,2,7,10,13,0.8315238967993365,5,10,11,12,0.9696982933485556,5,6,10,14,-0.19574268684507068
13,13,13,13,13,4,5,12,14,0.9364165691744446,7,19,13,20,0.2853694373888656,2,12,14,16,0.6357673905213026,4,6,18,19,0.6769512547730263,2,5,10,19,0.9825590676545513,6,10,12,13,0.8561479016275083,5,13,21,23,0.7320511375149854,4,13,21,22,0.971509084881063,2,5,6,10,0.9676236229806432,5,6,13,14,0.9757919643408908,5,6,10,14,-0.19610614939002957
14,14,14,14,14,8,10,13,14,0.7379893313015116,2,5,6,7,0.8428933528904528,8,12,28,10,0.2719704260109471,6,12,25,2,0.8642045469811199,6,13,23,19,0.7266394736131969,2,12,14,21,0.9515652096831972,7,10,11,25,0.8197872377548613,2,5,10,21,0.9828061116495196,4,10,11,12,0.9824303758858765,2,4,10,11,0.93003487181312,5,6,10,14,-0.19538073769253428
15,15,15,15,15,18,27,30,31,0.3287667477184283,1,2,4,5,0.605285566826755,6,11,12,13,0.91671739687535,2,12,15,19,0.6436843479355749,11,12,16,19,0.637635102934784,6,10,11,14,0.9581915320291184,4,5,10,13,0.978812295517422,6,10,11,12,0.944172551590288,2,4,5,19,0.9544999557781164,5,6,11,12,0.9742697310245078,5,6,10,14,-0.18514470871655475
16,16,16,16,16,5,9,13,24,0.2142955388629297,20,13,3,24,-1.7094856575227635,6,19,21,22,0.911885627852292,6,10,2,11,0.9667553725753596,6,11,27,21,0.97826743756059,12,13,14,19,0.884344443259154,4,5,6,9,0.8427017955194075,1,2,5,22,0.7650126023659188,2,10,12,14,0.9642852484017228,2,5,10,11,0.9623992986314076,5,6,10,14,-0.19601926390038749
17,17,17,17,17,13,27,1,14,0.5859612471174989,1,5,6,14,0.7215662460684333,12,19,20,21,0.6167781400915456,6,10,13,14,0.9698811352508911,2,6,12,13,0.9204378504947756,6,10,13,12,0.8571665374244958,5,6,7,12,0.8259141856044806,2,4,5,10,0.932039468762902,4,6,11,12,0.989677221298622,2,5,6,10,0.967867128933091,5,6,10,14,-0.19735985059986194
18,18,18,18,18,2,8,10,18,-0.1835807461779113,1,5,21,25,0.6632985972707228,5,12,13,21,0.867878017937382,6,12,14,17,0.6717982713311994,2,10,14,17,0.7045295488508488,2,5,6,9,0.8848315787473653,1,5,10,12,0.6920176135778909,12,14,19,22,0.9277903239811736,6,11,12,27,0.9877362401002516,2,5,6,19,0.9799887510696468,5,6,10,14,-0.1970312571813544
19,19,19,19,19,11,23,19,30,0.6431270125657429,5,9,13,14,0.8235702700044599,5,13,15,19,0.717808239693954,6,11,28,20,0.4820525283197694,2,4,14,27,0.6992829772896181,4,5,12,15,0.6175665070151989,4,5,9,10,0.8500462465095366,2,5,12,21,0.9527893704605234,4,10,12,14,0.9696309881841876,10,11,13,19,0.9395665718011011,5,6,10,14,-0.18521505702229102
20,20,20,20,20,10,11,15,24,-0.2473907679431719,14,17,7,28,-0.5815639414151779,25,31,26,14,0.9212858452220052,6,13,14,16,0.734519099554882,2,6,10,11,0.9638038202203238,2,4,5,13,0.9541313516358664,9,10,13,14,0.8449828529331296,2,5,6,14,0.9298384829473229,4,5,10,14,0.9020410229437228,2,5,6,19,0.9773230616091184,5,6,10,14,-0.1837438876262376
21,21,21,21,21,1,6,17,24,-1.966881631276049,4,9,12,13,0.8001829964614728,2,4,5,6,0.9247552454920194,4,21,31,10,0.9235722992302028,2,5,6,14,0.9304474964393076,2,10,12,13,0.9009122509764996,10,13,26,8,0.614998984271437,2,6,10,11,0.9645784390741792,2,10,11,12,0.9673189775213272,6,11,19,21,0.956074472146998,5,6,10,14,-0.18757760663783563
22,22,22,22,22,4,7,12,2,0.7859882246472814,7,12,13,16,0.0654528424005145,2,4,6,7,0.8001603940211305,10,14,26,27,0.9703478065392324,12,19,23,28,0.2186665656802923,10,11,14,31,0.8952768557487907,2,4,5,6,0.9245016787515116,4,11,13,23,0.6740867411538721,4,5,6,13,0.9784188251855088,4,5,10,11,0.9350854474318644,5,6,10,14,-0.18743237341171115
23,23,23,23,23,3,6,17,19,-0.112265072961077,6,9,11,19,0.8964682816173702,10,14,7,3,0.2462199914329352,2,19,24,27,0.5728984321473951,14,16,30,28,0.1332957346502736,5,6,14,25,0.9739525734763028,5,10,11,13,0.9791493331581788,2,10,11,14,0.9384912709831028,2,5,11,13,0.976070246934862,2,4,5,7,0.7241531964734785,5,6,10,14,-0.20267290741677235
24,24,24,24,24,5,7,9,14,0.2839821116690839,10,28,14,7,0.409221942695254,2,4,6,19,0.9788625207287874,6,11,14,23,0.728723526788731,11,13,14,20,0.7637022708991599,2,11,13,19,0.972104555544144,5,14,22,25,0.967209061828258,2,4,10,11,0.9302340385210226,2,5,6,10,0.9689039091556944,2,10,12,21,0.9164366994703028,5,6,10,14,-0.20397442269052712
25,25,25,25,25,3,5,10,27,0.6755405934421748,1,7,12,15,-1.2147470828942737,2,5,6,7,0.840881498543436,5,6,12,21,0.9317323835313084,10,14,6,15,0.7545730185745508,4,10,13,21,0.9712795675091098,2,5,10,11,0.9623563678564911,10,12,14,22,0.949460254079112,4,5,11,12,0.9644224829243306,11,13,19,21,0.92213461798084,5,6,10,14,-0.2040121853923389
26,26,26,26,26,3,19,18,22,-0.1562372227465851,10,24,29,14,-0.3160860414969089,1,14,21,23,-0.2051934821123244,2,10,11,22,0.9752617331173536,2,11,25,27,0.9578811658267083,2,10,14,30,0.8979152212294502,4,5,6,11,0.9224285542821136,4,6,12,14,0.9748392311664816,10,11,12,21,0.9168681846035324,2,14,26,27,0.9301656702807386,5,6,10,14,-0.20272245468737293
27,27,27,27,27,2,9,11,13,0.8630974570777559,1,5,16,26,-0.3212285925687372,4,5,6,12,0.9900342019120764,6,11,18,22,0.7539116445966716,2,12,25,27,0.9165709151401764,11,13,19,25,0.8737523115042669,2,4,5,6,0.9218115648194776,2,5,6,10,0.9687126906630452,2,31,10,19,0.9772399840468085,2,5,21,22,0.9839502929303534,5,6,10,14,-0.2050159411468253
28,28,28,28,28,14,21,27,9,0.7750187011473635,4,6,7,14,0.7230967573534612,4,6,21,19,0.9872775502993736,6,11,12,14,0.97131653297033,19,21,25,27,0.9342366633705912,5,10,11,13,0.977554024168483,12,13,14,22,0.9179152685591192,4,7,10,12,0.8107381003107663,2,4,5,6,0.9245118966075644,2,5,14,21,0.9571291147149584,5,6,10,14,-0.1937383132297028
29,29,29,29,29,11,14,23,4,0.5357170522622907,8,12,28,10,0.2634974099203562,12,13,17,21,0.5120704337044233,2,4,5,8,0.5911276159385577,2,4,5,10,0.9328686757901674,2,4,6,13,0.9775887321904576,10,21,22,31,0.9864505078838028,1,10,11,12,0.6872250555227986,2,6,19,23,0.7790808553387826,2,6,13,14,0.9754240123366804,5,6,10,14,-0.2042845914146163
30,30,30,30,30,3,4,7,9,-0.6034906830694089,2,4,5,6,0.9229851312771864,6,22,24,28,0.3306185361923323,15,23,10,20,-1.5040546927292595,14,21,19,16,0.7003580143040156,2,4,10,13,0.977245434441301,2,5,25,10,0.9717101849384217,2,5,6,10,0.9680158909324632,4,5,12,19,0.9723819342546608,2,5,9,11,0.8414546063070683,5,6,10,14,-0.20140092676806387
31,31,31,31,31,15,30,24,26,-0.6210447197181497,1,7,25,30,0.0687718186109228,2,25,13,24,0.5791568925598891,5,8,20,23,-1.5513648542171636,11,21,25,28,0.8393902955732032,2,6,11,12,0.9753250611259392,6,11,16,25,0.7087019219627733,2,10,13,11,0.9776292495967456,12,13,19,22,0.7945562869783194,2,4,5,14,0.8224234517769753,5,6,10,14,-0.20230558443316649
32,32,32,32,32,5,6,9,12,0.8651187867571977,5,10,11,12,0.9701162536606984,6,12,26,23,0.5331853421266465,2,4,14,20,0.5996116686012578,5,14,18,27,0.4739952013835919,2,5,6,8,0.760383477351362,2,5,12,13,0.9457037211758158,6,9,11,13,0.8798210028386199,5,6,11,14,0.9306510327315298,5,10,11,12,0.9701162536606984,5,6,10,14,-0.20021827037859152
33,33,33,33,33,7,11,13,30,0.7406112354976659,2,3,5,6,0.7856593688472572,5,6,10,11,0.9655470090447704,2,6,9,27,0.8364473491019431,2,7,12,13,0.7464133881253385,5,6,9,26,0.8736535828811868,12,14,19,21,0.8960251356858281,10,13,14,19,0.9541550839899474,4,10,11,12,0.9841890756061926,2,5,10,13,0.9766825267667396,5,6,10,14,-0.1880857682549082
34,34,34,34,34,1,6,10,21,0.7621880475696116,8,9,12,28,-0.4745168952036522,16,18,25,15,-2.18711027451414,2,4,9,12,0.8233837770964829,1,2,6,12,0.6999988688731186,2,5,6,11,0.9529115095986908,2,6,9,12,0.8625610539183741,4,5,14,22,0.898267922829897,12,14,27,26,0.9117885781843243,2,6,10,12,0.9488888347335824,5,6,10,14,-0.2076657097492114
35,35,35,35,35,2,3,4,6,0.6885880324500733,7,18,28,30,-0.6587291137575959,4,8,19,21,0.6772458218639165,2,11,12,20,0.7475647535829262,6,11,12,14,0.9722272559612902,2,6,7,14,0.7744045883228468,4,5,6,11,0.9228507595771304,5,6,10,13,0.9594658249984074,6,14,21,2,0.9748835231746914,6,11,12,14,0.9722272559612902,5,6,10,14,-0.20656557627626793
36,36,36,36,36,10,14,22,27,0.9489715255299672,5,10,11,22,0.9748140545694256,11,12,18,26,0.4876982213552051,23,22,6,4,0.7383463050523359,2,6,21,26,0.9350267282797812,10,11,14,21,0.9757248809898416,2,5,11,13,0.9756955799936806,2,5,6,10,0.966242621264374,4,6,11,12,0.9905171811511404,5,6,10,14,0.9591540016304736,5,6,10,14,-0.19094530228205397
37,37,37,37,37,10,13,16,29,-0.1919298400358713,13,31,5,2,0.9450910308427944,2,5,7,8,0.2342555623387971,2,6,14,18,0.6849844670501313,5,10,22,26,0.9466014301481896,7,10,27,31,0.6512595514872657,5,10,21,14,0.9771474833436558,2,4,10,12,0.981831282550625,5,6,10,11,0.969120381042371,2,10,11,14,0.9381862161985391,5,6,10,14,-0.20452326561173595
38,38,38,38,38,5,7,12,26,0.6887891257340506,7,11,17,22,0.2731538225314458,6,14,17,21,0.7326882231748209,2,4,6,7,0.794394609881625,4,14,28,29,0.1049276769220646,5,6,12,14,0.9727108980782846,5,10,13,14,0.9758101238110816,6,11,12,14,0.972238588917776,4,10,12,22,0.9758104577537904,2,5,13,19,0.9729602072938572,5,6,10,14,-0.20248841403479334
39,39,39,39,39,1,7,18,20,-2.8690880402561074,18,22,26,13,0.5774929303656906,2,4,6,12,0.9905083783264867,2,4,5,6,0.9246164369150004,4,5,12,17,0.5995969818195818,2,6,10,14,0.9584162913722476,2,12,13,14,0.9456995361712598,5,10,14,19,0.976068917319645,2,4,5,10,0.934702016852302,2,5,6,7,0.8421015066831955,5,6,10,14,-0.19241048881012857
40,40,40,40,40,18,27,28,30,0.0470717323503426,12,14,16,30,0.5605654503749539,2,5,13,27,0.9471875285755113,2,5,6,12,0.976847927007096,4,5,14,21,0.9196937611099728,4,5,6,11,0.9225502131408748,2,12,13,19,0.867937605733874,4,6,10,28,0.902251859347547,2,9,14,23,0.2235351841951887,10,21,31,29,0.6845982778226928,5,6,10,14,-0.20557524354789658
41,41,41,41,41,4,5,6,12,0.9899813899451204,4,5,9,12,0.8252965664549993,4,5,6,14,0.8893899416546406,2,6,10,11,0.9682618332926146,4,6,10,12,0.9855507190953844,2,10,13,14,0.9752284343443478,2,4,5,11,0.8688208266874279,6,10,11,12,0.9491230784395625,2,10,11,20,0.8160682072660195,2,6,12,13,0.9211776613212374,5,6,10,14,-0.20803874122696486
42,42,42,42,42,7,10,13,14,0.7876833071736483,16,19,4,9,0.197548973250845,6,8,14,18,-0.2379450425791069,2,5,6,9,0.8838311765056533,10,11,31,1,0.6466878202290951,2,14,24,25,0.6018957734228343,2,11,13,19,0.9708282554233392,2,4,5,10,0.9343541983137864,5,6,12,13,0.9181537247231416,5,11,12,14,0.9577695427483184,5,6,10,14,-0.19750759968659803
43,43,43,43,43,2,10,11,12,0.968496358063868,5,12,23,8,-0.2703568711818336,2,10,31,14,0.8925263887964019,2,5,12,13,0.9453047557054992,2,11,12,14,0.9558843115046252,2,4,5,6,0.9234750375663008,4,5,6,10,0.9623382310353428,4,6,11,21,0.97944640183878,6,10,14,21,0.9715233328026938,2,5,12,21,0.953723792174102,5,6,10,14,-0.19777965685950138
44,44,44,44,44,11,14,29,25,0.6589722592372851,13,14,21,28,0.8373269566480628,5,16,18,13,-0.2964837835840561,6,9,19,25,0.8098576675488154,2,12,20,11,0.7446177900697772,3,4,5,7,0.1278312097677587,13,19,27,12,0.912959512112139,2,5,6,11,0.9532259666961992,6,11,22,28,0.9211698476603848,4,5,6,10,0.9625278803293572,5,6,10,14,-0.21307932835486376
45,45,45,45,45,11,19,24,6,0.7007148211285272,1,2,25,30,0.6015494630709983,3,6,10,12,0.7075039161250303,2,8,9,14,0.2050235505637787,10,11,12,17,0.6722565137416332,4,6,10,11,0.9616699786325782,14,16,20,21,-0.1160055505306059,6,10,12,13,0.8592893911986575,2,6,10,11,0.9685681692905728,2,4,5,6,0.9219427007422644,5,6,10,14,-0.2097205127250048
46,46,46,46,46,2,8,9,10,0.3634573048352999,11,13,19,21,0.9198119735438752,4,6,31,10,0.8965075760890865,5,10,13,19,0.9416756230165296,2,4,14,21,0.92081549190069,5,9,12,13,0.7916657108013806,9,12,18,26,-0.0286030313032257,2,6,10,12,0.9467133312500218,2,5,10,11,0.9619089802858566,14,19,21,28,0.8604342391621597,5,6,10,14,-0.19436826592159462
47,47,47,47,47,12,21,25,31,0.8545508302032393,2,5,6,8,0.7629276794550468,1,2,3,22,-0.0678154875409746,7,10,11,13,0.8315334848218975,6,10,14,26,0.9620924538998388,2,4,6,14,0.8898325186633708,2,11,14,27,0.8161821114073489,2,5,6,11,0.9511876565258884,2,10,13,19,0.941391046610028,2,5,6,10,0.9665007287296676,5,6,10,14,-0.1938339071714683
48,48,48,48,48,3,7,10,16,-0.919199971521206,7,19,17,21,0.2144555796809639,6,11,19,26,0.935265491193537,5,10,16,17,-0.2050763543547447,14,5,26,28,0.8375846223058638,6,10,11,14,0.9587048719932786,2,6,11,12,0.9742675234072684,1,7,13,14,0.1614521897924821,4,10,12,19,0.9577305099476564,5,10,11,13,0.9777522769327736,5,6,10,14,-0.19376629623437847
49,49,49,49,49,5,10,21,26,0.9256248775837196,4,10,11,15,0.6521501719771685,13,26,28,30,0.723162381562689,2,4,5,10,0.9316764315796662,2,4,11,12,0.961965798742499,2,4,10,12,0.9813820180406646,6,12,28,30,0.7640747889645532,6,11,13,14,0.9762839296339084,11,14,19,21,0.976776424503591,4,5,6,10,0.9625497640913608,5,6,10,14,-0.2110461547734721
50,50,50,50,50,6,7,9,10,0.4886295687049027,2,3,5,13,0.7586736999366674,6,9,13,25,0.7857120296004119,4,5,7,13,0.7771096578876121,4,5,10,11,0.9321704985225124,4,6,10,12,0.9855043666711368,2,5,6,12,0.9769614893874472,4,6,22,25,0.987554142063912,2,5,6,10,0.9695638364869268,2,10,11,13,0.978503367265729,5,6,10,14,-0.2088033237709248
51,51,51,51,51,5,8,26,13,0.6371740063332201,14,19,5,6,0.975905118159574,4,7,10,11,0.7936346275303782,4,13,14,27,0.8216953037910453,3,6,13,24,-0.2335384964732743,6,10,28,14,0.8888669567310306,6,10,13,29,0.746194782822635,1,2,5,10,0.7577079847909723,10,12,25,27,0.8924181770522893,4,5,6,10,0.9625650449382028,5,6,10,14,-0.2116003620513307
52,52,52,52,52,9,13,28,31,0.4399262003904258,6,16,19,28,0.3564595710451681,6,11,13,14,0.9764184188255136,2,6,28,5,0.900366174171082,5,6,11,13,0.979919393140548,11,19,31,2,0.9430703818595698,4,5,11,13,0.951001896128608,5,6,10,11,0.9705014185201566,6,11,14,27,0.8840604509395106,6,11,12,19,0.9311357606212614,5,6,10,14,-0.21280856482988675
53,53,53,53,53,16,21,29,3,-1.8005413226935376,1,6,13,14,0.7354467732551833,4,12,15,20,-0.2967237123237609,5,8,9,11,0.2944347516806481,5,10,11,21,0.9845523366527694,4,9,10,26,0.8547591336434567,5,6,10,14,0.96143764205254,2,5,11,14,0.8861137698605005,4,5,6,11,0.9225501137823134,4,7,12,14,0.702876158146121,5,6,10,14,-0.2107465608198762
54,54,54,54,54,1,13,22,6,0.7493121112127707,2,13,14,22,0.9747523772155668,6,7,10,12,0.8030211580073107,5,6,9,12,0.8645158166340092,2,5,10,13,0.9776494676077148,5,12,14,21,0.951508081104636,2,4,12,25,0.922033933752845,4,11,19,25,0.9746758575660276,6,12,14,24,0.6187344384450724,4,6,10,11,0.9622602395659704,5,6,10,14,-0.1957719586403488
55,55,55,55,55,2,4,6,8,0.6629256278706546,5,7,21,23,0.2729781797091825,5,13,3,9,0.3268960875206312,2,7,21,25,0.7778936589813679,4,7,11,13,0.776367178530597,5,6,13,14,0.976470832530127,2,6,10,13,0.9594065195041724,2,10,13,14,0.9752234085154654,2,12,13,1,0.6213048070017472,6,10,12,13,0.858450446368971,5,6,10,14,-0.20714413563287337
56,56,56,56,56,15,18,10,5,-0.2092606776262568,2,5,6,9,0.8826884755766733,6,7,10,16,0.3177759028743473,5,10,13,14,0.9759419586063568,6,10,14,19,0.9732687527368612,6,12,21,27,0.9726990314718216,5,10,11,30,0.9008344477284282,2,4,6,10,0.9616664504095218,5,6,10,21,0.965281959664967,2,4,6,9,0.8372871940862947,5,6,10,14,-0.20696952098100962
57,57,57,57,57,1,11,16,17,-1.991063380065742,5,21,6,22,0.9660034259783508,1,2,4,11,0.5854218684308753,4,5,14,19,0.9198354419204726,2,4,5,10,0.9321463957824452,2,7,12,13,0.7415357352860854,2,5,11,18,0.6749004267821356,2,4,6,9,0.8366106357104051,2,4,6,9,0.8366106357104051,10,26,28,30,0.7760208138516526,5,6,10,14,-0.2095384305361987
58,58,58,58,58,3,4,9,10,0.2800140538907759,12,19,21,7,0.6803809626051851,5,13,21,24,0.6508452346214741,2,4,6,11,0.9210550523148104,4,5,11,12,0.9643996682852838,2,10,11,14,0.9384726845973184,5,6,7,12,0.8222421125786384,5,13,14,29,0.7019473124060693,2,5,12,19,0.9536996087228276,2,6,10,12,0.9491653304134752,5,6,10,14,-0.2101833239136428
59,59,59,59,59,14,22,29,27,0.5971035776803428,3,9,10,13,0.3427744550663014,6,10,11,13,0.9596106180032709,4,6,7,9,0.3952735217739901,10,11,15,20,-0.0043772677698132,5,16,6,13,0.7437607795696439,2,5,10,13,0.979448720296128,2,4,5,6,0.9227596805295416,2,6,14,22,0.9606596997203596,5,6,12,27,0.987656855106538,5,6,10,14,-0.2091851791701349
60,60,60,60,60,1,2,18,25,-0.350463932514405,2,6,7,24,0.2017741952636524,2,5,25,26,0.9033264644677076,7,23,11,21,0.2678724466172704,5,19,26,31,0.9725477991154804,7,10,11,25,0.8149864345095932,4,6,10,14,0.9426642401201132,4,12,20,22,0.7153849762070161,2,4,9,10,0.8387496656754808,5,6,10,12,0.9495539820403394,5,6,10,14,-0.21123591989215051
61,61,61,61,61,2,8,10,23,-0.0949962157514197,9,10,12,22,0.8262994473473724,4,5,18,2,0.5646836044344338,2,11,12,28,0.870452127632246,4,10,12,25,0.8967734020638328,4,5,6,12,0.9909963151091816,5,9,12,13,0.7913663055882023,5,6,11,19,0.9788757569650776,4,5,10,12,0.9841828498903076,2,5,6,10,0.96627962829784,5,6,10,14,-0.1925564317891999
62,62,62,62,62,4,6,9,17,0.2189785573756272,4,21,28,10,0.8941834014004025,2,4,11,12,0.962494325314873,4,12,13,28,0.8113864329965625,5,10,12,30,0.9003189893517591,10,14,27,28,0.7913380796647668,10,12,21,22,0.8556916722033054,12,18,27,28,0.0871972553086627,1,5,6,27,0.6426972608157817,5,6,12,13,0.9213104100955444,5,6,10,14,-0.20791145208321438
63,63,63,63,63,4,10,19,20,0.7690126022371223,11,14,23,27,0.5059073800981775,10,12,24,31,0.5513451357568601,25,26,31,29,0.4976991582235168,2,12,14,25,0.8872206166352139,5,13,19,25,0.8731396764993966,6,13,19,30,0.8206779318481648,2,4,5,6,0.922418113397044,2,4,10,19,0.9805936940551936,2,5,6,10,0.9695378664570914,5,6,10,14,-0.20938420234019306
64,64,64,64,64,5,13,21,24,0.6569427342877208,4,9,11,12,0.8297629215025889,5,26,31,30,0.9674712055920311,2,10,11,13,0.9766357316350112,4,5,11,12,0.9675105856690316,4,5,6,10,0.9624606958669556,5,10,13,21,0.941669177043011,8,10,14,19,0.7469716488969425,2,5,10,11,0.962320405848348,2,5,7,31,0.7148768010756614,5,6,10,14,-0.19512246007677825
65,65,65,65,65,15,31,2,9,0.1168428944482181,5,6,4,8,0.6741515595132226,5,11,13,15,0.7361446461647594,2,6,23,12,0.7196866497186643,5,9,13,26,0.8026196398030472,2,5,21,22,0.982027446593382,5,10,11,13,0.9775146695761824,6,9,10,12,0.8411622256919151,2,5,13,19,0.9715685751990044,19,11,5,13,0.9718135987075543,5,6,10,14,-0.1919298677353638
66,66,66,66,66,5,8,12,14,0.6487842212656456,4,6,12,15,0.6489985498009874,2,5,11,12,0.9753291296379838,11,12,13,19,0.8679416079394245,2,10,13,15,0.7437805041036463,2,7,12,14,0.7426160121000871,6,9,12,13,0.7758901740129632,5,11,12,13,0.9461682412941136,9,10,13,19,0.8205579254612938,4,5,6,10,0.9621953418779928,5,6,10,14,-0.20733578071807557
67,67,67,67,67,4,13,18,30,0.5343016852220026,5,9,10,11,0.8867146600496126,13,6,28,29,0.3502507417494162,3,6,11,20,0.0594187789512579,2,5,6,9,0.8824768028751601,4,10,13,22,0.979100092120206,2,5,6,17,0.7372706825459495,5,6,10,11,0.969913827501826,4,11,13,22,0.9770574913340538,6,10,19,13,0.9015601648881428,5,6,10,14,-0.20961037796386606
68,68,68,68,68,11,24,30,31,0.4235632515548538,12,15,26,28,0.0381811138103165,18,25,24,15,-2.326677107834514,2,10,15,25,0.6993053144675367,2,3,5,10,0.7831013021341324,2,5,6,10,0.9690707405024348,1,19,25,28,0.2125566335841319,6,9,10,13,0.8658872208462179,6,10,12,19,0.8719497420383878,13,14,20,21,0.7587707596113725,5,6,10,14,-0.2065651273798803
