,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r,top-a0,top-a1,top-a2,top-a3,top-r,none-a0,none-a1,none-a2,none-a3,none-r,baseline-a0,baseline-a1,baseline-a2,baseline-a3,baseline-r
171,171,171,171,171,171,1,7,10,17,0.9615339171056804,6,13,17,24,0.9860615327821208,8,9,10,12,0.4062870927425144,12,20,21,24,0.6543805834129365,5,7,23,33,0.7721816253400307,2,7,18,20,0.8862526340951723,1,13,18,24,0.9480494494544908,1,6,7,13,0.8746355311927376,2,22,39,41,0.6056030454300246,6,10,19,24,0.8205708975093471,2,7,1,22,0.977457988591432,112,117,120,122,0.9254485773067608,112,117,120,122,0.9254485773067607
172,172,172,172,172,172,19,32,45,50,0.2945748132798583,5,11,16,24,0.6285726776271114,2,5,12,16,0.8812818473348967,9,10,12,21,0.6822519220790353,7,16,17,20,0.7798798831802704,23,29,34,36,0.9610258378990348,2,5,13,18,0.960380468130334,1,5,7,12,0.9176644898972444,19,38,53,59,0.4631632658642899,1,34,43,50,0.83103595177816,2,7,1,22,0.97742757002117,112,117,120,122,0.9256591116567796,112,117,120,122,0.9256591116567797
173,173,173,173,173,173,5,22,23,24,0.9369744902193636,1,3,25,26,0.123822691898138,2,13,21,24,0.9029189173826012,9,15,23,25,0.7799072134332246,5,28,31,34,0.7248235767088574,1,7,18,25,0.7277326305555349,7,24,30,31,0.8757051897900935,7,17,19,22,0.9935959074020704,24,27,31,47,0.4157390259077468,1,13,21,22,0.8434394489303563,2,7,1,22,0.9772317128486896,112,117,120,122,0.9192184345936306,112,117,120,122,0.9192184345936306
174,174,174,174,174,174,12,26,27,28,-0.0253657168634933,1,12,36,37,0.7948422564585883,10,12,20,26,0.8841819179178029,1,2,5,6,0.88152852251279,12,15,17,20,0.4489535440728092,5,7,18,19,0.9428401286260932,1,7,14,22,0.9737727127125104,2,6,16,19,0.9938212420298664,1,2,7,14,0.9734295367609492,5,6,7,29,0.5546917347236658,2,7,1,22,0.9776762888841088,112,117,120,122,0.9269235408161512,112,117,120,122,0.9269235408161512
175,175,175,175,175,175,7,9,13,22,0.9476840841316192,12,18,20,22,0.6798680939527793,5,10,12,13,0.9817854184785172,5,6,20,21,0.4824516670716297,6,19,26,31,0.9513710524908092,13,15,28,31,0.5969501566086113,7,13,18,19,0.9914250547501235,1,5,6,18,0.9172617344283728,1,2,5,7,0.8785225729087915,6,19,24,29,0.8890134378379055,2,7,1,22,0.9776846310726616,112,117,120,122,0.927594276573344,112,117,120,122,0.9275942765733439
176,176,176,176,176,176,10,15,19,22,0.8873218312642284,2,5,6,12,0.94150651725669,1,10,15,17,0.8339674228441449,1,7,14,15,0.8944623614754378,2,5,6,20,0.8117401930564778,2,9,15,24,0.9172696030312328,5,13,23,26,0.8974331495294187,2,5,7,19,0.8851315203136874,13,15,25,31,0.6406881206887487,7,10,12,13,0.9812943413821078,2,7,1,22,0.9776441155585004,112,117,120,122,0.9272312027505528,112,117,120,122,0.9272312027505527
177,177,177,177,177,177,7,10,24,29,0.8464021043470791,12,17,34,37,0.5526181844798941,2,4,6,13,0.694230843600522,5,7,15,21,0.7758067540732282,5,6,13,17,0.9399004557454128,1,7,24,25,0.7613716455946833,5,6,10,13,0.8667970446302096,6,7,12,13,0.937880354407285,6,15,30,33,0.8809943637439891,1,2,13,16,0.9060618872627372,2,7,1,22,0.977855491313229,112,117,120,122,0.9258543468703144,112,117,120,122,0.9258543468703143
178,178,178,178,178,178,23,50,57,59,0.7841166705187911,5,13,16,22,0.96366436522356,2,5,10,16,0.980921957257259,1,13,24,29,0.9823718142884976,1,7,15,19,0.9869411443718654,1,5,6,7,0.6487537266861456,2,5,13,15,0.962581200023442,1,2,7,20,0.8750125898314347,2,7,20,22,0.9194560695548348,2,5,7,13,0.9101828413343566,2,7,1,22,0.9775579347737278,112,117,120,122,0.9253164685614584,112,117,120,122,0.9253164685614585
179,179,179,179,179,179,1,4,7,12,0.5391729723472121,3,7,11,22,-0.325408446465657,7,10,16,23,0.966935507370572,2,5,7,10,0.8625295035750844,6,9,10,17,0.8663396372510954,5,7,10,15,0.941476748837086,15,16,18,23,0.6557649860841022,2,6,7,17,0.9360056751357482,1,2,10,18,0.9090251202461178,1,2,5,10,0.9170366295384992,2,7,1,22,0.9776866406055256,112,117,120,122,0.9241954189895464,112,117,120,122,0.9241954189895463
180,180,180,180,180,180,2,3,5,14,0.620043643487966,28,34,46,47,0.4031083499470761,24,28,29,37,0.4695625571968431,6,7,13,17,0.9393613499457326,2,7,16,21,0.8496020981603604,5,10,13,23,0.895949125372331,2,14,16,24,0.816613498381321,5,6,7,12,0.7896884169656695,12,19,21,22,0.8534728611308592,1,2,6,12,0.9809332989991002,2,7,1,22,0.9772500568807742,112,117,120,122,0.917281576774826,112,117,120,122,0.9172815767748259
181,181,181,181,181,181,3,16,17,25,-0.1968076858769607,2,10,13,16,0.8961742555637345,12,14,26,27,0.5663970260272981,2,5,6,14,0.9419955785286702,9,12,17,22,0.8193451812454793,2,4,10,39,0.2191844680867511,2,3,9,10,0.4434062605225534,7,8,9,12,0.5782047914690216,5,18,27,29,0.6868169342170616,2,23,26,36,0.9419605047378248,2,7,1,22,0.9775114247774565,112,117,120,122,0.924195570879268,112,117,120,122,0.924195570879268
182,182,182,182,182,182,10,14,17,20,0.7508822869859015,6,20,21,32,-0.2276364451753141,2,9,12,13,0.8981500879794009,19,23,29,31,0.9625101193035436,5,7,12,13,0.9443528733731448,2,13,21,22,0.8608987465045489,1,2,7,14,0.9789437177042216,2,7,12,14,0.8925896902337781,2,9,12,15,0.8249789316510843,2,14,20,29,0.9077802137226418,2,7,1,22,0.9773551687000022,112,117,120,122,0.9162901861020248,112,117,120,122,0.9162901861020247
183,183,183,183,183,183,11,14,23,26,0.6475478909245359,1,4,6,9,0.5214535771207485,10,19,31,33,0.8127490283672796,18,21,35,37,-0.1569432057125857,7,20,24,26,0.8652083273624437,2,7,8,13,0.6959920245456711,7,12,14,22,0.8955123052655889,1,13,14,15,0.7986117058876981,1,2,6,7,0.8739845283655852,1,2,7,13,0.9766744894091404,2,7,1,22,0.977116382102275,112,117,120,122,0.9139664802766054,112,117,120,122,0.9139664802766054
184,184,184,184,184,184,1,3,9,16,0.5154729662886103,17,20,21,22,0.5899381626035965,10,13,18,29,0.9494627486695776,1,7,17,34,0.9653514735779288,1,2,5,13,0.9784845790808782,1,2,7,9,0.9068038063655957,6,7,10,22,0.8497683978858666,2,7,14,29,0.9810024015042512,1,2,15,17,0.7949228144843499,1,2,7,13,0.9764577008945824,2,7,1,22,0.9768961368643512,112,117,120,122,0.91113069512962,112,117,120,122,0.91113069512962
185,185,185,185,185,185,1,5,10,12,0.9618403223370268,2,9,21,29,0.8335692834390431,7,15,36,38,0.9678282306992104,2,7,12,13,0.9692511438232057,1,2,5,6,0.8809369352959748,1,7,24,27,0.7144154741705981,2,6,17,22,0.9661500150871648,18,33,38,40,0.8503326841438819,5,11,13,19,0.7002062732779272,1,7,12,13,0.9802013000307482,2,7,1,22,0.977533743051372,112,117,120,122,0.916840182689321,112,117,120,122,0.916840182689321
186,186,186,186,186,186,2,12,18,20,0.712150356448443,4,13,25,26,0.2710827337011139,5,6,9,12,0.9384470766304984,5,6,14,19,0.9459246264011358,1,7,36,42,0.8914906297202119,7,31,34,47,0.793177684077963,1,2,6,15,0.9826213289732708,1,5,6,15,0.92645768847616,1,2,5,7,0.8755434175975214,5,12,16,18,0.738235169545685,2,7,1,22,0.9763679984203544,112,117,120,122,0.9074608516257784,112,117,120,122,0.9074608516257783
187,187,187,187,187,187,3,9,18,27,-0.2685496028749785,9,14,16,18,0.659317760505324,7,17,20,31,0.8718694949250811,2,12,18,23,0.8584752750861835,2,6,10,17,0.9785927939701262,9,10,13,15,0.7903151070712704,7,13,18,19,0.9934002461141392,1,6,7,20,0.7283255629474292,2,5,7,13,0.9092511680911958,5,7,12,24,0.936660238159638,2,7,1,22,0.9770097002427708,112,117,120,122,0.9157586875605582,112,117,120,122,0.9157586875605582
188,188,188,188,188,188,5,7,14,17,0.9022183209675207,7,19,22,26,0.9268942552828991,10,16,17,24,0.8564442473750871,1,7,13,16,0.9785608082112952,5,7,18,32,0.5281293412875792,2,12,26,37,0.8485339608788748,9,12,13,14,0.8282757780479157,2,5,7,13,0.9092054076072904,2,7,12,34,0.9525938077966792,1,7,12,13,0.9805832938221358,2,7,1,22,0.97701524332785,112,117,120,122,0.916100367533922,112,117,120,122,0.9161003675339221
189,189,189,189,189,189,10,19,41,44,0.6754815452875929,10,14,19,22,0.8818575885093353,2,7,13,15,0.967405018450735,1,7,12,14,0.9146928347849362,5,9,13,15,0.9800707067089148,5,13,15,26,0.9808015083735996,1,5,9,12,0.9625732824438196,1,7,13,14,0.9792279487236072,1,7,12,18,0.9078413966088692,12,19,22,39,0.8375475062671338,2,7,1,22,0.9770827733880324,112,117,120,122,0.915742017721481,112,117,120,122,0.915742017721481
190,190,190,190,190,190,10,14,23,26,0.9585238847611456,2,3,6,9,0.6252269691133063,5,6,16,20,0.8337865860179469,12,13,18,22,0.7441689117300097,7,14,23,38,0.92904339317619,1,2,5,12,0.9820188574990356,1,9,13,15,0.911437793304975,1,5,6,7,0.6462510861096425,1,6,10,12,0.960568877022634,6,7,30,31,0.7549111021712336,2,7,1,22,0.9769404944596368,112,117,120,122,0.91612556567646,112,117,120,122,0.9161255656764601
191,191,191,191,191,191,5,11,23,26,0.5689063033185118,8,25,30,41,-1.0180792772439284,6,15,18,19,0.938741299978432,10,19,23,24,0.7972961403855143,2,4,12,24,0.6654362753540578,1,6,12,13,0.9813399010166208,2,5,22,29,0.9600369719059118,1,2,5,6,0.8793116144003639,1,5,6,14,0.9233554988459448,2,6,9,13,0.9395813713230527,2,7,1,22,0.9769356765550816,112,117,120,122,0.9164333751329105,112,117,120,122,0.9164333751329105
192,192,192,192,192,192,11,17,21,27,-0.9785897874867951,10,12,16,26,0.9124033950763972,13,19,46,49,0.941984991831673,1,12,21,24,0.8467812185029068,6,20,22,24,0.9323121599862888,13,16,17,18,0.5159892624133234,1,13,24,29,0.9776487258353764,1,6,14,17,0.9063201266313384,1,12,14,18,0.6069735068485551,2,5,7,9,0.8552272108101363,2,7,1,22,0.9770578525994916,112,117,120,122,0.9141858662221096,112,117,120,122,0.9141858662221095
193,193,193,193,193,193,17,18,22,28,0.4670016196932698,22,25,29,31,0.8000625415152627,3,5,6,10,0.4666294868570793,3,6,14,19,0.6656867966301914,1,5,9,18,0.95963378578197,1,5,8,17,0.5469383416245955,2,7,9,15,0.9778155588092986,2,5,6,17,0.9478239169758658,1,7,22,23,0.9328163912439924,2,6,7,12,0.9450484279651924,2,7,1,22,0.97593054771251,112,117,120,122,0.906993414647308,112,117,120,122,0.9069934146473079
194,194,194,194,194,194,16,21,26,29,0.8761060285583513,3,7,19,25,0.1932011378907185,28,29,34,40,0.3723041557781767,1,14,21,24,0.8444916111298439,1,7,9,17,0.9605017823598676,1,2,7,9,0.908116256110938,6,23,31,33,0.9470782500574092,7,19,26,30,0.8106924230041921,2,7,17,18,0.8766640150194426,13,14,23,25,0.790706446970983,2,7,1,22,0.9768210229146558,112,117,120,122,0.9137552082280964,112,117,120,122,0.9137552082280963
195,195,195,195,195,195,7,22,29,32,0.6826653322692934,1,14,24,32,0.6476692371402029,5,27,30,56,0.3709017724995214,7,12,17,33,0.9476500564091032,6,7,10,19,0.741535635220832,1,9,13,14,0.9099836664372034,1,7,29,33,0.8889476170490174,2,7,16,17,0.892805898963179,5,6,7,9,0.6358413818227548,7,26,28,29,0.6463790049336284,2,7,1,22,0.9758236728517315,112,117,120,122,0.9046556525507508,112,117,120,122,0.9046556525507509
196,196,196,196,196,196,1,6,12,19,0.9898484183074606,7,22,29,32,0.6777804760436821,5,12,13,16,0.8954923937889916,2,7,10,12,0.9782187171587908,9,12,13,18,0.8230437346892825,1,7,17,50,0.9550354520809344,6,7,17,23,0.8816157559496218,1,12,13,17,0.8029791133331367,2,6,7,9,0.8514940695534932,1,5,7,16,0.922603618986818,2,7,1,22,0.9769555321735268,112,117,120,122,0.9121179692275349,112,117,120,122,0.9121179692275347
197,197,197,197,197,197,6,7,10,15,0.9333126056523828,1,12,14,22,0.8186059213823411,12,21,23,26,0.8858761740694624,1,2,5,7,0.8747591441894194,2,12,23,26,0.9891870577439608,2,6,7,13,0.9053504494943524,1,2,6,7,0.8718425376152402,1,2,6,18,0.9825256408260208,1,2,16,22,0.919523317626612,1,6,7,13,0.8718423974207407,2,7,1,22,0.9758490443012462,112,117,120,122,0.9036437227096988,112,117,120,122,0.9036437227096988
198,198,198,198,198,198,6,14,15,22,0.8983185501363169,6,9,10,26,0.6765249084764566,17,19,22,24,0.9448120524596824,5,7,9,13,0.8469089239656528,10,14,18,24,0.8579598011373752,1,15,25,67,0.1584083996995781,1,7,9,13,0.9008565985559596,18,19,21,22,0.8550650656900528,1,5,10,13,0.900925817670184,1,2,7,12,0.9853635661119248,2,7,1,22,0.9759373310200926,112,117,120,122,0.9036859969554824,112,117,120,122,0.9036859969554825
199,199,199,199,199,199,6,12,16,21,0.7626572527086314,2,15,29,48,0.6199855782563674,7,9,12,16,0.9537635727569778,9,13,29,34,0.9306540044187052,1,5,6,9,0.7962831276049805,10,13,18,23,0.9502523159296268,1,2,6,7,0.8740218182674901,1,5,7,14,0.9223583417343776,2,5,13,14,0.969865697025332,2,17,19,29,0.9779945831074168,2,7,1,22,0.977158472441693,112,117,120,122,0.9135513940845772,112,117,120,122,0.9135513940845772
200,200,200,200,200,200,9,11,16,19,0.5488090209664833,1,9,14,16,0.8511032955694251,6,9,20,29,0.791979047864928,17,19,26,34,0.9719736950621218,1,7,9,13,0.9023714387701096,5,18,19,20,0.9292005306134156,2,6,7,9,0.8461551262561033,1,6,14,19,0.9892243658745722,2,6,7,10,0.8450927766730063,1,6,7,17,0.921368121157064,2,7,1,22,0.976202464476836,112,117,120,122,0.90551006015492,112,117,120,122,0.90551006015492
201,201,201,201,201,201,15,23,39,50,0.8257812501997702,1,7,31,35,0.8004762281291947,1,2,5,7,0.8767503730928503,1,2,9,19,0.8394219082191257,1,2,12,14,0.8078795058838288,1,5,7,12,0.9227952615051558,7,12,18,19,0.9463129799383329,7,10,12,17,0.9499889208130888,1,2,6,12,0.98249407348094,2,5,13,14,0.9698871747789348,2,7,1,22,0.9770905609368122,112,117,120,122,0.9136364193507966,112,117,120,122,0.9136364193507966
202,202,202,202,202,202,1,5,6,10,0.7957229744564241,12,13,18,20,0.7006587838600998,1,10,15,22,0.909827892354009,1,2,7,18,0.9767262560223609,17,24,31,44,0.7954735235450465,1,2,15,17,0.7908452340906909,1,2,9,18,0.9101721954956258,2,7,12,13,0.97029869054206,5,6,13,17,0.9447845921432346,7,13,23,24,0.9325143018966406,2,7,1,22,0.9771472479510852,112,117,120,122,0.9151185111562024,112,117,120,122,0.9151185111562025
203,203,203,203,203,203,2,6,11,12,0.597755212241407,5,34,57,77,0.8767135153644693,1,6,11,14,0.525104000257803,1,6,7,19,0.8260709377993234,1,5,6,18,0.922767867358082,2,18,19,23,0.9776809322870318,13,17,41,58,0.8529284406813339,2,10,22,24,0.8914845684418192,2,6,12,17,0.888383416831543,7,15,19,22,0.9946266125462886,2,7,1,22,0.9771822641938772,112,117,120,122,0.915250048318748,112,117,120,122,0.915250048318748
204,204,204,204,204,204,1,8,10,29,0.5545761141240008,6,15,20,26,0.8933113015437103,6,17,23,40,0.8166726380256857,7,22,25,45,0.3735209568066955,2,5,12,18,0.8874573083525809,1,6,9,13,0.9105601150441336,1,7,20,22,0.880101648385122,5,16,17,18,0.7065880972770403,2,3,12,16,0.3814351908098452,1,12,13,16,0.80531754247687,2,7,1,22,0.9772411695396788,112,117,120,122,0.9142210844837608,112,117,120,122,0.9142210844837607
205,205,205,205,205,205,10,17,19,22,0.8814159146086504,9,23,42,52,0.8932901375261397,2,5,12,21,0.8574407549701575,1,7,10,12,0.9604170469147294,5,6,22,29,0.8230559377656612,1,6,14,22,0.980336735908972,9,16,19,36,0.7962387377438623,1,7,14,17,0.9037506021592882,6,7,13,18,0.9396675446627046,2,5,7,12,0.9444351100723446,2,7,1,22,0.9773726936016588,112,117,120,122,0.9158879831179574,112,117,120,122,0.9158879831179574
206,206,206,206,206,206,5,12,16,17,0.7273940091449803,9,10,16,18,0.7621498787711943,2,5,12,36,0.9917607347539537,2,6,15,17,0.8801226382502303,14,20,22,24,0.9036799870222548,1,2,7,10,0.9085023162730048,23,34,42,55,0.8069609651952296,2,7,9,14,0.9802146484591978,2,7,13,20,0.9227682457857174,2,5,6,7,0.7137584528784557,2,7,1,22,0.9771350872784924,112,117,120,122,0.9158239905950436,112,117,120,122,0.9158239905950437
207,207,207,207,207,207,6,14,15,16,0.7265527664856903,11,16,23,24,0.6807916982401532,6,13,19,20,0.9178690450158048,16,26,34,38,0.975378025047021,2,6,26,30,0.8423404047450797,1,16,31,33,0.9367588819543966,1,2,6,7,0.8738673280103892,1,2,5,13,0.9787380224425823,1,5,19,22,0.9569847911310008,1,2,14,19,0.949922008288067,2,7,1,22,0.977124075619936,112,117,120,122,0.914540308074382,112,117,120,122,0.9145403080743821
208,208,208,208,208,208,6,16,25,37,0.3605104661413428,1,2,10,23,0.8977466645479398,7,10,19,28,0.6254718136053932,13,14,16,20,0.7135934005637566,6,7,14,22,0.9446512359101944,2,5,6,7,0.7120362159970559,1,7,9,12,0.9590771760223598,2,5,6,12,0.949550319596639,1,6,7,13,0.8722060549296146,1,6,7,8,0.4407765868028569,2,7,1,22,0.9762259793995636,112,117,120,122,0.9073269792879276,112,117,120,122,0.9073269792879275
209,209,209,209,209,209,9,10,13,17,0.7847025179679883,10,16,22,27,0.6657117295208201,1,10,15,24,0.9133018961862372,1,2,5,6,0.8780689212088504,8,9,14,15,0.4013565475496194,2,17,24,33,0.9492580572972356,5,7,10,17,0.936756456451017,1,2,26,30,0.8597749952581542,2,7,9,14,0.9784275721667444,1,7,9,13,0.9038313681029598,2,7,1,22,0.9762319080893062,112,117,120,122,0.9082496427828762,112,117,120,122,0.9082496427828762
210,210,210,210,210,210,1,13,15,17,0.801543396011346,2,6,12,13,0.9749638467483368,1,15,22,26,0.9769775657435308,1,2,24,29,0.9736411566361304,1,2,5,10,0.9021477393386051,1,9,30,40,0.3626061771908124,2,6,10,13,0.9305732018212324,1,2,6,7,0.8718919039083901,1,2,6,12,0.9855501067697416,5,6,12,13,0.9500921450110608,2,7,1,22,0.9760153660867738,112,117,120,122,0.9056358704400064,112,117,120,122,0.9056358704400065
211,211,211,211,211,211,5,12,13,22,0.9719516352224362,6,9,14,15,0.9496394194261116,6,10,16,19,0.9374389105991175,1,13,15,22,0.9140054161998972,2,7,12,16,0.8939020180192337,23,30,31,58,0.8933773262122809,2,5,9,14,0.980214399135095,7,12,16,28,0.5680773096937383,2,6,7,24,0.8765537533732108,1,5,12,21,0.8186718216225073,2,7,1,22,0.9767637515269094,112,117,120,122,0.9145887349362734,112,117,120,122,0.9145887349362734
212,212,212,212,212,212,6,7,22,31,0.9131187803307732,9,16,17,28,0.5252885167279568,2,5,6,23,0.8200414908611375,2,5,13,15,0.9718583261489616,2,5,9,14,0.9786358683329484,24,33,39,50,0.8595462719806146,1,2,9,10,0.7053156433204362,2,5,13,23,0.957985567419562,2,5,13,14,0.9728860876858688,1,6,19,22,0.952155344596395,2,7,1,22,0.9761710000146252,112,117,120,122,0.907627560738412,112,117,120,122,0.9076275607384121
213,213,213,213,213,213,12,13,15,19,0.8336899781621935,6,27,32,36,-0.0897529760580724,2,10,24,31,0.8959495662752363,2,6,8,13,0.6972253269178292,2,6,12,15,0.8910815920983323,5,31,35,39,0.4451825340260664,2,3,5,7,0.556844892032984,2,5,7,13,0.909352072574524,2,6,12,19,0.9963346596864564,1,2,7,22,0.9771036462892498,2,7,1,22,0.9771036462892498,112,117,120,122,0.9158586413107104,112,117,120,122,0.9158586413107105
214,214,214,214,214,214,7,9,12,26,0.9639765754221492,2,8,13,15,0.5599335634039028,16,24,26,32,0.7187175404765529,3,7,13,24,0.7263078666509795,7,24,31,33,0.9643984703355764,7,12,29,38,0.92925249613546,10,16,22,24,0.912100678208807,1,2,7,18,0.9764984710199064,1,2,7,9,0.910413785100585,2,5,6,7,0.7147695029328851,2,7,1,22,0.9773661212956056,112,117,120,122,0.9155108818123624,112,117,120,122,0.9155108818123623
215,215,215,215,215,215,5,13,21,22,0.8841402694414728,14,15,21,22,0.6582012676700553,5,15,17,19,0.9445604440210762,7,12,13,26,0.9825597094080868,6,10,13,26,0.8865444545250628,5,6,21,22,0.7752544793977661,1,2,9,15,0.90997492582906,5,6,7,9,0.6401455302863686,5,7,13,14,0.94666055863761,7,9,19,22,0.8594518192380098,2,7,1,22,0.9765569163813196,112,117,120,122,0.908044712334476,112,117,120,122,0.9080447123344759
216,216,216,216,216,216,4,16,21,22,0.1816017498949367,5,22,30,36,0.865161637780514,3,14,24,28,-0.111439217334053,2,9,10,16,0.7908583843606352,2,5,7,16,0.9432253809111564,2,15,17,24,0.8101426885926958,1,2,9,12,0.9129949725233424,2,7,13,14,0.9682533930582844,7,19,20,48,0.3374558281512698,1,7,17,18,0.8955123065288144,2,7,1,22,0.9772270014063658,112,117,120,122,0.9159169894738703,112,117,120,122,0.9159169894738703
217,217,217,217,217,217,1,7,21,31,0.8086146571372911,1,2,6,9,0.9100772047540234,6,26,32,34,0.6713674060307151,2,16,33,42,0.8663025458913227,2,5,6,10,0.8567218991194631,7,15,40,44,0.3868634318512135,5,28,29,30,0.3333251625696247,5,9,18,22,0.9795988958423242,13,17,19,34,0.9026809370771456,1,5,14,15,0.9095077023735378,2,7,1,22,0.9770576112276148,112,117,120,122,0.9143573555559734,112,117,120,122,0.9143573555559734
218,218,218,218,218,218,7,16,22,23,0.980577091924625,13,14,16,23,0.8610850079302877,10,14,33,40,0.7953735884460185,11,13,24,29,0.7714366664689963,12,17,18,19,0.6503462412049359,7,13,15,29,0.979716354145696,2,13,15,24,0.919586772072532,2,6,18,22,0.9675854282918394,2,5,17,23,0.981118282137594,1,14,17,20,0.7097719634246096,2,7,1,22,0.9769899489927404,112,117,120,122,0.9132547040803736,112,117,120,122,0.9132547040803737
219,219,219,219,219,219,2,5,7,12,0.945185556705554,2,7,13,17,0.9670273263648256,2,5,10,13,0.9371929388319852,6,11,12,15,0.4167669537558419,15,31,43,46,0.8050621425090866,1,2,6,23,0.9372543300517484,4,6,12,15,0.4585372148079281,2,5,15,18,0.8803448060759671,1,2,9,14,0.9116856613437256,1,6,29,36,0.8738795239754189,2,7,1,22,0.9770444873804603,112,117,120,122,0.9139038879573836,112,117,120,122,0.9139038879573836
220,220,220,220,220,220,4,5,17,18,0.431368192969168,2,9,17,27,0.6610315351319695,2,10,12,15,0.8249720021163653,2,10,13,17,0.8938941855433095,1,13,15,16,0.797330291387196,2,7,13,15,0.9682845218917364,5,6,9,17,0.9419139184716934,1,5,12,22,0.98337485697517,6,9,12,15,0.9529185355770596,1,2,5,6,0.8798899344229092,2,7,1,22,0.9770974030013128,112,117,120,122,0.9135724873030544,112,117,120,122,0.9135724873030543
221,221,221,221,221,221,1,2,4,9,0.5845225413637438,5,13,17,26,0.9830281439062204,7,11,15,21,0.1612405426158033,13,14,16,30,0.6636134461887041,2,3,6,7,0.5625113355505709,7,10,21,22,0.8179260903853838,2,6,7,9,0.8457602965196886,6,13,20,23,0.8877600171488232,5,22,23,29,0.8887810054437189,1,2,13,26,0.9822922924670384,2,7,1,22,0.9761156791585712,112,117,120,122,0.905195728920589,112,117,120,122,0.905195728920589
222,222,222,222,222,222,5,13,17,19,0.9950453872947488,2,6,12,20,0.9125608564359344,7,12,13,21,0.8637107814634783,2,6,7,10,0.8454976552719056,1,5,12,18,0.917793683190013,6,7,19,27,0.6132729825605153,2,7,8,12,0.6233252479928276,2,18,20,22,0.8479979341791919,17,18,19,22,0.8236303886584653,2,6,7,10,0.8454976552719056,2,7,1,22,0.9762745436026876,112,117,120,122,0.9059464883608624,112,117,120,122,0.9059464883608624
223,223,223,223,223,223,10,19,23,37,0.7423474056281325,1,6,24,27,0.7222489162971288,2,20,22,37,0.6612878516963563,6,16,19,22,0.9959405771882622,2,5,6,12,0.9496878442347216,6,12,13,18,0.8961058656624061,2,6,7,15,0.9441348667055086,7,12,13,20,0.9104234277242608,1,7,12,14,0.9234020993694514,5,7,13,22,0.9081776238299888,2,7,1,22,0.9760988708342444,112,117,120,122,0.9065579996469484,112,117,120,122,0.9065579996469485
224,224,224,224,224,224,15,25,29,33,0.8339444235619196,1,5,9,13,0.9107875619249064,1,2,18,22,0.911201609911073,5,6,10,18,0.9410143048916498,9,10,17,21,0.6775099378551893,1,2,22,23,0.9848733370317134,12,16,23,26,0.9291766625628372,5,6,7,17,0.790322045693576,2,7,12,14,0.895135820336094,1,2,6,13,0.9777830951369444,2,7,1,22,0.9770210304953848,112,117,120,122,0.9141355771955924,112,117,120,122,0.9141355771955924
225,225,225,225,225,225,1,5,9,16,0.9599942896436194,10,14,15,17,0.6694031971457057,2,3,7,9,0.6282861793955429,2,10,15,22,0.8937141344385813,9,12,23,29,0.9536502908406852,2,15,23,24,0.9786877450963944,1,7,20,23,0.8184573612631377,2,7,9,14,0.9776412795720016,1,2,5,16,0.9848757616621072,1,7,15,17,0.9128061373864202,2,7,1,22,0.976215936744428,112,117,120,122,0.9039535020219854,112,117,120,122,0.9039535020219854
226,226,226,226,226,226,17,21,25,46,0.4425749609332534,9,17,18,19,0.8312155959141431,5,6,23,34,0.8391717647627974,2,10,12,21,0.8086819526495038,5,17,23,26,0.9448961272324432,1,2,7,15,0.9828310040537168,6,7,12,13,0.9460690665067352,20,25,27,29,-0.1267469380816792,2,7,14,15,0.8967268241952168,1,2,7,12,0.9850316724323056,2,7,1,22,0.9761675748677432,112,117,120,122,0.904674181279451,112,117,120,122,0.904674181279451
227,227,227,227,227,227,2,3,9,19,0.6115597167543909,3,29,45,59,-0.3976418120155067,12,19,23,30,0.8990122418578633,7,9,10,19,0.6071773787899226,6,7,10,15,0.9341296371485216,1,2,6,7,0.872683254954068,18,19,24,29,0.974856453426275,1,7,18,22,0.9819169264607384,2,6,7,17,0.944893307071503,5,7,16,20,0.8412933339893717,2,7,1,22,0.976239674891876,112,117,120,122,0.903775857247716,112,117,120,122,0.9037758572477161
228,228,228,228,228,228,1,9,19,26,0.8154656739902248,10,16,17,23,0.9053337244986972,5,10,14,20,0.8907631792101488,7,21,71,82,-0.3966108929561969,22,35,39,40,-0.1487892324051587,1,5,17,20,0.8689270104187484,2,19,22,23,0.9683613638438175,1,2,6,7,0.8728436029032824,2,6,13,21,0.8795347725008713,2,5,9,12,0.9802611045762376,2,7,1,22,0.9767782710443302,112,117,120,122,0.9134132952142984,112,117,120,122,0.9134132952142985
