,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r,top-a0,top-a1,top-a2,top-a3,top-r,none-a0,none-a1,none-a2,none-a3,none-r,baseline-a0,baseline-a1,baseline-a2,baseline-a3,baseline-r
55,55,55,55,55,55,15,17,22,33,0.8037344258906778,2,4,7,10,0.6264219755092818,1,9,11,12,0.4846474852660272,1,9,21,31,0.7678250513113141,6,7,16,18,0.8825148281002686,7,13,15,16,0.8678867511674334,1,5,7,12,0.9172508751730998,2,7,10,13,0.9483111129215722,6,14,19,24,0.9928131087591312,2,5,15,21,0.8424876744259051,2,7,1,22,0.9783028860118528,112,117,120,122,0.927595753176395,112,117,120,122,0.927595753176395
56,56,56,56,56,56,4,5,9,18,0.5884706624295664,2,3,6,21,0.2691709816931223,4,9,23,24,0.6676635929366382,9,27,32,40,-0.8500245114710658,2,6,9,17,0.9827119372197984,8,9,15,23,0.5979737817952352,1,2,6,7,0.8762282660092936,1,2,5,6,0.8823203937961392,6,9,18,22,0.9825565743435544,1,5,6,17,0.9177126397995156,2,7,1,22,0.978244353945945,112,117,120,122,0.9272943113352012,112,117,120,122,0.9272943113352011
57,57,57,57,57,57,1,6,8,19,0.6020266039980197,7,14,26,30,0.8363358598000706,6,7,10,12,0.9407945987381412,4,7,13,24,0.7203842567945882,2,29,39,41,0.6297520361664917,9,10,17,24,0.7902130426777374,2,18,24,31,0.8869668225308354,2,9,12,22,0.9008335287625886,2,5,7,17,0.9350559638809272,15,18,19,24,0.8613720507729251,2,7,1,22,0.9780911083554712,112,117,120,122,0.928010609417778,112,117,120,122,0.928010609417778
58,58,58,58,58,58,10,15,17,27,0.4938221103171006,1,7,17,19,0.986318640704116,6,15,26,28,0.6843880121088448,2,5,8,14,0.5863101528858138,1,5,7,9,0.8079242612843585,5,7,22,26,0.8222918646570618,1,7,19,26,0.897103458887687,7,23,24,29,0.8489162752031902,7,14,18,26,0.9104701949774362,1,5,7,12,0.9165871821311604,2,7,1,22,0.978072658333074,112,117,120,122,0.9283355442530756,112,117,120,122,0.9283355442530756
59,59,59,59,59,59,7,16,21,26,0.835618700378403,5,31,51,56,0.9696564896109324,10,14,20,21,0.5711822302516757,2,3,12,15,0.3465005673043527,13,14,17,33,0.806719001507481,1,2,8,10,0.5680856440623,13,18,20,24,0.8894585195656338,1,2,7,9,0.9222633914889832,7,19,22,29,0.935158386931121,2,7,15,18,0.861489266084823,2,7,1,22,0.9780711496655642,112,117,120,122,0.928088025648656,112,117,120,122,0.928088025648656
60,60,60,60,60,60,8,19,45,53,-0.379576534189014,12,13,14,26,0.8497190522504187,5,6,8,12,0.4977185940254334,5,7,14,16,0.8898559837173534,31,34,36,43,0.8603626492448586,1,12,14,15,0.5861442038385725,1,2,6,9,0.9241197722736448,5,6,13,24,0.8874188328626024,1,5,6,7,0.6500726452467586,1,2,7,13,0.977636267693397,2,7,1,22,0.9780942774045822,112,117,120,122,0.928953834340337,112,117,120,122,0.928953834340337
61,61,61,61,61,61,13,14,18,29,0.843601756786779,5,13,15,34,0.94456113424642,1,2,5,7,0.8790766484669867,1,13,18,23,0.9687344029311188,16,23,29,31,0.9757924921869044,12,13,21,24,0.858599276923653,1,22,24,30,0.8813338995486177,2,5,22,23,0.9618850257687674,1,6,13,15,0.9758571473814108,2,7,10,17,0.9806827488376958,2,7,1,22,0.9783213974028218,112,117,120,122,0.92167896349202,112,117,120,122,0.9216789634920199
62,62,62,62,62,62,4,6,9,26,0.568724213800661,7,10,13,16,0.9820807246042316,1,2,10,13,0.9123106907304452,7,12,18,19,0.9348944838636692,1,5,6,13,0.8824666556799148,6,33,34,39,0.85538421962213,16,26,31,33,0.9675968602221746,10,25,31,33,0.7423608484368455,6,12,22,24,0.987323517160566,7,12,13,15,0.8746114089691454,2,7,1,22,0.9782820270426194,112,117,120,122,0.9278051103825128,112,117,120,122,0.9278051103825129
63,63,63,63,63,63,19,20,28,31,0.50490402414834,5,6,9,10,0.6950703883185336,5,6,7,16,0.7841566536360435,5,13,15,18,0.861038928123826,6,7,10,12,0.9410759211871984,1,10,13,16,0.9132311322133874,1,7,12,17,0.8939862298463436,7,9,12,14,0.9495294458327004,1,2,6,12,0.9751303521969604,1,2,5,22,0.9803301470749456,2,7,1,22,0.9781840473957104,112,117,120,122,0.9282163605669136,112,117,120,122,0.9282163605669136
64,64,64,64,64,64,10,15,35,41,0.6376431363555058,8,15,20,21,-0.3521964811830531,15,21,22,29,0.8547235702772318,2,9,12,22,0.9004467879456299,26,27,46,62,0.7838290486107155,12,13,18,20,0.6886569265214607,5,22,25,31,0.7788879496550369,1,5,15,19,0.9894872536613188,5,21,24,29,0.8365134712954608,1,17,24,33,0.9702721023408076,2,7,1,22,0.9781698069952064,112,117,120,122,0.9224027846525884,112,117,120,122,0.9224027846525885
65,65,65,65,65,65,2,9,21,29,0.8403866472539027,7,13,14,18,0.8722072690919394,3,5,19,38,0.6317495194845764,5,6,8,13,0.5578111879070464,2,8,11,12,-0.4908809177712165,7,13,23,25,0.7770916136508614,2,5,22,23,0.9618343130752725,5,7,15,18,0.8912358535473606,1,20,22,31,0.876969296851624,2,7,13,19,0.9752116816930346,2,7,1,22,0.978296130031856,112,117,120,122,0.9212237431564834,112,117,120,122,0.9212237431564834
66,66,66,66,66,66,7,8,13,16,0.5798678048818668,2,5,24,29,0.9410046956910274,1,2,7,12,0.9744232043894174,2,7,13,15,0.9587933316506186,1,5,9,12,0.968187714705912,2,5,6,12,0.9402697108379008,1,5,7,13,0.8795715627354754,1,10,15,22,0.9129819489978472,5,7,15,19,0.9432313280680305,2,19,29,33,0.9489849234968056,2,7,1,22,0.9783527423759794,112,117,120,122,0.92773076146161,112,117,120,122,0.92773076146161
67,67,67,67,67,67,2,5,14,23,0.976012084330086,2,12,19,30,0.8475540308747214,18,23,25,32,0.1241258526002165,7,16,23,38,0.926521301591091,2,7,14,29,0.9737740528945816,5,14,17,18,0.6795098638813245,2,7,12,19,0.9939529549695352,3,6,7,15,0.4945726312988188,6,7,9,14,0.9427673417866288,6,7,17,18,0.8765209596380744,2,7,1,22,0.978345760311864,112,117,120,122,0.9286542131610548,112,117,120,122,0.9286542131610547
68,68,68,68,68,68,7,15,20,30,0.5887798308044137,2,7,9,10,0.7892936306709268,6,7,9,13,0.8665843355826918,14,18,46,52,0.8977127113246743,6,13,17,18,0.8566751812247374,10,13,15,20,0.8455825549754973,1,6,7,13,0.8767952218619692,18,22,24,27,0.7202656923565756,6,15,23,24,0.9762016371553526,7,13,19,24,0.9548093515479222,2,7,1,22,0.9784372589184592,112,117,120,122,0.9275103791508168,112,117,120,122,0.9275103791508167
69,69,69,69,69,69,1,12,13,14,0.7878587290273464,1,14,19,22,0.9473790666924262,5,22,25,31,0.7753041126093299,2,19,21,22,0.8904530754886645,1,10,17,24,0.9224703988773728,1,7,12,14,0.8993097619198208,5,16,26,37,0.8255264284151997,2,9,13,19,0.8701161622447644,5,7,9,13,0.8700791843060212,6,17,20,24,0.9221519500116956,2,7,1,22,0.9786588803634496,112,117,120,122,0.9279549735670456,112,117,120,122,0.9279549735670457
70,70,70,70,70,70,4,5,13,21,0.2715198214355986,2,7,10,45,0.8050206827641928,5,6,7,12,0.7843663741415507,9,19,28,40,0.2875068893663527,5,19,21,24,0.8736577490367282,2,7,16,18,0.8610613292705743,5,6,7,10,0.6592946682407879,2,6,7,13,0.9077558173068752,1,2,5,6,0.8823019135517179,7,22,23,34,0.9633815734157756,2,7,1,22,0.9781184441536228,112,117,120,122,0.9291371326982616,112,117,120,122,0.9291371326982616
71,71,71,71,71,71,2,16,21,32,0.1718348662125705,20,48,63,77,-1.1289982995543355,1,3,15,19,0.5782302176661578,1,13,16,20,0.830252785072347,1,12,24,29,0.9898423207906006,1,2,9,22,0.9148277714242818,2,7,12,15,0.8733676867757014,1,2,7,12,0.9736205504573948,2,6,7,10,0.8658247074061775,6,7,12,15,0.891269798016278,2,7,1,22,0.9780982733674656,112,117,120,122,0.929301993646655,112,117,120,122,0.929301993646655
72,72,72,72,72,72,9,14,19,38,0.9220319043491036,6,19,25,29,0.7611729697367478,12,16,18,19,0.6345185064972343,7,11,12,18,0.3691009255813612,6,14,15,19,0.9348126735799328,6,9,13,14,0.9834333270482308,5,7,12,15,0.8946192164450557,6,10,13,14,0.9823179476139312,2,7,9,15,0.9826223125607444,1,2,12,15,0.7862683132455486,2,7,1,22,0.978168754323619,112,117,120,122,0.9281504846603146,112,117,120,122,0.9281504846603146
73,73,73,73,73,73,10,23,27,29,0.6923349066985452,6,15,21,26,0.8364051540364686,7,14,17,18,0.683245928949665,2,7,9,15,0.9825504992127077,1,10,17,24,0.9224289784120012,7,9,10,22,0.7878503824717571,6,9,18,29,0.9707016785389276,1,6,14,15,0.8931516851057796,1,2,7,10,0.9198668200209678,1,2,5,12,0.975784225797545,2,7,1,22,0.9779002443846124,112,117,120,122,0.9283217169313582,112,117,120,122,0.9283217169313582
74,74,74,74,74,74,1,25,38,54,0.5767436895901837,2,7,10,16,0.9808178958665325,5,6,12,14,0.905782557211708,2,6,7,11,0.5373646978520028,6,7,10,12,0.9389211184104748,1,16,19,21,0.8254475174539692,5,7,10,22,0.861860649357886,2,12,13,21,0.7901053801114802,1,2,12,15,0.7948339132106874,1,5,17,19,0.988626572319495,2,7,1,22,0.977924509364516,112,117,120,122,0.9218938698899594,112,117,120,122,0.9218938698899594
75,75,75,75,75,75,2,14,27,45,0.2415616822006254,2,12,13,15,0.7312046700284431,6,13,38,41,0.8171877748618918,1,10,20,37,0.4975679703909337,6,13,14,25,0.7696285983621545,2,6,12,14,0.878456876990825,2,6,9,13,0.9494616825132765,2,7,28,29,0.7277838005747864,1,7,12,15,0.8982142960668785,1,2,5,13,0.979833864337735,2,7,1,22,0.9781509584262652,112,117,120,122,0.9275552743795996,112,117,120,122,0.9275552743795996
76,76,76,76,76,76,13,15,20,21,0.5791024370084404,1,12,19,22,0.9513682480018022,6,12,19,24,0.9923237758633476,7,13,15,18,0.8708730689393911,2,12,23,26,0.9858302677642377,2,5,7,10,0.8609271024424173,1,2,7,9,0.916020587189178,1,6,7,9,0.7979833763662321,1,2,6,7,0.8747330090832101,2,7,12,13,0.9665492079724908,2,7,1,22,0.9777331296142424,112,117,120,122,0.9214705550318976,112,117,120,122,0.9214705550318976
77,77,77,77,77,77,4,7,12,15,0.4392784398662167,12,13,24,25,0.7893139331137822,6,7,10,14,0.9393823795057328,10,17,24,26,0.9479492416209824,1,2,5,14,0.9777884154903108,1,2,6,9,0.9174914661023448,1,2,14,15,0.789340812844592,7,20,29,31,0.8808362263511111,1,5,13,16,0.9772297407898995,2,9,12,13,0.8995686012673678,2,7,1,22,0.9779192970159218,112,117,120,122,0.9214314208786912,112,117,120,122,0.9214314208786911
78,78,78,78,78,78,3,5,6,10,0.4697631698523945,10,20,25,27,-0.2417570410597809,5,9,12,20,0.8948060821617496,12,14,37,44,0.2392092698436494,2,7,8,10,0.6178636384775619,2,7,15,20,0.8947571918426132,2,7,13,17,0.9624307290700362,1,2,23,40,0.8287654395077994,2,5,12,13,0.9672970856485494,6,7,13,14,0.9384271846065368,2,7,1,22,0.9778766133225348,112,117,120,122,0.9209144914277066,112,117,120,122,0.9209144914277066
79,79,79,79,79,79,1,6,10,12,0.9654290119276469,7,9,19,43,0.8981185593361833,5,17,22,23,0.9749095630825306,5,6,9,10,0.6935966617285267,1,7,15,30,0.7995686021188356,6,13,24,25,0.828502178236454,1,9,10,12,0.7881051600326338,1,6,7,13,0.8757239663953398,1,5,30,40,0.3773897915282168,2,10,12,14,0.8205749219633669,2,7,1,22,0.977963520511106,112,117,120,122,0.9283544701881395,112,117,120,122,0.9283544701881395
80,80,80,80,80,80,5,8,13,15,0.5949636768994165,7,9,20,21,0.5686176581253419,9,31,34,36,0.8481768170190274,1,14,18,20,0.6949144388724966,10,12,13,22,0.8985806128796482,5,13,22,37,0.8663779731611128,7,13,22,23,0.959279849821828,1,2,10,13,0.9073029550549316,1,7,20,21,0.5453590164959231,1,2,13,17,0.9063721518854252,2,7,1,22,0.9779737296949678,112,117,120,122,0.921728893478004,112,117,120,122,0.921728893478004
81,81,81,81,81,81,2,7,9,13,0.944729343902772,12,15,21,30,0.3070642537745639,1,30,44,52,0.4485006836946078,2,6,9,18,0.9813818865646224,5,12,18,22,0.8782680921028986,2,5,7,14,0.9404979333721928,7,13,17,23,0.9757436192118436,5,12,15,22,0.882996702732768,2,7,22,24,0.977241967241386,5,7,12,13,0.9414473837805208,2,7,1,22,0.9781245072891556,112,117,120,122,0.9215637883878112,112,117,120,122,0.9215637883878111
82,82,82,82,82,82,5,10,16,22,0.982370702273897,1,6,15,17,0.886940791871327,3,5,7,19,0.5290613325646474,2,6,10,26,0.9065088300961932,7,17,19,28,0.723452591246747,2,13,19,21,0.8888403150179424,5,6,30,49,0.6301800683238379,7,17,18,22,0.857312368171573,1,2,6,7,0.876321529859129,1,12,18,19,0.8553996105973342,2,7,1,22,0.9781729653771024,112,117,120,122,0.927993827459354,112,117,120,122,0.9279938274593539
83,83,83,83,83,83,2,15,16,25,0.5404478530770892,1,5,10,22,0.9226325403872088,5,6,9,23,0.7584795215707202,13,23,45,58,0.882554954355061,2,13,15,17,0.7160435797414777,1,2,7,12,0.974052306208427,1,17,18,21,0.6124932388241984,2,5,6,13,0.9132072836369396,1,5,7,13,0.8793141833430692,2,7,24,27,0.7891865934878597,2,7,1,22,0.9781263637159494,112,117,120,122,0.9285864749705586,112,117,120,122,0.9285864749705586
84,84,84,84,84,84,6,7,15,27,0.5940759720997898,7,9,31,32,0.6332915321898293,6,9,13,18,0.982058130927722,9,10,12,14,0.7749307149885679,4,5,9,11,-0.420731363910005,6,19,22,27,0.7745880225460597,2,6,7,24,0.8819023541215383,1,2,5,6,0.8819094108259302,7,13,16,19,0.9928800667255272,2,5,12,19,0.995063683315497,2,7,1,22,0.9779852408535364,112,117,120,122,0.9279864854510416,112,117,120,122,0.9279864854510416
85,85,85,85,85,85,4,7,8,10,-0.4251580402741195,2,6,14,22,0.961282737528382,12,13,14,16,0.5230787591516842,2,12,15,18,0.5072904832803085,5,24,26,28,0.7343407539128266,2,5,15,22,0.9602065706324838,7,9,18,20,0.8871516547687337,18,23,28,30,0.3235275990724703,1,2,6,14,0.9734376091470376,2,12,16,17,0.5118937953537617,2,7,1,22,0.9781327203262138,112,117,120,122,0.9281504750426852,112,117,120,122,0.9281504750426852
86,86,86,86,86,86,1,13,14,15,0.7794028359521052,10,28,33,36,0.6073587547201866,1,7,15,17,0.8858857489881402,1,14,17,22,0.7759624345491806,1,2,6,15,0.9722366610552304,7,14,17,20,0.7774780316335719,1,5,6,7,0.6518613282495112,1,6,12,13,0.9751964450474268,1,2,6,19,0.9638804401272332,1,5,12,13,0.9757669759669788,2,7,1,22,0.9783651100101972,112,117,120,122,0.9280856079357864,112,117,120,122,0.9280856079357863
87,87,87,87,87,87,3,11,16,18,-0.8247374179215601,12,16,20,21,0.4244050831133504,1,16,17,27,0.4358142099252028,5,12,26,29,0.9435507097894232,9,18,20,23,0.8871156409871999,13,16,18,19,0.814700503944201,2,12,13,24,0.9180699683717256,5,6,13,15,0.942838704181298,1,6,26,31,0.9480521868667102,2,10,12,15,0.8204075215668235,2,7,1,22,0.978435234883882,112,117,120,122,0.92074241752616,112,117,120,122,0.92074241752616
88,88,88,88,88,88,16,18,29,43,0.6859907423949714,4,13,14,15,0.3259414407982508,9,16,19,24,0.8853213992174451,7,11,15,18,0.3526598012454227,2,6,16,17,0.8649584146688101,6,7,11,14,0.4692876062177948,1,7,19,22,0.9619996115233636,7,8,15,24,0.6321835743823516,2,18,19,23,0.9768253388292562,2,5,7,12,0.9380243577026554,2,7,1,22,0.9779282867019274,112,117,120,122,0.928172657445214,112,117,120,122,0.928172657445214
89,89,89,89,89,89,1,18,26,28,0.6744134822105587,2,4,7,9,0.6308707088940892,10,16,38,46,0.9513421215274516,2,6,7,9,0.8606596490432077,9,10,18,28,0.5157956550035022,6,10,12,13,0.9813930830732258,5,7,17,24,0.9349321619795598,6,7,13,24,0.8803513351669345,2,5,6,13,0.9130798659932572,1,2,5,7,0.8789824407777933,2,7,1,22,0.978163475613844,112,117,120,122,0.9210000580524544,112,117,120,122,0.9210000580524543
90,90,90,90,90,90,2,7,11,16,0.5634318609594164,1,2,6,9,0.9225808753163506,1,10,13,49,0.9118191629517152,2,5,19,21,0.881952797108381,2,6,7,12,0.9359847282068388,2,7,15,22,0.9598185469942084,1,5,10,12,0.9658623054274788,7,20,28,39,-0.1753435633378131,13,19,23,26,0.9558314142936948,7,13,31,46,0.9758507829117404,2,7,1,22,0.9780911792342092,112,117,120,122,0.9278474174993264,112,117,120,122,0.9278474174993265
91,91,91,91,91,91,18,34,39,40,0.2937305855983902,6,23,25,26,0.6955814397503219,1,7,18,23,0.9649968634374771,5,6,17,22,0.9417481920344636,6,13,14,17,0.8740754639711532,2,6,7,18,0.9365562722715768,6,13,19,22,0.9763990461965336,1,5,7,10,0.8016252570323184,2,7,12,19,0.9950551592994094,1,10,17,22,0.910630958799578,2,7,1,22,0.9782414905179402,112,117,120,122,0.9215307950023284,112,117,120,122,0.9215307950023285
92,92,92,92,92,92,7,11,12,20,0.2049573832111073,1,6,10,14,0.965336557531392,2,7,20,23,0.8830212135724911,2,6,18,24,0.9833829645542498,2,6,10,13,0.9490045021473466,2,10,15,20,0.8437963557268675,5,6,14,18,0.8876024356600386,2,5,7,9,0.8688229044020152,2,7,14,16,0.8700927870267965,2,5,6,7,0.7165853937303088,2,7,1,22,0.9781928178003334,112,117,120,122,0.9285481654781176,112,117,120,122,0.9285481654781177
93,93,93,93,93,93,2,5,7,13,0.9105406248693434,6,10,13,15,0.9818073900487908,2,5,12,17,0.8707258562451874,17,23,24,25,0.8254646959004948,2,5,19,33,0.9502561357279554,2,10,18,23,0.9546969372034204,5,6,14,20,0.8246965271552112,1,9,15,17,0.8349904122456683,2,6,7,15,0.9336196766275212,1,2,7,18,0.9687942209753851,2,7,1,22,0.9780833900647586,112,117,120,122,0.9289164101573364,112,117,120,122,0.9289164101573365
94,94,94,94,94,94,5,6,9,21,0.708167786294185,1,15,16,22,0.786070022559755,5,13,15,18,0.8686756970984371,7,12,17,31,0.8491148843190621,1,2,5,12,0.978878140650129,2,12,18,24,0.8085100821415414,1,7,13,16,0.9751821721753802,7,13,15,22,0.9630869003990544,1,7,18,30,0.8035596216266021,2,5,7,20,0.8119858076565425,2,7,1,22,0.9781619598762972,112,117,120,122,0.9224242355215412,112,117,120,122,0.9224242355215413
95,95,95,95,95,95,5,8,12,16,0.4078857013757758,15,21,22,36,0.8330776314257555,3,10,19,20,0.2778070923333007,5,13,19,22,0.9795411530321524,17,29,30,50,0.8409906250070983,2,4,7,12,0.5990880219544935,7,13,18,19,0.9910091842243168,1,7,9,12,0.9659687335292886,6,7,13,15,0.9336155166858876,1,2,7,17,0.9697985567119606,2,7,1,22,0.9779060350128188,112,117,120,122,0.9285923879832646,112,117,120,122,0.9285923879832646
96,96,96,96,96,96,1,4,13,16,0.5262727729166499,11,12,17,40,-0.1855694148606146,2,10,12,22,0.8991620739805837,2,7,14,29,0.9745012595698718,15,21,36,38,0.8635418104723049,1,2,6,12,0.9754633225391331,5,7,19,24,0.8346112793899328,1,5,7,10,0.8054515498768717,2,14,34,35,0.7209727615453368,2,6,7,15,0.9340387730481388,2,7,1,22,0.97795634068988,112,117,120,122,0.9278424810895328,112,117,120,122,0.9278424810895328
97,97,97,97,97,97,1,8,12,14,0.3029083796303682,5,7,19,26,0.7718432465589354,1,9,21,39,0.3760042510530668,1,9,14,19,0.8887755851545843,2,7,12,13,0.962864146219298,12,15,22,29,0.8495335608395331,7,23,35,41,0.55747320204626,1,6,9,22,0.922243512670342,1,5,7,12,0.9173604208653552,1,7,12,14,0.9012149627436202,2,7,1,22,0.9780637411188908,112,117,120,122,0.9273153999875814,112,117,120,122,0.9273153999875814
98,98,98,98,98,98,4,8,15,25,-1.3202298895946818,13,15,18,29,0.8423237511247808,2,4,5,14,0.6152545883716003,17,29,50,55,0.9669084894937334,2,22,23,25,0.8302516850010295,2,13,15,18,0.7242380599749015,2,5,6,7,0.716534716209055,2,6,16,18,0.8718584144771224,2,7,32,39,0.263908050555084,1,2,7,10,0.9148606879885668,2,7,1,22,0.9782845505738624,112,117,120,122,0.9203086222462372,112,117,120,122,0.9203086222462373
99,99,99,99,99,99,9,15,19,24,0.884698557276566,1,2,9,12,0.9157404466945248,9,10,12,15,0.7731323246606644,5,9,10,18,0.8716977983737104,2,9,12,13,0.8999819231524446,6,7,13,17,0.9333231680450148,10,13,18,24,0.9156486753436006,1,2,5,14,0.9743568886948024,1,6,7,15,0.9127468577285862,6,17,22,24,0.984765280234394,2,7,1,22,0.9779415472985564,112,117,120,122,0.9277068340604628,112,117,120,122,0.9277068340604628
100,100,100,100,100,100,1,4,20,31,0.2746955779213756,15,31,39,40,0.288064911173209,2,6,7,8,0.536293000075035,2,3,7,14,0.5977168092912831,1,9,16,17,0.8370626682180946,2,13,16,24,0.9141949035897012,1,6,7,17,0.9119733154586503,2,5,6,7,0.7154285917891936,1,2,5,6,0.8817080317951218,7,12,22,38,0.970302681506706,2,7,1,22,0.9779170234094372,112,117,120,122,0.9275181799971774,112,117,120,122,0.9275181799971774
101,101,101,101,101,101,13,18,29,41,0.8389540161421043,1,15,18,29,0.8756926409837926,5,6,27,29,0.5297697328468036,5,10,12,19,0.942549968615246,2,7,9,20,0.867184491461406,5,16,22,23,0.979306088193338,6,7,13,14,0.9384569995996102,9,10,12,13,0.7965659484740213,1,2,5,6,0.8815648686112714,2,7,12,18,0.8787768580783761,2,7,1,22,0.9779942953600314,112,117,120,122,0.9211369405797026,112,117,120,122,0.9211369405797026
102,102,102,102,102,102,8,21,32,33,-0.8351768875920977,9,10,13,14,0.8020607682265734,19,21,24,26,0.895613611599158,2,7,12,14,0.8787948986723917,2,6,9,12,0.9835892421990896,1,5,9,18,0.9658532179979056,15,17,24,26,0.8908090040275275,2,6,7,14,0.9351741656576232,1,10,15,16,0.8384608024253867,1,2,12,18,0.7821363535951132,2,7,1,22,0.9780490762554528,112,117,120,122,0.9273663442068264,112,117,120,122,0.9273663442068265
103,103,103,103,103,103,7,8,14,15,0.4097419001461122,5,7,12,15,0.902495996317332,7,10,17,19,0.9430478280445996,1,6,7,17,0.9152470173568538,6,9,10,19,0.6416646248359574,1,2,6,13,0.9787150518097576,6,7,19,22,0.8800377005391448,1,5,12,13,0.979534692469924,1,6,7,9,0.7986749220020181,2,5,6,7,0.7150349178810104,2,7,1,22,0.9779387666232549,112,117,120,122,0.921200466135428,112,117,120,122,0.9212004661354279
104,104,104,104,104,104,2,16,19,20,0.8889527203511612,6,10,14,15,0.943336356860161,14,20,22,23,0.90025457603863,6,9,19,23,0.8154876787847882,2,9,10,14,0.8019825476587428,6,12,13,17,0.8731967748112208,1,2,13,17,0.902575439178542,1,6,16,23,0.9658860247220796,1,2,5,9,0.9228220073613226,6,9,14,22,0.9833806049948444,2,7,1,22,0.978072547242449,112,117,120,122,0.927151793063835,112,117,120,122,0.927151793063835
105,105,105,105,105,105,4,5,9,14,0.6026508158812895,6,31,40,50,0.7730594823217771,14,16,25,29,0.6682700410635263,4,9,12,23,0.625045024378959,2,7,19,26,0.930212480215092,1,4,13,15,0.5412747566015802,2,13,14,16,0.7368682597252731,7,9,20,23,0.8020030362775878,6,7,12,23,0.8804508083365524,1,2,7,13,0.9776665556017776,2,7,1,22,0.9781131437918836,112,117,120,122,0.9190968936486764,112,117,120,122,0.9190968936486764
106,106,106,106,106,106,22,43,44,46,0.6532362534061807,6,18,23,25,0.7697932067664903,14,18,24,39,0.6967469015224474,2,10,24,41,0.9390894042471524,1,2,9,29,0.9181754231704464,1,13,20,22,0.8979317920660689,2,7,12,15,0.8772285857505221,1,5,6,9,0.8096148960676539,5,6,24,26,0.7767102545583615,1,2,5,6,0.8827971243969375,2,7,1,22,0.9783513231801668,112,117,120,122,0.9258421338239512,112,117,120,122,0.9258421338239513
107,107,107,107,107,107,4,7,9,17,0.5850620747872475,4,8,10,15,-0.4981853604094413,1,6,9,15,0.965795503490811,12,15,17,22,0.516391773915876,1,7,9,12,0.9655766564753988,1,10,12,15,0.845126771825648,2,13,19,22,0.946397210862699,1,2,5,6,0.8823815543588983,1,2,5,7,0.8793145279327459,1,5,6,14,0.920545839468198,2,7,1,22,0.9782299725981548,112,117,120,122,0.9251048235978524,112,117,120,122,0.9251048235978525
108,108,108,108,108,108,9,16,17,24,0.8561269679046389,5,10,12,16,0.9507044534964122,7,11,13,17,0.5753764872887971,2,6,9,25,0.7685360213011163,6,12,21,23,0.8499451414889203,1,12,18,23,0.8859796620423828,2,18,19,21,0.8465523382614296,7,14,19,23,0.9805876810817324,7,13,14,31,0.9483147105396804,1,7,13,18,0.974717809051959,2,7,1,22,0.9781066443295952,112,117,120,122,0.918706037807502,112,117,120,122,0.9187060378075019
109,109,109,109,109,109,2,3,9,10,0.4479765914947473,8,9,18,21,0.1342886629552222,17,40,57,59,0.4072714881072484,2,6,13,14,0.966193047510218,1,7,19,22,0.958123803886491,2,14,18,23,0.8473568455923857,5,7,22,30,0.769286208937603,5,7,15,16,0.8992288649556032,1,7,10,20,0.7902940316428949,2,5,6,7,0.7151228273982377,2,7,1,22,0.9778902334722632,112,117,120,122,0.9193263932407664,112,117,120,122,0.9193263932407665
110,110,110,110,110,110,20,23,26,47,0.6076079474190321,22,29,32,33,0.7790891469866221,7,33,34,38,0.9460217695488544,4,5,6,51,0.5475749270922811,14,15,16,20,0.4477225023654042,5,13,16,26,0.9769365850650304,7,18,19,20,0.917972231146793,5,7,13,20,0.8112902067764578,1,2,13,14,0.9064358622330472,1,2,7,15,0.9727526897383656,2,7,1,22,0.9783479380830856,112,117,120,122,0.9257216297378216,112,117,120,122,0.9257216297378215
111,111,111,111,111,111,8,9,12,15,0.3847615045919466,5,7,12,13,0.9402248437130104,2,6,22,25,0.8075414058322119,12,22,38,60,0.9687196486979436,19,29,32,34,0.7538886424033291,2,5,7,14,0.9391981558653618,5,6,7,13,0.7172453745038597,7,13,16,26,0.9754583382010712,5,6,14,16,0.897184732707599,1,7,17,24,0.987315638989745,2,7,1,22,0.97841303905388,112,117,120,122,0.9248225116875162,112,117,120,122,0.9248225116875162
112,112,112,112,112,112,2,4,5,14,0.6027943033018199,5,7,20,23,0.6999783523929193,2,6,8,24,0.7173693797086362,1,6,13,22,0.9793809878961096,6,7,13,18,0.9335341473094046,2,12,14,18,0.5150677087668356,6,12,13,19,0.9949601458493036,1,2,9,14,0.9143627026132692,1,7,13,18,0.9701401334679184,2,7,19,22,0.9775938803907044,2,7,1,22,0.9781334716057728,112,117,120,122,0.9267879562597584,112,117,120,122,0.9267879562597583
