,a-a0,a-a1,a-r,b-a0,b-a1,b-r,c-a0,c-a1,c-r,d-a0,d-a1,d-r,e-a0,e-a1,e-r,f-a0,f-a1,f-r,g-a0,g-a1,g-r
113,1,2,0.14216393132477867,1,6,0.2588386917780712,5,6,0.7030834754248532,9,10,0.5377855662136823,4,5,0.8502743652635163,8,4,0.7750916153506644,3,8,0.7681275708500228
114,3,5,0.8192285825095599,4,6,0.5634499694502506,6,10,0.23241770059199718,1,3,0.3164135440853282,4,8,0.6241113425570013,1,4,0.5218122119532542,6,8,0.4655510191503376
115,1,5,0.815483647526121,2,13,0.5315500021519911,7,8,0.8333822269455609,1,4,0.40041689841463834,5,10,0.5874537561035034,6,7,0.5593141201505529,8,10,0.8612818008392354
116,10,12,0.4600473258595804,1,6,0.17224617880059934,1,4,0.8080721983483474,1,2,0.3844789370635934,8,5,0.7178440121001248,4,13,0.7178699726328598,5,10,0.8970246885773769
117,7,8,0.6785219515999001,5,6,0.7318178180943493,8,12,0.940493771933385,1,7,0.7429100307751394,6,10,0.26835191822776294,6,11,0.666935719816355,4,10,0.7248623474270091
118,9,10,0.7003095855135508,8,12,0.7854864595072031,10,12,0.8173295813761603,12,8,0.8296573410821381,6,8,0.45929854210648025,6,10,0.48418465217480955,8,11,0.8958921503739912
119,6,1,0.2839167805751982,3,5,0.7912991669381266,5,8,0.8779165793979091,5,6,0.6677647174718551,3,4,0.5110712463608821,7,10,0.7496900516827875,12,13,0.572614325848769
120,7,10,0.5314180353092325,11,7,0.8861300688878799,6,12,0.7652322633920169,4,10,0.778610180938772,4,6,0.6521493190250579,4,6,0.7398384785696541,6,10,0.21311935079718658
121,5,11,0.9481714104137052,6,11,0.783709184358843,5,9,0.9396593011295522,10,11,0.7059391888238503,8,10,0.8895229566790942,7,6,0.6923243276030798,10,11,0.8163190614550712
122,1,5,0.7859602697673285,13,7,0.5636747796464029,4,10,0.8426804023702714,10,11,0.6801063315713848,6,10,0.6148759146595857,6,13,0.5285183255741069,10,9,0.7095300515250562
123,1,7,0.4876250048601388,2,5,0.7591991201784445,4,6,0.7674323214696392,6,12,0.660147874848139,8,6,0.7312528473758709,4,7,0.7673960556026046,13,6,0.7672146904977442
124,11,12,0.8198069548662461,5,3,0.6718920289079547,3,7,0.5202989671464713,9,10,0.7107893023431486,12,4,0.9570449328882845,13,8,0.833775687115887,4,8,0.8973954723673375
125,3,4,0.7841443213974302,4,7,0.8973495931728029,1,4,0.8605213895452919,6,12,0.6858095541591805,2,6,0.5250015679566212,4,5,0.9047808916200506,1,4,0.7770434402695643
126,3,8,0.9152854363987565,12,13,0.736656073972228,7,8,0.812263679039975,8,10,0.5737476389660633,1,6,0.20154315089083308,5,6,0.5463481818326167,1,9,0.6534915845112392
127,6,7,0.6336220891850266,11,12,0.8615594169978733,7,11,0.879733041962104,2,4,0.8113671940756024,4,6,0.8346666853326364,5,6,0.7475990885085229,11,10,0.7411054583315629
128,2,9,0.5940494614087484,6,1,0.16238334553277245,4,7,0.9613979157778259,8,10,0.6091776267713951,7,9,0.9028999851963168,6,7,0.7881383101301295,6,7,0.3491183922840465
129,1,4,0.6422380369942828,1,4,0.6653906470033367,8,5,0.9185219845772021,6,9,0.7618271074837186,5,7,0.681911396475988,1,6,0.4983305184333626,10,11,0.6158460209808418
130,3,4,0.7352525590384911,11,1,0.533647714459178,12,8,0.8333710620821635,6,7,0.40199327477663027,9,5,0.8503641901815782,10,9,0.5187938633466637,6,7,0.4843351147773338
131,8,2,0.5759821138599988,1,7,0.6475854596863118,7,9,0.5517131208193995,4,5,0.7704196173784306,5,6,0.720811422719674,2,10,0.6261378490554955,1,6,0.1361605246938039
132,8,12,0.8113117024763842,1,4,0.6602909208787324,11,12,0.8637875005947286,1,4,0.3768724561339901,1,11,0.5192793978101325,6,13,0.035502425658735515,6,2,0.4286080920680424
133,1,8,0.3951999277760919,6,12,0.3482045947361656,4,10,0.5881707782725192,6,11,0.6007194259992732,6,10,0.3333702396890815,4,10,0.6093917193572934,8,10,0.5551778404226606
134,2,3,0.15846411910079516,4,7,0.7429747278899812,1,8,0.4658741764064992,13,5,0.7963205181823193,5,8,0.6668805280120861,7,9,0.7554763184841162,10,13,0.2522707464573821
135,3,4,0.7896748745320257,6,7,0.3592851249683964,4,6,0.5401707282132954,11,9,0.5676152223814154,6,9,0.4798111137876321,1,6,0.03418136061979071,6,8,0.42081068812272493
136,6,5,0.5488005811964844,3,9,0.3372637480617783,11,12,0.6896247007703736,5,13,0.6850879848853606,7,6,0.39991215929589385,6,10,0.1647288077881528,6,3,0.18178571842988123
137,6,12,0.7503029699411139,4,11,0.8339770428616147,1,2,0.365170246405891,11,2,0.2888266554113509,10,12,0.7241255317373942,8,10,0.7029396011397846,7,10,0.6780968284962472
138,1,5,0.46849075102015036,2,5,0.6546819042085706,1,8,0.5914404210952205,5,6,0.5116036578034636,2,4,0.70170628734942,4,6,0.8298703396231328,6,10,0.519735198683414
139,4,9,0.9170555910003182,1,12,0.45885431444499625,4,6,0.7618007174230181,3,9,0.5586406969975534,1,12,0.6500331539693007,1,4,0.5338556048641395,4,10,0.6443355928416445
140,6,4,0.6727984564815569,1,4,0.6211778200741301,2,6,0.46852471718335664,10,12,0.5920570970031704,4,6,0.8442596517094586,1,5,0.721883773988936,6,4,0.6874939444695387
141,4,10,0.8248127192557511,3,4,0.6917554283865202,1,3,0.5254438372845127,6,10,0.5105074282420857,1,5,0.46596855254874003,4,5,0.7972243935757337,6,9,0.5795216795771061
142,1,6,0.474223867337055,5,6,0.6551624313313811,1,5,0.7298492486460217,6,2,0.21672022884831865,8,11,0.7705071917339219,4,8,0.8793546779255796,10,13,0.7575791528140396
143,2,13,0.665512708414209,6,10,0.6773086559346178,5,10,0.5396375550466772,10,11,0.8652909038671548,7,3,0.5236750283185325,11,12,0.8055302833027101,10,12,0.672642303878725
144,6,10,0.634894972282305,3,10,0.6335864216663498,4,3,0.6888515535463553,11,12,0.8401915554011278,8,2,0.8227731088229491,5,10,0.8385662776630696,6,10,0.4841836939402948
145,9,10,0.7168683987180009,12,2,0.6658725990119156,3,4,0.7606366257617665,6,12,0.7348388850757409,7,10,0.6390645240183537,4,8,0.9303699925571949,1,6,0.29247468282095057
146,1,6,0.544228614836671,5,6,0.6859220817874143,8,4,0.8804856656992817,4,10,0.74751476289625,6,7,0.5779715990318868,4,10,0.7959389491367491,8,9,0.9300995679978417
147,1,2,0.6139410699956149,12,11,0.9052394313868877,9,4,0.7961134349478123,1,2,0.5450387222069155,8,10,0.7358648683283773,7,9,0.8742712582466885,6,8,0.6020105550664099
148,4,7,0.9138226153772007,10,11,0.773686149174489,6,9,0.8382608296821068,4,10,0.5856366923591738,6,9,0.8044468192418798,4,6,0.5366010911910025,7,8,0.8807816517737873
149,1,12,0.5953122169508676,3,12,0.7944720113563435,1,10,0.6200070042470716,6,8,0.6158064722880962,5,6,0.7980834272767205,5,6,0.7601846965321561,9,10,0.8507465543608513
150,2,7,0.5968936554393657,8,3,0.7194992701051994,5,6,0.7548211208570288,5,7,0.6935209662790133,6,8,0.7821190531748741,6,12,0.6605550798314308,8,9,0.9304488330182297
151,2,9,0.33430195932639584,1,8,0.5138004083361979,3,5,-0.16767180802830461,4,5,0.4327680696301155,6,10,-0.054479363576442674,7,10,0.8209854529565856,6,7,0.138134272763486
152,13,9,0.2114294380590822,6,8,0.356058891658136,1,6,-0.026080922402001994,1,7,0.46164763123707464,9,10,0.005072712237962018,4,12,0.4145080021169357,1,4,0.5794262623282647
153,13,12,0.4562106722593404,7,8,0.3031182885829051,5,9,-0.040498590450203764,6,9,0.7560562971311617,6,11,0.809474331396628,10,13,-0.16630148407050171,6,10,0.19585670354530138
154,2,4,-0.32008786377199483,1,6,-0.4928947868122855,3,5,-0.31410719940210985,5,6,0.6147131878845968,8,10,0.6792337020521009,3,4,0.4714596111035777,9,10,0.5839530106414031
155,1,8,-0.23618763993251868,5,6,0.1367144162958751,1,4,0.3883517272596877,7,10,0.5393078267246947,1,2,-0.07829952220397907,1,10,0.33597485647193315,12,10,0.6640168079263156
156,8,10,0.6277895677674206,1,6,0.3099056628578457,8,11,0.042182406048063226,2,4,0.1778933045700194,2,7,-0.31181344205453865,1,3,-0.7305428887469585,6,9,0.22104854472430446
157,6,12,-0.2645424703061494,5,9,0.7272564886651255,2,5,-0.006422030029707537,10,11,0.7461235122663582,6,9,0.6725546596126242,3,5,-0.21407129349959253,8,11,0.05015776199827049
158,1,5,-0.3890813594558886,12,1,0.32285689071939083,7,12,-0.09943264501258753,6,8,0.37890644206457724,5,2,0.6871278607447502,6,12,0.3744116087787783,1,4,0.16150387124800136
159,7,13,0.5859745569750128,1,3,0.2548894722516085,8,9,0.7695310905058039,1,4,0.7084864977166647,4,10,0.6810885324854729,6,12,0.6737798101793624,1,8,0.5259966678868393
160,1,5,0.5242797300749502,5,6,0.6122334249056138,1,2,0.16606858975358563,6,4,0.6483206971683793,4,5,0.7949358295230303,1,7,0.6281382164136562,10,6,0.5462424051480459
161,2,9,0.35949525606147326,5,13,0.5574910053117818,11,8,0.9124639218662451,8,9,0.8668595868791588,2,13,0.5749517549565375,11,12,0.850295516611459,10,11,0.7946374387468135
162,4,5,0.9247376311923445,6,7,0.6577352172467712,5,9,0.9291870733585519,4,10,0.7482088485846525,6,9,0.7897525296734662,1,3,0.10001684122272736,10,5,0.854285388259481
163,4,5,0.7106915203766642,10,11,0.8408442701885743,1,10,0.316562370691016,10,6,0.32543341855104857,7,8,0.8207977717584496,1,6,0.19530652734302367,8,10,0.5763014993846394
164,1,4,0.610288991784331,4,10,0.5962607393729346,6,7,0.5014881138444534,13,4,0.6497091181673214,1,13,0.5377163897102136,1,12,0.7172673607747309,3,9,0.5365295154898244
165,5,3,0.8501932773930829,3,10,0.656985720750721,6,11,0.6342588969937099,1,3,0.32734990526727537,5,6,0.847502656422602,6,9,0.5784602584153803,10,9,0.7588168603293859
166,3,10,0.6080788254631486,2,4,0.6604813000057516,2,4,0.8489057156677773,4,10,0.8379967805522195,3,4,0.8042837362195675,6,10,0.4594540842923297,1,6,0.19737858340695202
167,3,13,0.46373798532248467,13,8,0.8776959626982269,6,1,0.4637282887544184,6,7,0.589660094415612,4,6,0.7764170437624548,4,6,0.858969480592727,7,10,0.5684899907172851
168,9,5,0.756619616769249,5,7,0.9291499687294447,5,6,0.6969767773789941,9,13,0.8126254505738898,10,6,0.48542826577619413,7,8,0.9135119254524775,4,8,0.7648169828226045
169,2,9,0.7242110198861824,4,7,0.8801948074979435,1,5,0.8457281615551184,8,10,0.8581170966455212,5,6,0.6069220033196399,6,7,0.6312303091886556,6,10,0.6075668514226359
170,1,7,0.4821524748563015,5,6,0.7390997668132684,12,6,0.7782175679353683,4,6,0.59974318376368,10,11,0.854680814640677,6,11,0.8184949599524296,1,8,0.8325023200761199
171,5,6,0.6583991862418367,12,13,0.807867173846559,10,3,0.6147272053751153,1,2,0.5386261424214192,3,4,0.8687610064149555,5,6,0.796347951999228,4,11,0.8601916412030353
172,6,8,0.6823480537163086,3,13,0.5400838235285401,5,13,0.8730125839283281,6,10,0.3928100133254806,1,6,0.3294257337971471,1,4,0.592447486245118,4,6,0.7940713372928447
173,1,7,0.7146016728591904,5,8,0.9537594190336441,9,12,0.8770295310484916,6,9,0.703795839908249,6,5,0.7078226918719237,10,11,0.664209701997788,4,10,0.5285378501731935
174,6,7,0.639518432202891,4,12,0.7700238336421139,8,12,0.802653865492619,1,4,0.8156276736191714,5,6,0.7503094575264815,8,9,0.9616355151957718,6,9,0.5045825726527267
175,2,6,0.4239938496789628,1,8,0.7715234796348449,1,12,0.5436960606049159,4,5,0.9348012169024986,7,11,0.7577911376232562,5,6,0.8891754676945243,6,8,0.7829295184848112
176,4,8,0.8156304745557338,2,4,0.7771737661722944,4,5,0.7412596263791706,10,6,0.35976205614395895,10,6,0.6104739624805389,10,11,0.7511669442922423,6,8,0.5485662543219982
177,2,7,0.6893822548259412,8,5,0.7898181033285816,8,12,0.8753113014514615,4,13,0.8829962397360732,5,10,0.6848656284055339,8,10,0.8216334916502529,1,8,0.6400840230958327
178,7,4,0.6879459274209727,6,10,0.2685516396078338,3,1,0.2938438262812112,10,13,0.5701639595250616,1,5,0.7384546180227459,1,4,0.6446164279914752,7,1,0.5535288783203728
179,11,6,0.6714911485313073,5,7,0.8499755889088523,4,13,0.8474521111142813,6,8,0.7532958080377657,7,9,0.7006320209877974,11,12,0.7141511457861018,10,7,0.7173480228997462
180,10,12,0.7010203735617069,5,11,0.9508764777184343,10,2,0.5405035911967331,8,10,0.7972203372961932,4,7,0.7879159733654393,6,9,0.3767640877669156,1,4,0.5843408555631442
181,1,9,0.6071493136849531,2,4,0.712468123093888,1,4,0.8899071229825616,9,8,0.8461944917632955,4,5,0.9367185037482251,13,8,0.7030251185973051,6,13,0.41401881363793114
182,1,8,0.7066188575702336,1,4,0.7618881602556845,6,8,0.52354351089208,1,7,0.660439477325704,2,8,0.5429724030804948,6,8,0.7060020159998907,4,10,0.6017696093436874
183,8,3,0.5903042656114829,2,3,0.2882618363832141,1,4,0.6207570855991126,5,11,0.6531460053725587,4,7,0.8959742472574334,10,7,0.4583282912517287,6,9,0.7546971205257482
184,4,12,0.8492665920047535,2,10,0.7458726772537019,1,12,0.401636955486979,5,8,0.8555211494508473,8,11,0.7459253837870707,8,2,0.6444183104151993,1,6,0.1521530472535051
185,10,5,0.6810801255623155,10,12,0.5889170522570943,11,7,0.8289316644732393,1,4,0.7109690351256344,4,6,0.7556841073505542,6,12,0.586685816631174,12,8,0.9137768723009508
186,6,7,0.6867432629814889,5,6,0.7892108912529707,6,10,0.18148644872177533,6,9,0.5153758115030862,6,5,0.7226334522499432,7,9,0.8537851519439756,10,12,0.599599897013722
187,3,6,0.5927451822418308,5,11,0.8616350332695268,8,9,0.8400679264735251,9,10,0.6422633683122059,11,5,0.8808695456823715,6,8,0.5782913815929348,4,6,0.7322324962330948
188,6,9,0.7149171023946771,5,6,0.8595832830485225,4,7,0.7882451927457845,4,6,0.72678732346823,7,10,0.5733735079052419,6,11,0.6108133057560788,9,10,0.716087682836136
189,2,5,0.769925052368745,8,11,0.8808535756687111,4,9,0.826742699970733,2,4,0.610801580862134,12,11,0.8767937556208243,5,8,0.8164219745864267,5,7,0.7464833791338311
190,10,1,0.2872007726011596,6,8,0.3732197476446071,2,9,0.6572897103862452,7,10,0.7428887591269266,2,4,0.5692416492862294,4,10,0.6679606129620075,5,11,0.8390857926842238
191,2,11,0.761361517500306,4,5,0.738439582085941,6,7,0.7950287683659778,2,6,0.7120978977684231,6,10,0.7283388386116967,1,2,0.29039023202512926,2,6,0.14747718651967645
192,1,5,0.5636004410541542,8,13,0.7635299549154746,10,11,0.5951322126084697,8,3,0.880932931355499,4,8,0.8899059109419475,1,13,0.48486593889935925,6,9,0.7124256852066693
193,9,11,0.8158759104542436,11,2,0.5856740585678576,3,2,0.2832058659999279,13,1,0.5642159536489376,7,8,0.9706041433646808,11,12,0.7085480500864889,10,8,0.7755152373086884
194,6,8,0.8591508441809048,4,11,0.9088674104128801,10,1,0.14803246159872208,10,5,0.5920467549494195,4,12,0.8010905394485981,6,7,0.6902734822187846,4,9,0.9260836090780269
195,5,3,0.8474608321626076,7,12,0.8091339710499429,5,10,0.8073663098254271,7,12,0.812477568910378,1,6,0.43764683664367154,10,7,0.8150481907802117,6,8,0.8774495869613927
196,9,12,0.7928385921167429,4,6,0.7788707842037411,11,8,0.8444257537130502,6,7,0.7883824264634947,11,9,0.9517121919855241,4,6,0.7199157957045756,5,8,0.7186108468305683
197,1,5,0.8638786094804588,10,11,0.7381715218478517,3,1,0.3365122358168444,4,5,0.8722370778783938,8,11,0.8996274578871761,10,11,0.741579585295671,6,11,0.7253703340698365
198,9,4,0.8137479038087423,1,2,0.45314175769567766,5,6,0.8264580255702945,9,10,0.7652254771330963,10,1,0.5847942912445032,10,8,0.6687705231028986,4,7,0.776795538600956
199,8,9,0.5392661775640752,4,10,0.42128781645327773,7,12,0.5014433408629424,6,5,0.5547241881094189,1,2,-0.010978365935561563,8,10,0.7569447652610644,8,1,0.41594575677579615
200,1,3,0.36470280755106976,5,6,0.4769724960398618,7,11,0.48109414238942727,5,10,0.09550592180880302,4,6,0.5882660154601165,6,5,0.4841904697045951,5,8,0.8164707085992835
201,9,1,-0.1059545989892372,5,2,0.3977805975565045,8,9,0.2695724141996406,7,10,0.6445383212990918,12,13,0.54939385065933,2,4,0.3353432415699529,6,1,0.03528722607918222
202,9,10,0.3780423393955157,4,5,0.24467014904907836,10,11,0.5597330451017373,3,4,-0.19818703630961854,12,2,0.11188610138514865,6,7,-0.5819871052904158,6,9,-0.39902076251894725
203,5,12,0.21920227303826445,1,11,-0.014718213813688763,6,4,0.6683544370793468,6,11,0.7362322002929769,1,8,-0.05025069286116568,6,10,0.2084122315958783,9,10,0.5101911745213231
204,11,5,0.0034534863604352983,2,6,-0.10727144296346447,1,6,-0.3525921026218697,8,5,0.0015493665321871797,6,7,-0.2894444071938156,5,6,0.4768956219567011,6,3,-0.1838363848630442
205,11,2,0.4226260349804484,4,10,0.06046676702457754,6,12,0.6094929980138405,4,5,0.5539132146143908,8,10,0.07141274653515406,9,11,0.7150345236439698,11,2,-0.2337853516014381
206,8,12,0.29597331524240644,5,7,0.7856535753480903,4,10,0.1161488890728608,6,8,0.2745044859121686,2,1,-0.08361208795326336,6,11,0.5132178771809978,8,10,0.4900582658471745
207,10,5,0.6597039758056824,7,3,0.5971252308323121,2,5,0.4397780002473306,5,6,0.42119237778945107,6,7,0.4282157359476948,3,4,0.6983251684586917,4,6,0.7689088094646025
208,3,6,0.25426227792726996,1,5,0.7183648220214484,7,8,0.5752502454974122,7,9,0.8011855592830827,6,12,0.49501621849229305,1,7,0.5282815578487594,1,6,0.4848705880832147
209,2,6,0.2429849685724368,7,9,0.705516920495787,10,11,0.6489794596909273,1,6,0.14334598033069046,5,7,0.862394336047045,9,11,0.839278598164342,10,4,0.631971551998632
210,5,12,0.8494501594739616,6,8,0.550124918736186,7,9,0.6825744632121118,5,9,0.823376254726512,4,2,0.38630171448015294,6,11,0.6656138267421706,10,12,0.7783235609903743
211,8,9,0.8653173291607404,13,5,0.3648640241797576,12,10,0.38451375140132027,6,7,0.5162585436918171,5,7,0.6471557209881205,1,3,0.13252897917865625,4,6,0.4050961003898752
212,4,11,0.8695080218641523,7,12,0.7816657160236835,1,13,0.10770662486658078,10,1,0.17515505214173477,2,11,0.43872483990970457,4,6,0.7783908910193995,11,6,0.8350640080608014
213,11,12,0.7976573792208106,10,12,0.5880700097675475,1,11,0.4629542714681786,8,11,0.8772529061691993,6,10,0.49942720299253407,4,10,0.4555903496293402,7,8,0.7333894010082516
214,13,1,0.24617731613651594,6,12,0.3475065615413554,10,11,0.7138572452270822,8,10,0.8774134709957069,7,8,0.635255356469592,13,10,0.7142275188580521,4,10,0.43508224252385175
215,11,13,0.8921095670883447,6,11,0.7741680842482858,7,9,0.860715795991828,4,8,0.9020341098547578,8,11,0.8501291352656725,10,11,0.732790595864425,6,8,0.6782495852665378
216,6,10,0.22924022037956704,4,6,0.8561150803286871,6,5,0.7999754589321841,6,3,0.3092965380972277,5,11,0.9448085920040178,8,10,0.678597709946875,4,10,0.7259336157499137
217,4,9,0.7766672582170805,2,8,0.7660897606630696,4,5,0.8945954114176539,4,6,0.7627769118968973,4,6,0.6445346625811155,6,9,0.6665161928929162,10,11,0.6757355399125589
218,5,8,0.6837323052634847,8,10,0.7987147044717221,5,12,0.9167355684204678,5,10,0.7960459558004693,2,11,0.46533442250282286,6,8,0.772493396196385,5,6,0.8034025975995475
219,3,9,0.8348854008018272,5,11,0.9173096620642901,2,7,0.5823086420131276,11,2,0.7196180862116339,1,10,0.5056478437262568,12,2,0.7429086968165798,6,10,0.6523039364945111
220,6,7,0.5433359478770885,9,5,0.9364163026879494,2,6,0.4854397309465728,2,11,0.8087460214038225,1,5,0.5961895080726871,1,6,0.36332018959199497,12,11,0.8791126310236912
221,9,5,0.9500607058153203,6,8,0.8028753416706257,2,13,0.7032519238611429,1,5,0.9109402443265054,11,12,0.907002626307274,7,12,0.901014387690452,2,5,0.8378037793538291
222,5,10,0.6478197422810172,1,8,0.5594439529194187,2,4,0.6840372530760714,1,9,0.7610835449439679,1,6,0.06321549665294646,1,9,0.7094741660126026,7,6,0.6991156841728721
223,2,4,0.5859901309178118,5,7,0.8304425958028125,4,5,0.9099565643293359,4,7,0.7593384891694985,10,11,0.7536487611746097,2,12,0.6552058016302579,6,4,0.7988842610089002
224,1,10,0.5214024615852546,12,6,0.3977684307633884,1,4,0.5462363113047788,4,1,0.7233676288853026,6,10,0.48806191824826384,7,10,0.6962035596989242,4,8,0.7296782585982909
225,4,6,0.5763474919336107,8,10,0.5539394500381185,4,11,0.866523834728106,5,7,0.8684417146792247,9,6,0.3192916618038204,6,7,0.6845436198784789,3,4,0.6173530974889987
226,9,11,0.8734209080772863,12,13,0.35483955739294826,7,10,0.5848156768390258,4,6,0.4339413792224016,4,9,0.769648246754977,2,7,0.5717750672592322,10,12,0.6095169678583967
227,3,5,0.7792483229064548,7,9,0.6713698267855708,9,5,0.8482229653200033,8,6,0.5189244455332693,10,12,0.5011278358051457,6,8,0.539799634388135,10,11,0.4031968523993502
228,6,11,0.6957460306619563,5,4,0.5469778271163923,9,12,0.5372281490254336,10,12,0.4934087887076314,1,11,0.36967857889162103,9,10,0.5715114265527956,7,8,0.7656338044706963
229,5,8,0.609725826460979,9,13,0.41337817760642714,8,11,0.6935695238631693,1,6,0.5978619030065948,1,6,-0.08981915417787922,4,1,0.44676961755409117,7,9,0.6236247147147979
230,6,9,-7.024422609820029,2,5,-4.401368026074329,10,12,-0.9767870753721486,12,8,-3.9577361531985016,6,7,-3.1915311431535214,9,11,-3.0257521871153754,4,6,-3.677612696850492
231,2,4,0.6515373594376923,4,8,0.7126382610362052,4,8,0.7829603654726114,10,11,0.7520287239916841,4,5,0.7767082752177294,1,7,0.25968406137310796,9,2,0.20118365566398577
232,2,5,0.8487274516613386,4,6,0.6819148746843409,9,8,0.9088753409279562,3,7,0.42966003178099865,1,5,0.7033398109426754,6,12,0.7024103538567201,6,12,0.6165148694810453
233,5,12,0.8951415511840237,8,6,0.6354051973244278,2,4,0.5759026325040344,4,6,0.6416195167405888,10,11,0.652358836427714,6,9,0.5787747683787399,10,13,0.5934582802152214
234,6,4,0.7233954458220437,1,9,0.5404445232106814,6,2,0.30027861421540414,4,7,0.6723014712875022,7,8,0.793072553090578,4,10,0.48896538415711877,6,10,0.08347910785569645
235,6,8,0.8146553661781003,8,12,0.5136738749621413,10,11,0.5366450055112599,12,6,0.5218908466836232,1,6,0.48421777783380027,6,4,0.5313203960001716,4,5,0.8150485684659696
236,6,12,0.5829116341865421,10,4,0.5774106693461282,9,10,0.7320746890247872,4,7,0.7030725836797032,1,6,0.1322202186557555,4,5,0.7802702455165241,6,2,0.19340853211253406
237,9,10,0.743992676439311,9,8,0.5944433400691218,9,10,0.5675196509310213,6,8,0.7072162217969946,2,10,0.22876043919176503,6,8,0.5021449159903153,1,9,0.4694062631464979
238,2,6,0.20105990215807434,5,8,0.6712961782244093,1,12,0.5507915687327283,5,6,0.5156682404930331,10,11,0.7224036317139624,4,10,0.7178398953863949,5,8,0.7971940080810138
239,1,10,0.38240367988369184,4,7,0.933438753536005,5,11,0.6937833314266002,8,1,0.7870001459327952,12,6,0.6029198388862935,4,6,0.5855446994118929,9,10,0.5892462426814159
240,13,4,0.8411018254047614,12,4,0.9481176727374125,10,4,0.7708694947915766,5,6,0.7912831058526282,7,8,0.9200904661583775,7,11,0.8474777823550966,2,6,0.3116229010006999
241,1,10,0.4930149772120206,2,8,0.5517307396542708,3,6,0.5384850640896663,11,8,0.9492107418873662,5,9,0.7613400169100194,9,10,0.6631250041596639,4,5,0.8724372526030084
242,3,4,0.7925681378413124,6,12,0.6127922662644084,11,13,0.6027459507429509,2,6,0.6377959960886339,5,6,0.6439757722927679,10,4,0.778375554717123,9,11,0.8668185926801122
243,2,4,0.8178435474679975,4,10,0.7369484235948348,5,8,0.880507840145116,6,12,0.5371270332977716,1,7,0.47406679439294797,6,10,0.6267654264241125,11,12,0.8928529022152814
244,2,12,0.642138269058299,7,8,0.7884710368981176,1,6,0.4712455694220584,4,6,0.8704568744284344,12,3,0.8163798432210336,6,10,0.3150766876090587,1,4,0.7595020238956705
245,6,9,0.44854667625016686,3,6,0.5907663402519784,4,5,0.9451386789523136,4,5,0.9023789414053995,6,9,0.8637907978202825,4,6,0.8466372263309698,11,7,0.9159297628204555
246,7,13,0.6155173627488093,1,8,0.6012829698635045,4,6,0.6935025372018209,6,2,0.09594751208441399,11,10,0.7059791427888473,4,7,0.8846565869051308,5,6,0.5089472490673316
247,1,6,0.2594111227383318,5,11,0.8997829223301862,7,11,0.9099694586217228,6,7,0.5471156232857062,12,5,0.8930718912280726,10,11,0.7559204183285504,8,3,0.6883347536809328
248,6,11,0.4607344595363012,2,9,0.7468327262525403,10,1,0.1968503107434002,6,7,0.636376673619454,5,11,0.8715844501700106,7,8,0.7141530530222767,6,7,0.4024703780857525
249,13,5,0.7765482657401617,2,8,0.6642468293818933,10,7,0.4657883582965564,4,7,0.7275084728424881,5,9,0.7480192839498442,6,7,0.3790943481107387,1,4,0.47311100963681796
250,2,3,0.3474785692502529,3,4,0.7532330620025673,1,4,0.4204207770997521,1,3,0.6380815709787026,5,8,0.6263657366334654,6,9,0.7157851454580775,6,10,-0.20357115885575272
251,6,13,0.5801178793283948,6,12,0.4066102661245494,3,10,0.22716996805783163,1,4,0.43851603700706243,6,7,0.35919617270567716,5,10,0.41606292984210247,5,10,0.754299672893861
252,3,7,0.6053181326205808,6,9,0.4783157190194339,1,3,0.17840716716458216,4,1,0.5140184143453894,7,11,0.8002592328874649,9,13,0.6102583124408142,5,11,0.7139094194992663
253,4,5,0.8852653564734285,7,10,0.4880185725722459,1,10,0.03397961560138363,7,12,0.5061724824561782,8,10,0.8072133106140689,10,6,0.1679702546686701,6,10,0.1573621266839157
254,10,13,0.5361554979178896,3,8,0.8203905107272221,7,5,0.7156222249307894,8,10,0.4798396031429282,7,9,0.6027847616043938,1,8,0.4733025594006428,1,12,0.22705507892889065
255,2,7,0.24194354625931092,5,11,0.5824703472827274,10,13,0.07855648133576276,1,12,0.6525562746299207,6,2,0.17080534943155246,5,6,0.5364254993483806,9,5,0.7589236929015986
256,1,11,0.46584435468335217,4,6,0.6592967550944892,5,2,0.2562314039082365,1,7,0.4649228372597123,4,5,0.8882630347163107,3,6,-0.10118349885122924,6,10,0.2698475723885896
257,2,4,0.4140213782390989,9,12,0.6627433099131854,6,11,0.39627837696289636,7,2,0.6415921608310764,11,5,0.72856238600047,4,10,0.39276336690105995,7,9,0.670862417022247
258,2,5,0.7002796433073226,5,3,0.47507429539831736,10,5,0.5363020257125561,1,7,0.3436343336947397,1,9,0.3278900970325307,1,6,0.36113096042293213,6,12,0.5880242171675107
259,2,3,-0.04695711193593022,5,10,0.5258704358397657,4,5,0.8823856124817535,11,9,0.8900127728052403,11,12,0.8780992351161807,4,10,0.5631380179993974,5,10,0.7849191778584282
260,3,12,0.7361236939759039,2,3,0.6026320211729976,1,5,0.4158531118251344,8,13,0.59524180870643,8,6,0.5172066523503225,1,6,0.4064986152638792,5,8,0.8548402392485197
261,1,2,0.47929605745015946,6,9,0.5064893933425885,6,7,0.5641386284073409,1,8,0.5145685266501212,7,2,0.43525696966197736,6,7,0.48940224205347416,6,10,0.3283136435342279
262,7,8,0.8514323592365646,2,4,0.7444461488268379,5,1,0.5384135288856738,6,10,0.41726306192116047,6,9,0.49940259185327407,7,8,0.818915437224637,2,12,0.6478577872519476
