,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-r,b-a0,b-a1,b-r,c-a0,c-a1,c-r,d-a0,d-a1,d-r,e-a0,e-a1,e-r,f-a0,f-a1,f-r,g-a0,g-a1,g-r,top-a0,top-a1,top-r,baseline-a0,baseline-a1,baseline-r
222,222,222,4,9,0.884740207170262,2,7,0.6568169834625707,8,9,0.8857221197660168,2,8,0.8328657936870724,1,5,0.6906455020396194,6,1,0.4949362174771365,5,13,0.7950081040619357,6,10,0.5431398747056991,2,8,0.5852706758205397
223,223,223,12,2,0.7877129802630991,10,7,0.3491676247096547,7,8,0.8660868204962712,3,8,0.6250253214893193,6,12,0.5827124140514098,1,12,0.4908496325018143,4,9,0.7953997068104612,6,10,0.3249781245900336,2,8,0.7574051921342453
224,224,224,2,3,0.5176854645637012,6,9,0.6376755318378664,7,10,0.5539731324095953,7,8,0.9000822105418116,6,10,0.6244261227314314,3,11,0.6479817424847483,4,13,0.7253254470653749,6,10,0.6664755437032808,2,8,0.7325649081586618
225,225,225,4,13,0.6614071847073593,8,9,0.8079556099005026,1,3,0.3516478578120112,4,13,0.7878279343099805,1,7,0.3433782287458946,3,10,0.7012224193758361,6,8,0.3922242107268013,6,10,0.26441892955359114,2,8,0.7984381351402297
226,226,226,3,11,0.5473364428434071,2,7,0.3395995362109628,3,5,0.4144689324941757,2,6,0.2507651148072509,1,6,0.3051175561599507,6,7,0.5459777463237616,10,5,0.6617114279373669,6,10,0.2784412915232721,2,8,0.4939792915341608
227,227,227,1,2,-0.0373164123313771,1,5,0.4533307615701155,3,5,0.756544468889452,10,7,0.7189778643664422,2,9,0.4990525522646707,6,7,0.1852695677291631,13,3,0.365525177838748,6,10,0.42307780868378486,2,8,0.4346056667179808
228,228,228,1,6,0.1698426944333061,1,4,0.2120433062646899,9,1,0.518445399214549,9,10,0.5632670234484121,5,11,0.5887153778656796,4,9,0.7403789148753501,3,10,0.3042145817750389,6,10,0.4555132118979959,2,8,0.5966917754622594
229,229,229,1,2,0.1676754006124089,1,2,0.0077560040713551,4,9,0.5587971379420289,1,8,0.7323929885402083,4,6,0.6251420918359909,1,10,0.3700542849592851,6,7,0.4443578314135987,6,10,0.04942588221084143,2,8,0.4661863370580771
230,230,230,7,13,-3.860126435077888,2,10,-1.359585009423855,2,3,-7.500122667917788,1,7,-7.340491310903664,13,6,-2.418027168174821,3,10,-6.9843302572500905,12,6,-6.405741837776412,6,10,-5.807889379093161,2,8,-6.980116313625455
231,231,231,6,13,0.4063612563540689,5,13,0.5556530143185385,4,6,0.5718532238204631,4,6,0.6300629217116743,13,11,0.7161687714605319,7,2,0.4353845784674651,6,7,0.5811425949034785,6,10,0.2768928630877746,2,8,0.6281025595298754
232,232,232,3,4,0.7625037230514108,4,5,0.9049271499418404,12,3,0.5860544837675218,8,12,0.9383870831915172,2,13,0.5424229655350428,11,1,0.7189179854770874,6,11,0.5506322816933281,6,10,0.005999111377261945,2,8,0.3645845213464139
233,233,233,4,13,0.1991914010864877,6,7,0.3701898071290512,1,9,0.2896564184686858,8,13,0.627677031909725,11,13,0.5775601605035547,6,10,0.6027454311491847,12,7,0.7315619676088168,6,10,0.3485982284832574,2,8,0.6696211790918807
234,234,234,13,9,0.5835093253554715,3,11,0.6854077828514831,6,10,0.4299224918810281,3,7,0.7515067946896243,1,2,-0.0278035575298367,1,3,0.3521098050531122,1,7,0.5155951089802278,6,10,0.20128710578262188,2,8,0.5624224283486797
235,235,235,10,3,0.4023607897112098,1,10,0.5730261538690379,8,1,0.7677210172168234,2,6,0.1107466038314493,1,4,0.6353662360239278,9,6,0.4907373159268295,5,7,0.8906469054888809,6,10,0.3312736787191619,2,8,0.7002742906380932
236,236,236,1,3,0.5364205858196192,1,2,0.163882855418556,2,9,0.3813148877912055,9,10,0.4377233934819614,3,13,0.3656464671260655,9,13,0.4984682487193378,4,8,0.8722653086611323,6,10,0.09439653008556692,2,8,0.528629620603952
237,237,237,5,8,0.661165797424391,3,4,0.714896839143212,1,4,0.478928375752939,1,9,0.5885246598283931,3,4,0.7216671208653498,5,6,0.7031327774221441,6,7,0.5057892764644073,6,10,0.5306152102087346,2,8,0.6393885310223812
238,238,238,3,10,0.639544281767135,6,9,0.663678093257533,1,9,0.5599427801245991,13,1,0.3689469103268198,1,9,0.5824286632137073,9,6,0.3862477481567801,6,9,0.6342404983556036,6,10,0.27693838149617933,2,8,0.6751884228711984
239,239,239,6,12,0.6125028897805048,5,9,0.7799048658109269,1,10,0.3149418509874551,11,1,0.6961508825709064,4,7,0.7395669142312444,2,4,0.3388528811972446,6,8,0.546378370017763,6,10,0.6290321697213639,2,8,0.7220869535106271
240,240,240,9,1,0.6682067466295232,6,9,0.5417496343491196,6,2,0.6107284933744128,1,8,0.788000556006255,2,5,0.6362979269451859,10,11,0.6328446427189655,3,6,0.2344673897093576,6,10,0.2604673451665699,2,8,0.6019587411417194
241,241,241,4,3,0.6658494102989155,6,11,0.7373664140808386,2,4,0.5991166029052164,5,8,0.9133308850174162,1,5,0.7076927965086195,11,2,0.8792084658778034,8,1,0.8353359166975741,6,10,0.6208835610657182,2,8,0.7043168891262891
242,242,242,13,10,0.6716536924660761,2,6,0.4383265264986065,1,3,0.6724163470170708,13,9,0.8902558845736323,1,4,0.7311654749484162,6,12,0.789125076506267,9,7,0.7431215286916747,6,10,0.7165603755932508,2,8,0.6925627394850364
243,243,243,3,10,0.56100834007346,4,11,0.7402350313560739,3,8,0.7775924180941813,6,11,0.6984439605267125,10,11,0.5319150321291155,1,6,0.5100840875810291,6,5,0.641000391714019,6,10,0.3774739355491681,2,8,0.7872958421500083
244,244,244,5,6,0.8099791272175124,8,9,0.7678903570839074,6,8,0.704383808472419,2,4,0.7999789744439205,4,5,0.8620006996423174,1,4,0.7083433664125018,10,7,0.8498286298801598,6,10,0.672031896411752,2,8,0.8168192567672826
245,245,245,5,7,0.8692835947291012,7,3,0.6813625236092584,11,3,0.8439985131362808,9,13,0.748258857929043,2,6,0.4769758894745191,5,8,0.8351789724138442,4,12,0.910933286392714,6,10,0.4609836078376207,2,8,0.7557433642097542
246,246,246,2,3,0.5791279031439661,1,4,0.729708842884589,1,3,0.2875032395427279,6,9,0.5471558396007654,8,11,0.7503066689965419,10,3,0.7414379731678724,6,7,0.5008946802376902,6,10,0.6355450912933662,2,8,0.6793404218891217
247,247,247,9,12,0.8691895086461392,8,12,0.867515489359769,2,6,0.5379239373611673,13,3,0.4755377964429592,2,7,0.7594153392540384,2,6,0.2697626314886078,11,8,0.8661921703855022,6,10,0.3063280769213139,2,8,0.6501959172254037
248,248,248,6,12,0.661006615696811,9,1,0.4211954777703139,6,3,0.3452641372560405,5,8,0.7650902781960748,1,5,0.4827441324333712,1,6,0.1692197624457496,1,6,0.2307886296762393,6,10,0.6268341413278437,2,8,0.4842411067413047
249,249,249,11,10,0.5165462569851005,10,8,0.508471318030346,6,9,0.6002844872086079,2,6,0.536477564648652,1,2,0.0410368891132674,1,2,0.1045831706681091,6,1,0.0744155723740815,6,10,0.5776863303589408,2,8,0.6044059368081087
250,250,250,2,3,0.5379561293897764,7,10,0.451085441233669,2,6,0.1705577170370521,6,8,0.5325338967527559,3,6,0.3054013706729614,7,8,0.7027335316178394,3,5,0.5782270390523372,6,10,0.120337563439609,2,8,0.562136868507003
251,251,251,7,9,0.652102525591324,3,6,0.3935880403783075,1,2,0.298037600687618,4,5,0.6616905160363274,10,12,0.2147994951933896,5,6,0.5867487524067896,8,13,0.7525578470617,6,10,0.31193476050028934,2,8,0.786912701128345
252,252,252,4,7,0.6699360615192536,4,7,0.7350697647346959,2,3,0.2996144831041915,2,3,0.0964133432867535,4,8,0.8486300714902627,9,7,0.4343551279571024,11,12,0.6827620841875396,6,10,0.4398826227972642,2,8,0.45378025814807
253,253,253,13,4,0.7382229505820342,5,6,0.2123671372003661,4,7,0.7334605002297478,6,1,0.3596479000027319,2,4,0.3163472801017264,12,1,0.6474933969353999,1,6,0.0175820115054992,6,10,0.24558177914211798,2,8,0.3193861974432088
254,254,254,8,11,0.920743925740499,3,1,-0.240902530985678,4,6,0.7646955678452392,7,10,0.1481778715107358,4,12,0.758949570481906,2,6,0.0597302366522405,5,8,0.8236585427043557,6,10,0.48456964187960927,2,8,0.7482170294970284
255,255,255,7,8,0.7054205845464981,7,1,0.4034239139724721,1,3,0.1717901366039338,3,6,0.4141064511171139,1,7,0.1981609456435271,6,10,0.0777226783553032,6,7,0.3699029139290242,6,10,-0.2096153980499409,2,8,0.700668633839666
256,256,256,2,6,0.3305722866717315,6,9,0.5848212912939572,1,2,0.0615555135725376,4,6,0.3256605076506133,2,9,0.3350323520736422,6,11,0.4990772837935445,6,11,0.5636870604753992,6,10,0.18399946865570027,2,8,0.4129666126593838
257,257,257,8,9,0.7815276589264606,2,3,0.2067723660857419,6,11,0.5419533733413922,1,4,0.7466556659647127,7,9,0.5466453103646902,6,10,0.1845542549929428,9,13,0.7173349368954918,6,10,0.11421222700289957,2,8,0.6183609755940511
258,258,258,1,6,-0.1563795391086575,6,8,0.2774585398347599,3,10,0.4214011189320297,1,2,0.3480063288518884,5,1,0.5380255703161769,2,5,0.6426622577823593,4,8,0.8661516618343814,6,10,-0.01931534315846717,2,8,0.3571195135450222
259,259,259,12,2,0.8455428156649801,4,13,0.6959905561264077,5,6,0.5636536005008996,4,9,0.6908947357751545,11,2,0.4240898258740756,13,5,0.7212314378057487,9,3,0.7572569834672352,6,10,0.24314486089321596,2,8,0.5444377583667568
260,260,260,4,6,0.3659682163906397,8,11,0.7561896663648597,11,6,0.63970709084889,11,10,0.6145715351279053,2,8,0.8525790633727456,2,6,0.3646161287291667,6,9,0.523446682422495,6,10,0.6722872221674683,2,8,0.5854866155659301
261,261,261,6,11,0.3234691890146597,10,1,0.2714631080387395,4,6,0.7215062909293216,5,11,0.8040365025150911,2,3,0.1909626685032275,1,3,0.4970591811500602,5,6,0.5766412907372942,6,10,0.36366491407696555,2,8,0.6969086519076506
262,262,262,4,3,0.5848520612469866,10,11,0.3181784555652068,6,12,0.3956689711313402,1,4,0.5718188553937082,10,1,0.3375674092101544,1,9,0.554362365224275,6,9,0.5164365573755272,6,10,0.44020392247688367,2,8,0.4622039839227038
263,263,263,7,8,0.8503715880293322,1,6,-0.1512873919063087,10,12,0.5983693681131118,1,10,0.2290317661767072,6,9,0.6243772345590405,9,11,0.671703067920949,8,2,0.560549977595687,6,10,0.5015321520775562,2,8,0.8531030609823219
264,264,264,1,5,0.7834449275469428,2,6,0.4583681504488587,4,8,0.8352252071648797,6,9,0.5903753345898813,3,1,0.3672042461703607,10,5,0.5921481362433442,2,6,0.3067747083398175,6,10,0.5931682919975487,2,8,0.750646032883602
265,265,265,3,8,0.6083339962602842,3,7,0.743783816415001,2,4,0.5162247312238792,9,13,0.7111226072749232,1,11,0.6185206158791519,1,7,0.2642179471213084,9,10,0.8618438809394009,6,10,0.5120419762582332,2,8,0.8364773037183824
266,266,266,1,5,0.4952599791952828,6,8,0.5003473310817403,2,4,0.8593092024402532,12,13,0.718673404915077,4,9,0.6377879643041726,1,10,0.6091047754666997,1,3,0.6221826646166706,6,10,0.3565838782838511,2,8,0.7818085362452568
267,267,267,8,10,0.6294995263532324,1,6,0.3801807856518684,1,5,0.8091654649732583,2,3,0.5417198674862046,2,8,0.79062867630359,10,5,0.6139762338758726,1,3,0.4960203230648738,6,10,0.47670649948017174,2,8,0.698683451400379
268,268,268,12,3,0.6563746297243092,5,10,0.880992343498817,2,3,0.7003919086778447,3,7,0.6527257432093656,6,4,0.7679392608742656,1,3,0.5562938999266269,6,13,0.592600957446383,6,10,0.6386336281224468,2,8,0.7376869438897633
269,269,269,9,12,0.8565713070979303,4,6,0.5869719501932646,7,13,0.763739912363971,11,12,0.8806182855985792,1,2,0.6782738159169821,2,3,0.572108711864916,7,2,0.6362337626660223,6,10,0.46793237728503967,2,8,0.6785778969657252
270,270,270,11,1,0.5435721265438775,7,10,0.744440795031799,3,7,0.6085211459050035,1,7,0.5881915617133496,4,10,0.7351202605571098,5,10,0.6272621540292467,6,9,0.708400977094808,6,10,0.4505718448386945,2,8,0.2714248294777648
271,271,271,4,11,0.7401839785058801,5,7,0.7740204107376494,12,13,0.2846927913992627,1,11,0.4858904320030194,2,11,0.1189594990016359,3,13,-0.2428627193147488,4,6,0.4208840414655153,6,10,0.36306256569508655,2,8,0.5185159998944809
272,272,272,7,9,0.6544306490072637,4,13,0.4763698430019961,1,12,0.2321571777309077,3,1,-0.0556454590029156,1,4,0.6543160639017547,8,9,0.3428910330323695,1,10,0.3216728016743738,6,10,0.5384504590088373,2,8,0.0955413123516953
273,273,273,1,2,0.1165481148122284,13,10,0.574781898899325,9,6,0.5302082666573809,4,7,0.3019886521804722,9,1,0.4512150464428978,7,1,0.4625806354366175,4,11,0.7324054785662367,6,10,0.18226901358618175,2,8,0.5758103661353643
274,274,274,5,10,0.5036192939725325,1,3,-0.1900868524789465,1,11,0.0760277366106417,4,6,0.6275487505924413,6,7,0.0869733813863571,7,9,0.6132347875548216,5,12,0.5181249853425858,6,10,-0.06860289264171304,2,8,0.1983612024497869
275,275,275,3,9,0.2951473688961622,2,4,0.3157020994975849,7,1,0.0534052027139526,6,8,0.0897766337555353,7,12,0.1836327696423745,1,4,0.3113353957323725,2,7,0.2524030279276253,6,10,0.2472035317299467,2,8,0.2972573808375005
276,276,276,2,3,0.0963852770018228,10,4,0.4346318738365223,9,5,0.1294432572699008,1,4,-0.0967182762455098,3,5,0.4966368769221777,5,6,0.5547586725448093,8,10,0.6231903448074066,6,10,0.106129397907053,2,8,0.150543442889968
277,277,277,2,6,0.2137084515232548,4,5,0.6985321239047793,5,1,0.4014223779731695,8,13,0.1627891496619841,5,10,0.7598255912287708,1,2,-0.6163987887726896,2,9,0.446926064297003,6,10,0.40496447442011874,2,8,0.3200364282491694
278,278,278,4,10,0.6095976974345599,2,6,-0.624721961222626,6,11,0.1945095094697992,12,10,0.5481545884425937,3,10,0.1807972440914071,7,3,-0.125738743800696,1,2,-0.2292262324477882,6,10,0.33253808178946054,2,8,0.2413656090490796
279,279,279,2,11,0.435350535263508,3,6,-0.1036453428496499,2,7,-0.0098739335875024,5,6,0.4498702431827274,5,7,0.4518997367433297,6,8,0.5681889607552609,1,5,0.4746528578033154,6,10,0.04140530713078194,2,8,0.6661702110661857
280,280,280,1,2,0.0472155658331978,1,2,-0.4220529126158929,4,5,0.4183965656083648,4,6,0.3418236749163901,1,10,0.1534947622493468,2,6,-0.2565180427498839,6,7,0.6196626607775028,6,10,0.22037443991262484,2,8,0.259895456262624
281,281,281,2,8,0.3615480322456335,2,10,0.4315911222565547,13,5,0.659423467484927,1,7,0.1225128336224972,10,3,0.5284655918942631,1,8,0.7937556381674827,3,4,0.5246902221167546,6,10,-0.07247408253807741,2,8,0.8170754754704911
282,282,282,1,7,0.2725055310615311,6,13,0.5089127064255341,1,2,-0.2416639218376686,5,12,0.7667801290142926,9,10,0.6355428683199911,1,2,0.0635989847694196,1,9,0.3574181497471804,6,10,0.0768800605176807,2,8,0.7128640018432149
283,283,283,1,9,0.6083255748432483,12,10,0.7733080022295509,10,11,0.5534589717625469,4,10,0.5522270899924973,11,10,0.3735902208448625,1,2,0.1571636502635114,6,11,0.3149913611384349,6,10,0.2257206051978392,2,8,0.329216293401755
284,284,284,2,6,0.5638064253017523,7,4,0.6789199273489963,4,9,0.6707100340760166,1,6,0.4304807196946736,10,13,0.5832539356705725,13,2,0.5647088060638921,9,12,0.7888557143526004,6,10,0.6208372418175987,2,8,0.6156853476142923
285,285,285,2,12,0.626677869079809,5,10,0.8313706157996947,6,7,0.6002781196069791,2,6,0.497205555218939,1,8,0.5978858683794301,4,12,0.7147304019368976,11,13,0.5711611135415104,6,10,0.6369970766539785,2,8,0.7327588166281407
286,286,286,8,11,0.9373377375007546,4,11,0.7602273387353333,1,2,0.4973677599261786,4,9,0.880314593366591,1,6,0.2692636163263993,10,11,0.5341408555642692,1,3,0.4804022690224211,6,10,0.3882337734219411,2,8,0.6481699972627459
287,287,287,5,3,0.8560794290358055,6,10,0.2840028424340466,2,5,0.642016637046794,6,8,0.7245626740224593,2,8,0.7474129993917605,6,5,0.6111133625894938,9,6,0.4451744203822549,6,10,0.4066181366951379,2,8,0.6827942072510041
288,288,288,4,12,0.8874258377575175,1,12,0.5298413926205114,1,2,0.4582233906064133,8,5,0.8541657415783226,9,7,0.6449285002589631,6,11,0.7604572722254892,2,6,0.5316773012204115,6,10,0.26294095349546753,2,8,0.6686968424139587
289,289,289,1,6,0.5543045768852952,2,6,0.3282736968187496,7,3,0.5019826576638048,6,9,0.6000320519485817,7,11,0.8643234214346653,1,6,0.504455844675165,13,3,0.5786678685216561,6,10,0.32333578539515206,2,8,0.7269164217946559
290,290,290,2,5,0.622251568780673,3,6,0.6431604514111473,4,9,0.8674422349930744,4,9,0.8934394998072137,1,3,0.6575207794055169,6,8,0.8872172186993857,4,8,0.831574876960057,6,10,0.44972755068828973,2,8,0.7140612461054786
291,291,291,1,13,0.5277048686898674,1,3,0.6315762928706632,1,13,0.6266093888266243,3,13,0.5363461088733955,6,10,0.5954936032078626,2,7,0.5239631082896271,1,4,0.6123165526343746,6,10,0.374184645004925,2,8,0.6800434490002086
292,292,292,1,3,0.4326354357794281,13,10,0.6568768635868447,10,12,0.7255235704733386,10,13,0.6302534629268621,7,10,0.7834436308893686,3,5,0.8883531677546879,3,9,0.7162364807674513,6,10,0.5935960424175336,2,8,0.8481992643795202
293,293,293,9,13,0.7096831718236936,12,6,0.8671163672805126,11,10,0.7260820758790046,1,4,0.7585020615024824,6,11,0.687713603350631,1,6,0.1739835126521651,1,9,0.645870107333153,6,10,0.628903478926164,2,8,0.7848793742970794
294,294,294,1,7,0.6034201295372206,2,8,0.6303707502755314,2,8,0.7639575410092958,6,11,0.7175259768609801,6,12,0.5995476439372271,4,7,0.8764451398333905,3,2,0.4823099880247312,6,10,0.5004937682991051,2,8,0.5919473295213392
295,295,295,1,3,0.4718705946155305,1,11,0.6096640451690867,6,7,0.7649471516159528,1,3,0.3803045976930768,10,8,0.8035035956660393,6,7,0.5166654254299949,10,1,0.4873199984326973,6,10,0.4374622584298211,2,8,0.8763062854827863
296,296,296,9,10,0.7241748242314678,11,12,0.8612003277517776,3,13,0.4917167765009301,4,6,0.6577223686754841,5,10,0.8473693424019056,6,10,0.0457863074959777,11,13,0.798053578735324,6,10,0.44843547813204654,2,8,0.3950071720579934
297,297,297,3,6,0.1409647006691464,9,13,0.5925835465524067,4,6,0.3172741565680207,2,11,0.6407179711907456,9,1,0.6109289299518588,6,11,0.6030392485338184,7,1,0.4584809402327636,6,10,0.4684691729737872,2,8,0.6563693648144898
298,298,298,1,3,0.2050984867540326,1,9,0.1227285590194279,9,2,0.536580955148902,2,6,0.2564241783233248,3,12,0.6748508329808176,6,11,0.5283511255288799,1,9,0.5354185015450849,6,10,0.6332924414854149,2,8,0.5856059422927101
299,299,299,6,8,0.7166808796919215,6,8,0.6991156019197127,1,5,0.4271002182919676,10,5,0.5701015761116346,6,8,0.5398712626625978,3,6,0.6217317822814752,6,10,0.3560506019558164,6,10,0.02598072735369472,2,8,0.7058553793486635
300,300,300,3,5,0.6846815336192305,9,11,0.8356181864267813,6,13,0.3233328475205951,6,1,0.0586153740706727,1,7,0.4637913666410984,6,10,0.6112539682494886,1,9,0.324804900083552,6,10,0.28895822835405727,2,8,0.4399957913046602
301,301,301,4,13,0.2362923078577358,6,2,-0.0178923693825585,6,4,0.3656283659098499,6,7,0.4903836425148032,2,3,0.2011525017702984,1,4,0.7558178507813185,1,9,0.5445743309395348,6,10,0.11822897208021799,2,8,0.5767260531173627
302,302,302,2,12,0.3295167330092083,13,8,0.6270381781709303,2,4,0.6811666594891208,6,13,0.0983243770684085,11,13,0.6609973636621792,3,6,0.3984276233554129,6,9,0.2262099782347327,6,10,0.32683230553669407,2,8,0.6884685816323484
303,303,303,1,3,0.2274775166777489,12,11,0.778681356934346,10,2,0.5380846595164347,7,11,0.6105997978391088,4,1,0.4052880747113601,4,8,0.8447742715805964,4,7,0.6027125138511538,6,10,0.1220463912655203,2,8,0.4820787119757812
304,304,304,2,6,0.2846017960638598,10,2,0.3395128503617295,6,9,0.5281584982318877,1,9,0.650307082781839,3,9,0.4990198372620862,4,10,0.5278350775912655,10,7,0.4671199092127582,6,10,0.32662540238286275,2,8,0.4490834743079552
305,305,305,7,8,0.410912899999858,3,10,0.3262717598107193,4,12,0.8258083487355767,11,3,0.476007087129664,3,10,0.5688657776389502,6,10,0.0144402749809056,1,5,0.1479910042652714,6,10,0.6042097278693166,2,8,0.6778240039735
306,306,306,4,6,0.762692458314816,7,5,0.4909188658471332,4,7,0.9173488598339042,2,6,0.2520516853108328,4,6,0.6350285542699622,1,10,0.2455274801173459,10,11,0.4535085194962166,6,10,0.3681931511155403,2,8,0.7648334238135928
307,307,307,1,4,0.5723781840863454,8,7,0.6754375475619834,1,9,0.6359111632367844,2,9,0.5791101544798152,1,11,0.7801529259595761,3,11,0.7192306007470066,6,9,0.3847247803320104,6,10,0.1516072962984939,2,8,0.3904337732887073
308,308,308,9,7,0.7934177814586554,4,2,0.6929567283086179,1,7,0.4307597665806683,10,11,0.618976057161122,6,7,0.6721615909751095,7,10,0.5743508891964603,5,3,0.746971512222063,6,10,0.623370501184817,2,8,0.6499440002807831
309,309,309,4,11,0.8781632637800013,6,10,0.3488898031003432,6,9,0.5727766495767408,5,7,0.8923572590714081,7,4,0.635986697797473,12,5,0.6926445467989428,7,10,0.8713019532274469,6,10,0.5062825959795252,2,8,0.634726437134542
310,310,310,6,10,0.6483369309746203,5,6,0.3561907711550209,9,10,0.8257345204845659,2,5,0.6196080198129237,6,12,0.608484902860372,5,6,0.6815615523005814,1,10,0.3245294191299712,6,10,0.18187981372816475,2,8,0.77556867629464
311,311,311,6,7,0.6682534913813816,4,6,0.5278432928959498,2,7,0.5138127153586614,4,9,0.9704032653390368,1,10,0.5018950978497344,6,2,0.2244493486077529,1,6,0.6324115839335539,6,10,0.4343453867506911,2,8,0.8292253647455237
312,312,312,2,4,0.6031668109902681,10,13,0.569919398186047,2,9,0.4856553614565706,9,11,0.8580352231453298,6,10,0.6889222088099926,4,7,0.7390632026825201,12,13,0.7000094434228659,6,10,0.5576402709474757,2,8,0.5216792231064882
313,313,313,1,5,0.6910859922461072,9,10,0.5674902413903136,2,3,0.4697377319190682,3,1,0.3963510883272512,8,9,0.9654371960498456,1,6,0.2893927268820788,10,13,0.7805185645153547,6,10,0.5766269696081476,2,8,0.8594361551256409
314,314,314,5,8,0.881653873410935,2,8,0.7075879137148228,2,3,0.6648709708496254,7,10,0.8907658070069356,1,2,0.55232502781139,2,9,0.7723989843471237,6,3,0.4850585613632042,6,10,0.5117162106818898,2,8,0.759895892644459
315,315,315,1,3,0.5542001628479999,5,13,0.7943177319543197,10,13,0.5144363768235485,1,11,0.7954212025045098,4,6,0.7630526312270594,11,13,0.7384071153307122,3,6,0.4860053461094227,6,10,0.5262882110031606,2,8,0.829072409640506
316,316,316,3,2,0.6430528093115995,10,11,0.6529585958493782,1,10,0.5503462449653455,1,8,0.7145792126607509,1,10,0.6768170357488034,5,7,0.931793714142011,1,3,0.5149010562440239,6,10,0.5672320752328077,2,8,0.6903145891371452
317,317,317,2,9,0.7076063697811097,6,11,0.8551809258664216,3,9,0.8233606306733802,2,4,0.7796762008292419,1,5,0.7779735818800027,5,6,0.7588251993082533,11,1,0.7678400249148275,6,10,0.38839989096227034,2,8,0.8527730478303193
318,318,318,3,12,0.668315130553549,12,2,0.586111347826461,3,12,0.748690488529637,10,3,0.6655178334839059,1,4,0.7906753151946322,2,11,0.7351509880959222,6,9,0.6387636960142862,6,10,0.5371234802638192,2,8,0.6178154206361854
319,319,319,8,9,0.6123984257562077,2,5,0.6463392878980141,5,7,0.7318035905777968,6,8,0.7117381761016699,4,11,0.9111734480744598,10,12,0.7347195601157713,6,13,0.1625251430162533,6,10,0.4708513458478897,2,8,0.4894070298054042
320,320,320,6,7,0.5382024143132176,3,7,0.4282275826570069,3,5,0.5778446462427771,9,2,0.641688059732126,1,10,0.423430330025704,1,8,0.4002294037424105,1,10,0.3906586749433227,6,10,0.7234384853440191,2,8,0.5965561384976428
321,321,321,1,4,0.4320084151287685,8,12,0.4444476884628444,2,7,0.5276814413394229,6,12,0.7311547661580062,10,12,0.7180747621691084,4,6,0.7677370793521441,1,2,-0.193104740456866,6,10,0.6230716246410377,2,8,0.6046432427123806
322,322,322,3,6,0.3557808124527781,1,7,0.5158519264678028,4,7,0.6134658755726057,12,10,0.7141347456412401,3,5,0.4843861169143966,9,6,0.5706205187217089,3,6,0.2492139965664631,6,10,0.4149912909532485,2,8,0.2670644711060077
323,323,323,13,6,0.119368527095968,2,4,0.1492236443663313,2,8,0.5635602756144358,2,9,0.1407409024571111,3,4,0.4195215284368109,3,9,0.18680050096412,5,6,0.50693847936508,6,10,0.18715527673517163,2,8,0.7650790260755214
324,324,324,9,5,0.8625631733323615,11,13,0.6037537372946161,3,6,0.130392914802655,7,10,0.2290033684205868,1,3,-0.3350526567807641,3,10,0.3856487308842994,2,3,-0.0916573163135976,6,10,0.1721105479569015,2,8,0.3359567196725088
325,325,325,4,1,0.5479313027462249,9,12,0.2935214398684476,6,8,0.6182362573162479,2,3,-0.1042386810350819,1,3,0.0827324218609832,2,3,0.0208621435724873,9,12,0.8231442323948676,6,10,0.041209870942131244,2,8,0.4851771957459028
326,326,326,1,6,0.3524194978997864,7,6,0.4542196546141115,3,8,0.6792354935765952,5,6,0.3578087238827151,1,2,0.0962669931544477,1,9,0.1409554368727459,5,13,0.3895705815508078,6,10,0.4746169275136225,2,8,0.6170857765743893
327,327,327,3,8,0.5786812022204202,3,13,0.504569940325146,9,10,0.4553317949691016,9,1,0.4549555761742244,4,8,0.8850893341795769,7,3,0.6833331353276507,2,3,0.3104404027567821,6,10,0.1503708130181638,2,8,0.4065062513695238
328,328,328,10,5,0.4179710037473908,3,6,0.4518023603279477,4,13,0.5431765173321725,6,1,0.3890860399087354,2,4,0.469135156688911,6,10,0.2443398645919818,10,6,0.4084460043037172,6,10,0.38065498163231903,2,8,0.52813802756118
329,329,329,8,9,0.9340591347521272,3,6,0.6119823470762161,1,6,0.1276033393653783,8,3,0.9018509827526334,6,9,0.5634385203044736,7,9,0.6136041472442245,10,5,0.8311057733388547,6,10,0.5222128331220961,2,8,0.4105864206944438
330,330,330,5,7,0.8661774831317824,7,1,0.5427940181374817,1,7,0.6183213068830972,10,6,0.5283648751341437,1,6,0.389272631423214,6,7,0.7866522323286191,1,12,0.6116248855593601,6,10,0.6509084615717218,2,8,0.6212616401186434
331,331,331,1,5,0.7758348854654583,2,5,0.5048495643861016,13,1,0.300890504508668,1,7,0.5281225437013479,2,5,0.7454648406389359,8,5,0.8776533094991643,3,6,0.3628608882458846,6,10,0.1794701355750794,2,8,0.7740928746673456
332,332,332,1,2,0.349724221136439,6,10,0.5098727667355316,5,4,0.8484533997997257,9,11,0.9564827730142016,1,2,0.1665778567392357,2,5,0.6244792670368216,2,6,0.4204595329307742,6,10,0.44782292581574,2,8,0.5837356982600839
333,333,333,4,5,0.8714096476602453,8,10,0.7916012960985427,1,6,0.1949898765597775,6,12,0.704820581502929,3,5,0.7640639918173533,4,9,0.8567932209407969,6,10,0.2085123167563243,6,10,0.5405653976919792,2,8,0.7701204070083634
334,334,334,1,2,0.3390216691043838,1,9,0.7109457605452372,3,9,0.7348630248366196,1,4,0.4718918488467428,4,9,0.8738623540474899,4,6,0.6895914591626003,1,4,0.8054153814276029,6,10,0.5813838300502228,2,8,0.5837965195988732
