,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-r,b-a0,b-a1,b-r,c-a0,c-a1,c-r,d-a0,d-a1,d-r,e-a0,e-a1,e-r,f-a0,f-a1,f-r,g-a0,g-a1,g-r,top-a0,top-a1,top-r,h-a0,h-a1,h-r,i-a0,i-a1,i-r,j-a0,j-a1,j-r,k-a0,k-a1,k-r,l-a0,l-a1,l-r,m-a0,m-a1,m-r,n-a0,n-a1,n-r
25,25,25,25,25,1,2,0.507177453209188,6,10,0.8801584950913561,6,4,0.5376518963840541,4,9,0.834757135313343,9,11,0.7058249417353523,3,4,0.667621530951604,4,6,0.5514373120221344,6,10,0.2320123317348026,1,3,0.6284011968471056,4,9,0.6884669521199428,2,3,0.851433052832276,4,6,0.5504841884966304,7,11,0.901930696691186,7,6,0.7367853568994333,9,12,0.8913456498162907
26,26,26,26,26,5,13,0.48213148353413904,4,2,0.805181065310318,3,5,0.7469365498151721,3,4,0.8928415836407064,3,13,0.809407917825788,9,10,0.9347186839068092,5,9,0.871361194356876,6,10,0.6802764318909899,1,4,0.6506035695523464,4,10,0.7525010819062179,4,13,0.543195597912025,2,10,0.4685627713479049,4,6,0.6399877241518483,5,13,0.8302113274284779,5,9,0.8876791874575318
27,27,27,27,27,5,6,0.5777653557068643,6,10,0.645775851238152,9,12,0.7061408494070333,11,10,0.6176480543951326,11,12,0.5368856781021636,13,1,0.29837406245762266,4,3,0.8546780765860043,6,10,0.7726822525536943,3,7,0.9021294632183585,7,13,0.8502435844520908,1,3,0.7095052324674416,7,9,0.915930190630186,11,12,0.9044522663353852,6,7,0.8208969494332377,2,13,0.5705758723665928
28,28,28,28,28,9,6,0.7307700550759302,2,12,0.8804443087341026,5,10,0.7996733078848726,8,13,0.7085514456595137,4,13,0.32572735215172255,6,8,0.5795835935067959,9,2,0.9566118548840947,6,10,0.6033140940480304,4,7,0.5992792107299186,9,11,0.8477786396404965,2,6,0.575504055296945,9,12,0.6883983976404282,5,8,0.9149216868739368,1,4,0.712926714556584,4,5,0.790579965246957
29,29,29,29,29,3,8,0.9267738715424422,5,8,0.9062630146999974,2,5,0.6252354275892221,3,11,0.4703412404617494,1,12,0.8290430082234588,4,5,0.6283215361465669,3,10,0.8563804842541125,6,10,0.5196080588381622,6,11,0.6036041821245068,6,1,0.5210605567904246,2,10,0.8099578844131001,8,12,0.7872805706136266,7,9,0.6448241843437952,4,12,0.7188101987159023,6,8,0.7560405166123906
30,30,30,30,30,9,10,0.7746823701162906,4,5,0.4770268289132057,4,5,0.6514857702967816,6,9,0.6685513675838808,1,5,0.5928702633401335,6,9,0.7812388006571158,1,7,0.5095329707083356,6,10,0.6021876655973599,2,6,0.6788206781563659,5,11,0.8006500628078175,6,5,0.5304781661318003,1,5,0.8124125423148255,1,7,0.5809944419659192,6,7,0.5856166384654962,3,10,0.4718591065323211
31,31,31,31,31,4,10,0.4811300575037071,12,13,0.16793464606181563,2,8,0.43540058552086536,4,10,0.46645479078382557,4,9,-0.05823726971897747,7,10,0.6291779687268821,3,7,0.6839932405739323,6,10,0.3237846159968545,2,4,0.3670991973607308,2,8,0.6363064633498615,3,7,0.841595169691235,9,1,0.4097343837040637,9,11,0.7956419786333797,7,9,0.4953936686459854,8,10,0.5505327051042075
32,32,32,32,32,4,10,0.4329210926987639,3,6,0.47286929309532866,12,10,0.5968047242177574,11,12,0.5356303752890775,5,8,0.014948871737413993,4,13,-0.04638698884570758,6,11,0.2842013168138,6,10,0.4703791133853153,4,5,-0.15309827337440618,1,6,0.28630918140174266,8,9,0.43028796425940263,3,8,0.5663951455136821,9,11,0.4112169437267799,5,7,0.7680894565936914,3,4,0.112604787403115
33,33,33,33,33,8,10,0.7332590952024558,4,2,-0.26094854655314625,3,8,0.5788336724680775,4,10,0.6915081208996119,11,13,0.4704072309085988,4,11,0.5123105994444257,10,11,0.6023963746561474,6,10,0.639961815170623,1,5,0.25118321916484954,6,7,0.6622307309826262,2,3,0.895741213009536,3,4,0.4597181407949828,3,5,0.4025620205243877,10,3,0.3171149157181254,5,12,0.58495846187018
34,34,34,34,34,4,8,0.6823735133333059,2,7,0.747627266985044,13,2,0.40227068186940607,6,9,0.4230385214915805,5,7,0.40453227393797586,4,8,0.5141039794067317,4,9,0.22968389922855326,6,10,-0.0032971496523619,10,12,0.5257678282254391,6,7,0.5527011421414473,6,12,0.6360251928184993,9,13,0.6418871755230093,7,13,0.4924771701692573,7,9,0.7464791394222652,6,3,0.2716260534705652
35,35,35,35,35,8,11,0.6943292790759463,9,13,0.41206586906502574,4,8,0.37864588454741255,5,9,0.36597721802404803,3,12,0.909990138214579,2,10,0.6065854037451889,7,11,0.7820750662647196,6,10,0.3071306153278945,5,12,0.5182845448737226,8,4,0.2175329474929112,12,6,0.5169140057147014,9,13,0.3549096293287727,6,4,0.5204962931093606,7,13,-0.0608588059375134,6,13,0.5258632802654883
36,36,36,36,36,12,6,0.02538525574640771,3,13,0.17317636608120823,5,10,0.29491434179018483,2,4,0.3966263758345533,13,12,0.20627872632868616,9,7,0.5331096841994537,11,7,0.13273259580252972,6,10,0.7278421753289109,6,9,0.5227993500421597,12,3,0.39249051470324203,8,11,0.2595175651499607,5,13,0.5978591597245277,6,7,0.3376765783984972,6,7,0.1809057630924824,1,2,-0.155493341411343
37,37,37,37,37,1,8,0.5680376997389995,12,2,0.9137050758882701,5,6,0.424010224723818,8,11,0.6899778901247114,4,7,0.09578188410668176,4,7,-0.08757396906782122,11,13,0.1296614772225676,6,10,0.3624960457347294,2,3,0.71541439293324,13,1,-0.3062394022243462,9,1,0.24252124469053982,13,12,0.2886017005814347,7,8,0.6588058838851055,4,6,0.4533416584881194,7,2,0.0650685206378391
38,38,38,38,38,4,6,0.2871624561499755,3,6,0.27829338978129314,11,5,0.43150514490657355,1,8,0.10367287910824208,1,4,-0.43779397741057524,2,13,0.47677135943318816,10,13,0.14683464956739456,6,10,0.2864949317284342,6,7,0.6423322949202139,4,5,-0.09349508149454944,8,5,0.3901834007932301,6,10,0.290674544087335,3,10,0.0679164228853881,5,7,0.6687038778888571,4,11,0.6410658305937917
39,39,39,39,39,10,12,0.8802694229003762,5,7,0.6471683684500726,2,4,0.6817459367307462,7,8,0.7817754467458369,6,7,0.3772450927100217,7,10,0.7690132377749066,2,5,0.7521187628842689,6,10,0.1360027975139508,1,2,0.49642804282571174,2,3,0.7596321394476234,7,6,0.3225394789421666,1,5,0.4723377030592585,8,12,0.57903957897488,12,5,0.7493233892931677,1,13,0.4247772858850532
40,40,40,40,40,9,11,0.533835645086052,8,4,0.8990409751589168,6,8,0.5971315422592014,1,3,0.4621354802222529,2,1,0.7049972589356053,6,8,0.7289762869031913,3,4,0.6177418229498821,6,10,-0.0311603453514313,3,2,0.4862708211198783,12,8,0.7043153218065256,1,8,0.6010875258301729,7,8,0.8200901859595779,5,6,0.588144201286747,1,7,0.5119734274462021,5,7,0.8489073028571629
41,41,41,41,41,11,12,0.7357891752860772,9,10,0.8725210508382673,2,10,0.904069956511551,8,13,0.5757129548997953,5,9,0.5960566967663097,8,9,0.9274944892626715,7,11,0.4833234316161321,6,10,0.1567088013715453,2,3,0.8701348628726607,5,11,0.6426150941646459,8,10,0.7889112098621767,6,7,0.4424544531164021,5,7,0.8482016049183441,3,11,0.676888249019243,4,9,0.8535692446995211
42,42,42,42,42,5,12,0.773216898447571,2,3,0.8062043877727711,2,4,0.5292487340062402,6,13,0.6304325859741043,9,13,0.8205345487237129,3,8,0.9728906375657876,5,8,0.7054539148786809,6,10,0.5318648767886078,4,8,0.7322557479103311,11,9,0.5251747403590341,1,2,0.5984807963018384,1,4,0.7753928309961757,1,5,0.5908481311689788,1,7,0.6717001813259796,4,11,0.8652486517758605
43,43,43,43,43,4,7,0.7839919097107687,1,7,0.447565300187603,8,10,0.8138900024339786,2,6,0.45428057185931137,4,6,0.14833515849604062,1,4,0.3415985115426353,3,11,0.833930677605605,6,10,0.1406463050075985,5,8,0.6164393199420668,2,5,0.7648748717040904,6,8,0.7776992399990221,3,6,0.5468478172777803,10,1,0.220865660242865,6,12,0.719189284982608,10,6,0.7538609640729375
44,44,44,44,44,7,8,0.8770431926154656,8,6,0.6378127409085105,4,10,0.5937563830365858,5,10,0.672393218976991,10,6,0.782993841477917,5,8,0.8294646860200213,4,5,0.5683403136252092,6,10,0.4729956806069529,9,11,0.7086156070586618,1,13,0.29319273168130666,13,9,0.7225537770663952,7,1,0.5726911553368845,7,11,0.7925562342768828,4,3,0.7007906722948329,5,8,0.8454341485447601
45,45,45,45,45,9,1,0.610362347811769,4,10,0.7379206600051057,12,7,0.7224250832948413,2,5,0.6197676214887473,1,12,0.4969457908608339,1,2,0.3323852255058447,6,12,0.5473496988755269,6,10,0.1701366580158791,3,13,0.5306988627758598,3,5,0.7467894380101787,10,13,0.6549955906736333,1,6,0.2917456923816465,4,5,0.897804894425517,11,12,0.5966435237446231,11,4,0.8213000832580157
46,46,46,46,46,11,13,0.6379461988088928,12,4,0.6468309503118781,8,2,0.7688485950115351,2,11,0.3915072961458138,9,11,0.785542700794592,8,13,0.5787545660667964,13,12,0.7049181723639742,6,10,0.1869320261035296,3,7,0.8837285873196152,3,4,0.490726850350779,11,12,0.6047080319354391,13,5,0.8465090186008177,4,5,0.9121583969673162,8,1,0.5461931234339936,12,11,0.7762705003269519
47,47,47,47,47,6,8,0.7302959218609322,7,10,0.6886273730888558,9,5,0.7997913276371953,3,4,0.730627698884866,3,9,0.837349613357635,7,9,0.9541593398963674,5,7,0.6148115253122111,6,10,0.5876346391656252,5,9,0.8547442813231879,3,12,0.6345507566748989,5,13,0.2614933613308942,3,12,0.7831794658422144,11,12,0.7701474535968498,9,10,0.5326509568870587,3,5,0.7865190025702461
48,48,48,48,48,1,5,0.3893917867417921,5,9,0.8363141655922586,2,13,0.8005238728021387,9,10,0.8311909098270294,7,9,0.7729134574525609,5,12,0.7382456225587083,3,5,0.46234604136104474,6,10,0.6404066374508207,2,5,0.5889009841801791,1,10,0.6512919572177025,3,4,0.6006187393594138,10,11,0.7384418799251065,6,8,0.5196231199137031,1,9,0.609633099050062,11,6,0.8865737797976538
49,49,49,49,49,9,11,0.7987923845636902,1,5,0.42447809408493176,2,5,0.6584252757260113,4,5,0.1765320648096289,4,5,0.699910154184025,4,7,0.6073952051917593,10,11,0.7799655572271373,6,10,0.6118736232113032,4,6,0.6486511970251587,12,10,0.6598000322444987,4,5,0.43434694898670245,13,2,0.6880353325981644,1,3,0.6903646573203124,6,10,0.5706515659821125,4,7,0.7480320265081744
50,50,50,50,50,4,11,0.7725675770222419,12,10,0.878562166010785,3,10,0.9126720971117619,4,12,0.5983805114860791,1,8,0.5742399269023687,12,8,0.887549335105719,1,4,0.36785884395066915,6,10,0.4478940782520655,4,5,0.6569108819584257,6,8,0.5574480070517949,10,12,0.8783961647525514,3,4,0.8074383659899975,1,13,0.1311240951169412,8,11,0.8971655672669889,7,9,0.9094862979142776
51,51,51,51,51,5,11,0.33769731462157415,2,7,0.7660951413605426,3,5,0.8097915680716665,13,10,0.7255028803610053,3,5,0.5890834431552252,7,8,0.7858015538829037,3,5,0.5636205480922674,6,10,0.3715277439553844,5,9,0.7215972676544424,7,9,0.7068335266346919,1,4,0.7188678497309813,7,9,0.7355752879753061,3,12,0.6491762152813811,4,8,0.7379379282393262,2,5,0.7312722848383852
52,52,52,52,52,2,10,0.9322695909050294,1,7,0.7564581473786525,2,7,0.9319818984424271,4,5,0.19086643556711003,1,6,0.340520624943741,12,11,0.7754336605275257,4,10,0.6787585583124519,6,10,0.3378458758502174,7,10,0.7047151538054799,4,5,0.5846997141164149,5,8,0.8004493731080478,5,7,0.7699857964933629,5,2,0.8303761647826333,4,5,0.9156532412289202,10,13,0.3978671251771675
53,53,53,53,53,4,7,0.904026523793627,8,7,0.7942850173350549,9,5,0.6789676357327347,2,4,0.7773256097879366,1,6,0.10462977642131799,8,13,0.8219973664227394,2,4,0.8462313835419608,6,10,0.1983075835319476,3,5,0.818850803167468,1,3,0.5483110520077628,9,4,0.6628141835952227,4,13,0.7822343294931503,6,7,0.5790249268190175,3,10,0.5050797431354023,3,11,0.5587702208803562
54,54,54,54,54,8,9,0.8941854713945189,11,10,0.6008353907250943,13,10,0.7007597598619154,7,8,0.7193319484680503,6,10,0.6728479088271209,11,8,0.7805314608565315,13,2,0.6154732305463875,6,10,0.587787990197676,2,3,0.6632478444523722,4,8,0.6525296018498528,1,11,0.5692651406001934,3,8,0.6067835001423808,8,13,0.8798422173804362,2,3,0.3748219732755994,2,3,0.446248734858728
55,55,55,55,55,2,6,0.35775852579404555,7,13,0.5896976687347779,12,11,0.6258622529628146,5,11,0.7196910188945128,1,6,0.6125386734240126,8,12,0.887968504375809,2,10,0.5801965479791739,6,10,0.4233573674591908,11,1,0.34913804517742153,2,1,0.7820398038154917,6,12,0.7315425383010814,1,5,0.4689057252879403,2,6,0.0334355803690511,2,3,0.363077018428333,5,11,0.6728094490228366
56,56,56,56,56,3,10,0.8143277038034938,4,2,0.7493329642239779,6,8,0.7353429123766113,10,11,0.32808401746833005,3,4,0.7910998041006623,13,7,0.6618941795910571,5,9,0.7191144399617206,6,10,0.5857987844109052,12,3,0.8808222719517869,9,2,0.8686050053549155,2,6,0.48390508960872336,9,13,0.7797925087678561,10,11,0.6292610939890744,1,3,0.5240936895253584,9,1,0.2861938772244211
57,57,57,57,57,9,10,0.889326485325057,2,5,0.41534200221130824,2,8,0.6520959487670577,4,5,0.4562953125705813,5,10,0.7764024594454774,11,13,0.5388755109910638,1,2,0.7864131230385918,6,10,0.3628585616044126,3,9,0.6086417851901126,4,12,0.753651411013287,4,10,0.6481244029559716,1,4,0.4768351272068853,1,4,0.6155369406960797,5,10,0.7045789642985223,1,4,0.6009455143554945
58,58,58,58,58,4,6,0.6259717788521155,10,12,0.7868956473373276,5,9,0.7030553561883728,4,7,0.7117730796476882,11,10,0.43570696490404914,4,11,0.33255659366247003,10,13,0.6415777261496791,6,10,0.4573442906306314,13,9,0.7263009738566194,4,5,0.40605885474930725,9,10,0.7917092497365852,1,7,0.6267681247255624,3,8,0.7591386937374685,6,7,0.55043565216758,5,9,0.7586988988573975
59,59,59,59,59,1,6,0.4294865351791015,6,7,0.7194844152760408,12,9,0.8626693627726671,3,6,0.6434816093435791,9,7,0.8525756771704356,3,6,0.6183936292568759,1,9,0.7566617738888641,6,10,0.4207011855987439,4,8,0.7804009411552936,5,8,0.5925903988813257,1,2,0.4197066208482446,13,6,0.3240168093938984,6,13,0.5217907416594288,8,12,0.5680917094632216,5,6,0.7566136831031811
60,60,60,60,60,7,8,0.8203023792678725,8,11,0.5609594515201355,6,12,0.5923563841734281,11,12,0.5648781004269676,2,11,0.3974107217589604,6,12,0.5381280876837617,9,11,0.4204478162460782,6,10,0.1845498316493643,9,2,0.7472429382021062,1,2,0.5101071016684233,1,8,0.694767726122433,6,11,0.706669196048491,3,6,0.3465420835296037,7,10,0.6413513137338724,4,1,0.575211063692822
61,61,61,61,61,9,11,0.3691861303995718,10,13,0.6696595324533546,5,7,0.699150603998932,2,6,0.6224170972673972,4,13,0.3802445751339538,4,6,0.5389741831841259,4,5,0.4576321027779544,6,10,0.5351017490346426,9,12,0.9148013709193706,2,8,0.8496011217081887,6,9,0.7767051755765235,1,3,0.3827456602101595,4,5,0.650388698378837,3,4,0.7781603405284303,4,6,0.4590926969343304
62,62,62,62,62,7,9,0.7661536756362629,5,8,0.5265220822515078,6,8,0.5510481527813079,11,10,0.7117836547017412,2,8,0.7404800425093775,6,7,0.31002793561220565,7,11,0.6220596933822113,6,10,0.3284461978130835,12,13,0.704267481537,3,7,0.869558509017487,9,2,0.7005427221264797,5,13,0.7616118693907994,3,12,0.6679710732634787,5,7,0.6407961498162651,4,9,0.5487731251212589
63,63,63,63,63,1,3,0.6268717024780528,3,4,0.7442487506792763,4,7,0.5017986435269906,4,5,0.4527402699420261,3,5,0.6310953432553019,8,9,0.6730015501836152,7,10,0.9326561095941036,6,10,0.2826069905804571,6,13,-0.06982417906956506,7,13,0.24010218480093737,6,11,0.27533690073794936,13,2,0.4900576165528428,9,13,0.6795968878159033,3,6,0.4805573744891176,4,5,0.8589588845118473
64,64,64,64,64,2,9,0.6787437851557212,11,12,0.8144210238242333,2,8,0.8528247596121566,1,9,0.5645908092680043,3,11,0.8664477649697857,12,4,0.5838320693508373,9,12,0.8902325362960005,6,10,0.5206465862456628,1,6,0.09625183557990402,7,8,0.8438396021260158,2,7,0.7687111839592256,10,11,0.7042629193570931,2,6,0.6297425406182086,10,13,0.6622193570405708,4,12,0.7204000359541575
65,65,65,65,65,8,10,0.8216082548679464,6,7,0.6317465363154614,2,4,0.5949619834320812,8,12,0.7522084796771247,4,12,0.80194764439798,7,9,0.7909710622805036,4,11,0.4189759747552617,6,10,0.0556365563527285,4,8,0.7170711217650056,3,9,0.8254331800794346,5,9,0.6039393530078443,5,6,0.4439206898371428,3,10,0.7034577509672808,7,10,0.419385267054535,3,11,0.6911622323295117
66,66,66,66,66,1,3,0.667565848637008,4,8,0.8426749665914451,4,8,0.6342184323487162,3,10,0.7671299421070191,8,4,0.594832559768209,5,2,0.3842465616402214,12,2,0.6638358439112306,6,10,0.4827671171009973,7,6,0.7454598814772282,1,2,0.5109483425126798,4,13,0.5306232516224615,2,9,0.5192128089756358,9,10,0.655728194986939,5,11,0.8412909717072965,1,5,0.685331120608446
67,67,67,67,67,8,11,0.7305876168314929,6,7,0.6938359939950665,5,12,0.7507000042741792,9,10,0.7335551518919676,5,9,0.8364787651785326,4,6,0.4784253882696886,10,12,0.7191023729428627,6,10,-0.0056893317568642,5,6,0.6242332893357252,3,12,0.9459501977895275,5,7,0.6300502947366962,6,3,0.2667506908305068,6,12,0.4571868809463095,5,2,0.3537374791022312,7,9,0.739707265344258
68,68,68,68,68,11,10,0.6785047131131079,8,1,0.6324561596934837,5,6,0.5785948138058651,7,8,0.8644841429934825,5,10,0.6972476608668776,2,5,0.7651191501085146,7,8,0.8975052869375888,6,10,0.4511173548174512,2,11,0.2922165261318994,11,1,0.5884851989497601,4,10,0.7898853957431002,5,9,0.8916481835739746,4,7,0.9356883981035315,3,5,0.6425850239662454,1,6,0.3593407494818793
69,69,69,69,69,3,4,0.7378900088365687,9,10,0.8848763370664522,3,10,0.915585858121433,4,8,0.6079812333529149,5,8,0.8206453409204827,1,13,0.4531817267180863,5,7,0.7318941062305431,6,10,0.754752996021651,1,2,0.6535406404338001,5,11,0.5250927475624625,3,5,0.7863094771207182,8,9,0.6663359767765029,2,7,0.5119886531981538,6,7,0.6138929137178679,12,7,0.7157411567579857
70,70,70,70,70,2,9,0.8558674543353118,13,4,0.38227299740429765,7,10,0.862428609048173,5,12,0.6321497193341068,4,8,0.8019998139569389,7,1,0.4219472521593669,9,7,0.8327132945118129,6,10,0.6674923499918781,1,8,0.7313039449719723,5,8,0.7083680991531942,13,4,0.5713873042665801,2,13,0.558227711060195,11,12,0.7089299863751558,2,11,0.6307774320790647,1,2,0.4897859188380969
71,71,71,71,71,4,5,0.4639924721739559,2,4,0.6209508670056335,5,8,0.6771105862461732,12,6,0.4580812355124346,13,4,0.6770125887029799,9,12,0.7480448512648021,6,8,0.5828566113396073,6,10,0.5033071263536807,2,13,0.7161318651462274,2,5,0.7943801731539644,5,7,0.7082179347091726,7,1,0.5582590925361084,5,10,0.7909300876454624,1,6,0.3207978255963032,1,3,0.2641261911912924
72,72,72,72,72,5,6,0.5301348221641224,4,12,0.6708054993213332,2,7,0.7848113650450919,4,5,0.4664994310255862,4,11,0.31936652507880037,5,9,0.6991930285104855,2,10,0.5681843275949336,6,10,0.6433375968954351,9,11,0.7907147989657786,5,12,0.7775560608144376,3,4,0.7100356113124948,3,13,0.5916232760593954,7,5,0.924191082580742,8,12,0.8831485489106173,4,6,0.7457459470164073
73,73,73,73,73,5,6,0.7335930521307616,2,5,0.636704945962628,2,6,0.595323017821569,7,4,0.7689598536046018,10,4,0.814408870236832,4,11,0.7783462140461285,5,8,0.5641344770873327,6,10,0.6465142119977336,10,11,0.5143048939397131,2,6,0.4728838502956183,1,4,0.2152366261329628,9,13,0.8864909371893712,7,9,0.7469817048835283,1,13,0.4455806647569845,7,8,0.8734956358596706
74,74,74,74,74,7,11,0.7055011163123853,5,8,0.5653380817529058,6,13,0.4029532416323094,5,7,0.6088437688021751,9,13,0.87358169885829,8,3,0.7302842027750758,7,8,0.6980854952727902,6,10,0.4912824626079416,7,13,0.670610938748079,1,12,0.6244411595936931,10,6,0.7064209401704165,13,4,0.6109690154629821,4,7,0.7711629974435674,2,7,0.6577237532371245,1,2,0.4065458486747926
75,75,75,75,75,6,12,0.7896511421081612,2,3,0.692533134686163,8,1,0.6623016951782816,9,10,0.8819515303229436,2,11,0.7307303094631683,9,11,0.7970603012049801,8,6,0.7717517604500554,6,10,0.4968754982820026,3,8,0.7813792471177164,6,13,0.4185084142487516,2,3,0.7572655307401179,1,2,0.275902251826848,1,2,0.4969142779955829,8,6,0.8421566438766458,1,9,0.5190237021893184
76,76,76,76,76,8,10,0.8580623966343507,12,3,0.7491742337438398,1,4,0.46987813176088744,4,5,0.6204970159987494,1,2,0.7034156019895446,3,7,0.8476974159568422,8,6,0.5507049054597403,6,10,0.4743822361591481,1,5,0.6886478789309467,8,1,0.8936711534483653,6,4,0.6892531809729487,7,11,0.8575701805946816,3,9,0.8736436788136277,3,10,0.3926586105739255,11,13,0.8245653656147017
77,77,77,77,77,3,6,0.7457914793349897,3,7,0.9159122776578238,2,6,0.52780312238477,1,8,0.7309672413880692,2,4,0.8428744220570776,1,8,0.8073591582058237,1,2,0.7510583504766047,6,10,0.6721924501089598,6,13,0.41831484230458604,7,9,0.8674599115537329,7,8,0.9468452906482823,2,9,0.3119933447558931,4,9,0.7975190673441037,1,10,0.2351897268303453,5,6,0.8280143669246094
78,78,78,78,78,6,7,0.5181960859079631,5,6,0.3235789986342045,3,11,0.6363338036477613,10,7,0.9337594137251812,3,5,0.5340151920167391,4,11,0.7837478287947375,13,11,0.4732187525856517,6,10,0.4891882964550401,4,8,0.7647798089227112,2,7,0.807750109443143,7,11,0.7598862087161338,4,13,0.6647823204440726,1,5,0.4614677562074137,3,9,0.7289103819758074,1,8,0.5491014282713966
79,79,79,79,79,4,5,0.5680075957754334,1,10,0.3936231283670216,11,13,0.39466311029885626,10,1,0.3547559936260648,1,3,0.7589728084343963,10,12,0.8660838040743484,3,9,0.9538984505252331,6,10,0.5008311187064419,7,12,0.704295875624832,2,5,0.73756878738374,11,13,0.03189945175130493,1,8,0.7199357837213097,7,10,0.6216712473226056,5,13,0.7886503229732662,1,2,0.4134303929962791
80,80,80,80,80,1,4,0.48471299552508906,9,5,0.7822822922844588,13,12,0.8152801094349019,4,5,0.45132915062112344,3,5,0.7374595107680968,10,7,0.7971318620462394,1,2,0.32565348503846736,6,10,0.5183642852625827,3,13,0.49158692248755576,13,4,0.2333394935319395,2,3,0.8310760519780254,3,9,0.616785409478166,11,6,0.7729057659085673,1,7,0.6202981503051006,6,9,0.5611467526745121
81,81,81,81,81,6,7,0.6474331196851005,4,7,0.5752015487349174,9,10,0.8015915931348327,12,3,0.8201599046200552,8,9,0.7733893890897849,3,13,0.529601704213718,10,4,0.8371666205271051,6,10,0.4393289673752835,6,13,0.6553495249234064,3,10,0.7285794294152959,3,10,0.908496026241596,3,7,0.7394161230179219,4,5,0.8800553653386198,6,13,0.5632908619256992,2,4,0.6273304218015504
82,82,82,82,82,8,10,0.9408277501237491,9,12,0.8762798784576805,4,1,0.5916686622151682,4,10,0.5664936490668124,1,4,0.35534615592097607,6,8,0.7459754580863036,8,13,0.5869867801091497,6,10,0.5401041197225918,2,5,0.23295909475190135,2,13,0.6220579312144552,6,8,0.7361155625338818,3,5,0.7285802988028744,6,9,0.6352559618920994,1,11,0.5543611126324184,11,5,0.8540171517486157
83,83,83,83,83,4,9,0.7954519133581786,12,1,0.5523451920428383,1,12,0.7575989706745577,3,12,0.8762104976830313,3,13,0.5159071037899616,4,10,0.6686439217610687,4,6,0.22379441135827838,6,10,0.5294614387647771,2,4,0.6626788729027975,12,8,0.8466715461760799,11,3,0.6171170413880933,9,10,0.608389246459178,3,10,0.5949310703970798,3,4,0.7717011449657899,3,10,0.6289347797662056
84,84,84,84,84,1,4,0.2724203511318183,4,6,0.6031058168580581,8,12,0.8217497524956606,10,13,0.7360651511709302,5,11,0.24814210670248427,1,2,0.4255636844433204,7,8,0.9474587159541886,6,10,0.5345140230752417,1,6,0.40172571996254325,7,12,0.6096945319721293,1,9,0.7350811542627824,5,7,0.8330650694182125,4,11,0.7368469980605934,1,2,0.355312852775278,2,9,0.267976080376241
85,85,85,85,85,10,1,0.610797694791588,4,13,0.341851604830428,2,6,0.2940772018961505,4,13,0.3663388257357103,5,7,0.5435575931712636,1,5,0.148230517779401,13,12,0.6014469405377123,6,10,0.3453525840408512,3,9,0.8481233075186838,4,6,0.4616484891293796,2,6,0.28608486441867576,10,5,0.7860357376720878,4,5,0.6626432954437,8,2,0.498709318667184,8,13,0.8103697267775771
86,86,86,86,86,3,6,0.5964634091402059,2,13,0.6120284216146585,2,7,0.5982832052125975,4,7,0.48377424582571504,11,3,0.7192806387628434,4,13,0.2869811298974052,2,10,0.6092944099119286,6,10,-0.0527007288911471,5,10,0.6116942607797187,3,12,0.5736502842952214,1,13,0.3855296428795777,13,6,0.0196688067476655,5,6,0.5844183174851274,1,10,0.2102553520836181,7,5,0.84966932161585
87,87,87,87,87,1,8,0.4827434697324866,2,3,0.8759870071201759,5,11,0.49871833445396496,5,6,0.27672382104139137,3,4,0.6736148503454695,4,6,0.20611776676737903,11,13,0.31082005656204303,6,10,0.4211530335464752,8,6,0.4348588858299799,9,10,0.7399242627272901,3,4,0.39540444376441375,2,8,0.6861417503329441,9,8,0.7238799327204009,9,5,0.7575046092020854,2,10,0.4507363927083387
88,88,88,88,88,9,11,0.49010851986726856,7,10,0.7725205118133398,12,2,0.7692684347020338,5,7,0.6898577017325767,12,9,0.7909445194696456,11,6,0.6490921235675948,3,11,0.466272564807376,6,10,0.3523313765049604,1,3,0.6365476192996987,12,9,0.891577107208294,7,12,0.7559895183922442,9,13,0.7510246886354661,2,13,0.4973724319996262,1,2,0.1968566619792118,6,8,0.5863391290409119
89,89,89,89,89,4,5,0.48113315187505723,13,5,0.5667023310501467,6,2,0.3499462171558384,5,7,0.6821046018576231,1,5,0.36506344575956395,5,7,0.7818423368994519,6,9,0.5406577612046775,6,10,0.1517582210436326,1,4,0.585898607571252,5,8,0.7718589882462934,3,5,0.7677596130621692,4,6,0.679742068999365,1,3,0.572343546276838,7,8,0.8154962370092602,2,8,0.6960332769938891
90,90,90,90,90,1,5,0.3783341216248106,2,7,0.6667390529028645,5,11,0.6516063268785093,4,5,0.2556539641328168,4,9,0.5721004614874915,4,5,0.42524981927026795,7,10,0.948895547592167,6,10,0.2000599699289474,9,11,0.455767649242266,12,6,0.7238224477726983,2,3,0.7351269212216519,4,3,0.661295351512352,4,8,0.8907182184484229,1,4,0.8351807808923017,4,5,0.9240250629160696
91,91,91,91,91,7,8,0.7427745859448278,3,7,0.792058474034767,1,5,0.4620372086125797,5,6,0.6963919428578775,7,3,0.834319469420945,5,7,0.695079842440991,2,12,0.9465558170802336,6,10,0.5122674246782044,1,12,0.5819794718862299,1,3,0.5064234817218638,1,11,0.3332803756591951,3,6,0.3433642831600633,6,10,0.3019416609239835,12,13,0.6413012179011867,8,7,0.7416651433782324
