,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-r,b-a0,b-a1,b-r,c-a0,c-a1,c-r,d-a0,d-a1,d-r,e-a0,e-a1,e-r,f-a0,f-a1,f-r,g-a0,g-a1,g-r,top-a0,top-a1,top-r,h-a0,h-a1,h-r,i-a0,i-a1,i-r,j-a0,j-a1,j-r,k-a0,k-a1,k-r,l-a0,l-a1,l-r,m-a0,m-a1,m-r,n-a0,n-a1,n-r
262,262,262,262,262,3,9,0.9052716087847021,5,11,0.5911576173505659,4,6,0.4713552071149789,5,12,0.6093503567548253,9,12,0.9296414566657449,6,5,0.5420070144004232,5,11,0.24650079553077997,6,10,0.5695875561508212,11,13,0.4420737581965213,9,11,0.6907244866690738,4,10,0.7223541522413987,4,7,0.8390291709920064,6,11,0.4178705861603438,7,9,0.7760034681655331,3,5,0.8087443264620097
263,263,263,263,263,8,11,0.44850069541662796,6,8,0.6592868711040992,2,6,0.43850106514046994,11,12,0.8120846691299033,4,5,0.5479068977115191,2,3,0.633066444804379,9,11,0.8008804834415941,6,10,0.5884392121490285,6,7,0.5520024857724258,2,10,0.8958535203695658,9,13,0.7736209324720686,9,12,0.7727119291633842,4,7,0.8517713036038407,4,11,0.8737928270970899,5,9,0.928596664367812
264,264,264,264,264,2,13,0.2598843440476999,3,8,0.8774069469709893,7,3,0.9040491388438034,1,10,0.8413054307670181,12,13,0.7516991328039482,6,12,0.8075108157320829,1,4,0.40188018332287856,6,10,0.475901638208133,2,9,0.9123169651829972,8,13,0.6815906253936983,3,4,0.8379808652968109,5,9,0.9409402161832716,8,9,0.7856392521597952,1,5,0.8759816971200531,4,10,0.7150557310240352
265,265,265,265,265,3,5,0.802718770289855,2,10,0.8656769896002281,9,4,0.8643835990074831,2,13,0.5280774385291926,4,5,0.5894712238784908,3,5,0.7783564545817059,4,5,0.6285628256239942,6,10,0.677234119065746,3,7,0.9065032805526962,1,7,0.6768239351792389,13,7,0.6608781149451761,3,11,0.891801284974977,5,6,0.5373265462165173,1,6,0.2116796685829692,9,4,0.9153905683008894
266,266,266,266,266,11,3,0.8184968312310865,7,9,0.7997208257042598,5,7,0.735303995893972,3,5,0.7128436453930773,5,7,0.7958622775288324,12,5,0.7839841187906484,4,8,0.673804400563434,6,10,0.385639952613437,4,10,0.8769003088803496,4,6,0.4444929682385803,2,4,0.4713500471507557,9,4,0.8309710544458467,1,6,0.4673318080774112,5,9,0.7996284148498065,12,9,0.8801273825418999
267,267,267,267,267,6,7,0.6240257799139826,9,6,0.8003044154797463,7,10,0.9287841859335476,10,12,0.894184667947141,7,13,0.7499264442392989,5,10,0.8771841953352016,10,12,0.8984839146510709,6,10,0.494573092563456,11,5,0.5222340298747409,12,13,0.6382333705087997,1,4,0.5097592212290306,9,10,0.5334316029687767,11,4,0.9276769212542396,2,8,0.7844307951006906,2,10,0.2601626981150386
268,268,268,268,268,4,9,0.850727953908395,2,5,0.8415994115283159,2,7,0.9535463350183558,1,3,0.5203846802059727,2,4,0.7564265032696,3,4,0.755817377692238,1,4,0.47513830937069346,6,10,0.2796658567725898,10,8,0.8452481054997479,2,3,0.827092328531854,9,8,0.9360467594322504,7,1,0.722109739000363,5,10,0.7962395449752461,1,3,0.4306216580210801,12,3,0.8886814523094512
269,269,269,269,269,4,11,0.659452192778136,5,6,0.19797666336090747,6,8,0.802081212219129,4,6,0.710116483414218,1,4,0.6104289265813772,12,6,0.6413073253634551,3,8,0.8378035989120568,6,10,0.696786281711731,10,5,0.7156189277933771,3,10,0.9322418403286491,8,6,0.8269068693368872,1,6,0.4929914434244296,5,7,0.9677268083644864,3,6,0.3766882033644018,7,11,0.8284344213210297
270,270,270,270,270,1,5,0.16062274061615123,4,5,0.1405868473258094,7,12,0.8013623467387018,3,11,0.6540740928250726,1,4,0.17703513903562307,8,12,0.753894953746635,3,12,0.7648053876420083,6,10,0.3254387117916202,1,2,0.48497511113983627,3,6,0.3383597605175015,5,7,0.5221493408175917,4,9,0.7715517634483374,3,4,0.371673018040044,8,13,0.2600176292046027,2,4,0.4334352127765188
271,271,271,271,271,6,8,0.5651727626519947,2,10,0.6374507140286008,4,10,0.08535683192932608,12,10,0.6821458358310037,9,10,0.5734834578366224,11,12,0.628515597914381,12,4,0.6926363211262956,6,10,0.5512772062470684,13,2,0.42115038924700476,2,3,0.32432987972678384,6,8,0.4221454888332863,5,7,0.3482088044368322,4,11,0.6597779849221148,1,6,0.3424107374343788,8,12,0.4025871917982859
272,272,272,272,272,10,13,0.5267103278774956,4,5,0.26215649039746114,11,1,0.19240282883366566,5,6,-0.337851505037289,1,3,0.3382306256425125,8,9,0.7631704209652259,9,11,0.5984966917504437,6,10,0.0864794425096076,13,11,0.03520981924303834,8,3,0.577961926950284,8,13,-0.03875886821709473,4,8,0.6281978475972803,7,8,0.2930672552068755,6,2,0.106161595907059,5,11,0.7860080000999243
273,273,273,273,273,2,6,0.12569345108887475,12,13,0.39580366459619076,1,11,0.1651187846380513,4,10,0.2958124706205283,13,11,0.07736746448924714,10,9,0.7015648784461543,4,5,-0.21904686665135942,6,10,0.1625446626671589,2,7,0.7780075761579063,8,13,0.4783052372132224,3,6,0.5113485442580199,8,5,0.3741501060932896,11,1,0.3118720876136678,4,8,0.5337580405079144,12,1,0.3792195771629064
274,274,274,274,274,3,5,0.127324395945281,1,2,0.15858245600956078,5,8,0.28897361922503406,5,11,0.5126511255620476,2,4,0.32353068133111607,4,5,0.22075714781383182,4,8,0.5042614922971655,6,10,0.0113104784763392,1,3,0.15461216300585356,13,9,0.20759370446433978,4,11,0.3105380879170232,6,13,-0.1686407369605524,2,5,0.3534118072550409,4,7,0.4550583950705514,6,8,0.5260844800105732
275,275,275,275,275,2,5,0.03394102232222951,9,2,0.5102953082060695,3,10,0.391723916075737,1,13,-0.04049227211067863,2,4,0.572169567564004,6,7,0.11246665071398687,8,11,0.7181300052459163,6,10,-0.1615057351956759,5,6,0.0649914039240077,10,11,0.6822996361574001,5,11,-0.024492208123799042,4,6,0.541693996715908,11,10,0.4163856191900791,13,3,-0.2206875800577568,7,3,0.3899860729734687
276,276,276,276,276,5,8,0.523293950041347,3,11,0.1714227860481473,8,13,0.6063379327607258,1,6,0.04361961022130567,4,11,0.5174166584630384,1,5,-0.12471110535381058,4,10,0.5642970221314938,6,10,0.4745618719739982,9,8,0.725101964590956,4,12,0.31469478823384,5,8,0.42767285212480244,6,9,0.4755306739110935,1,5,0.4767307149308958,9,13,0.4671240582118499,1,3,-0.0598737011755647
277,277,277,277,277,5,12,0.4962123916361034,5,7,0.2716321178411558,6,10,0.49474833736336343,2,10,0.6989460098426277,8,13,0.3443647458965624,4,11,0.2459569654363396,4,9,0.34680770720990073,6,10,-0.2770049224885162,10,1,0.14639858597955258,6,7,0.2998554220545343,7,9,0.3060951524286689,1,3,-0.5546382140703368,8,9,0.6677574024575378,9,12,0.0591247654501188,6,1,-0.5879358129634789
278,278,278,278,278,11,12,0.13070538351769279,3,9,0.6189594097068569,3,6,0.5320608880799752,5,10,0.1316680368003249,2,8,0.08366031315598688,1,3,0.007457915279261651,5,11,0.20914325489878927,6,10,0.373360423645935,6,7,0.3618459827932866,3,13,0.12852192987144417,5,10,0.49274386649894486,7,8,0.4987729468013987,3,6,-0.515977584867882,1,7,-0.1336529395044339,1,5,0.1553841968240652
279,279,279,279,279,5,9,0.34887795818194145,7,11,0.6961632389955343,3,4,0.0108288980601704,13,8,0.31662994600058136,2,7,0.24934490869063364,4,5,0.0752547484913958,10,11,0.45798678993692954,6,10,0.2151871884679513,2,3,0.3563494072803446,1,10,0.3077909355706825,5,13,-0.26910814879027845,4,9,0.6729982630317721,9,13,0.0642642156318649,4,9,0.7020504917959387,2,9,0.406856941541567
280,280,280,280,280,4,7,0.2019140165165597,10,12,0.36887044873553576,8,11,0.5641660048398369,9,10,0.5525003727149704,4,7,0.42997620607248777,13,4,0.17385575230004213,3,4,0.08192852187968458,6,10,0.1111233445515792,9,11,0.23788027988757354,4,1,0.037068289638854446,6,1,-0.30126937955546196,7,9,0.3545968454394057,10,11,0.5393615047246636,3,9,-0.1205306629800639,4,5,0.7755532931406979
281,281,281,281,281,9,13,0.5534083197082815,13,4,0.45454210519804394,4,12,0.5675434060319381,9,2,0.6757786024828264,2,12,0.5665301031876027,1,6,0.2541986121432671,3,4,0.7618198384045611,6,10,0.238714064271458,5,10,0.8066325392130718,10,11,0.6375191253211688,7,9,0.707360753331707,6,8,0.4493552635106759,5,6,0.6161616194891374,4,6,0.5792203002574967,1,4,0.6879100022404632
282,282,282,282,282,1,9,0.7400462110549,8,11,0.49444575467590113,3,6,0.421163523931847,6,7,0.38697962770139704,4,5,0.21511463002722409,5,11,0.5035644649906538,5,8,0.8209971818681618,6,10,-0.0835878980825155,1,2,0.412631644956553,9,2,0.5892807656121959,10,8,0.7243108262141466,3,8,0.6622613273517752,3,11,0.4491151590917237,5,11,0.5848367882434524,2,4,0.4763139756203273
283,283,283,283,283,4,8,0.7280331010216132,4,5,0.2649427201023591,10,12,0.7946350729502193,5,6,0.5097730625880071,5,13,0.15109912249399027,9,11,0.8495541769632173,1,12,0.5267743663729307,6,10,0.4640732981600519,5,8,0.7007849689029344,7,10,0.869774195617574,4,8,0.7886088153393207,9,12,0.8414117472078623,11,12,0.603911359017401,2,6,-0.1553540617388824,4,5,0.8850332081734646
284,284,284,284,284,5,12,0.646415833458184,13,10,0.4971159240494617,4,6,0.4908273187733663,11,1,0.10007294002508005,5,11,0.7323716721088958,5,10,0.7475267137788588,4,5,0.41482579269074193,6,10,0.1551612669022608,1,6,0.41657635009669103,7,10,0.5926318018667027,10,1,0.5429684299765146,13,2,0.4447321528018183,1,2,0.4043290182022594,1,3,0.0250094020575646,1,3,0.3836324669839303
285,285,285,285,285,11,10,0.6015221836493947,2,10,0.8174895015988535,6,10,0.5458950842967953,3,7,0.7832604876593976,4,7,0.7768148888822652,10,13,0.6481331536915376,7,12,0.8262594582149869,6,10,0.5751423762112767,1,13,0.31818408657138386,5,6,0.17381376398713755,6,7,0.7319909995629033,2,6,0.2308627412946322,13,10,0.3920286561883206,11,7,0.8522973332332315,2,7,0.7606308605551169
286,286,286,286,286,1,7,0.5973373206862201,7,10,0.7341765582225392,13,3,0.7193795198492672,3,5,0.4334677586859016,8,10,0.7051418276319877,6,12,0.5289675075774026,6,10,0.5059932506085955,6,10,0.4993634765451611,13,10,0.6603510364638673,3,5,0.6273975911640459,1,4,0.31992729840751044,5,7,0.7353612081713137,1,7,0.5568691050761767,1,5,0.8133601734044972,13,2,0.4749427155033014
287,287,287,287,287,4,10,0.652610390997187,5,12,0.842969766506414,4,7,0.8617873870902575,6,10,0.5542999568183755,5,7,0.7071125102525107,5,10,0.636643668397865,13,10,0.4592679721916919,6,10,0.3233205809672062,7,5,0.7811697412228489,6,4,0.5983332423258889,2,4,0.6342271053756496,6,3,0.7066421766826863,6,13,0.4735717375187083,7,10,0.655402789511832,6,13,0.6630870599218116
288,288,288,288,288,12,10,0.7685522366225619,13,5,0.4846073455818247,1,8,0.7918641316204807,9,4,0.8761547935622249,8,9,0.8454830007917092,2,12,0.8239522814580265,9,10,0.9581597893052528,6,10,0.5814706204019442,8,9,0.9325804654544061,8,13,0.45490318549053776,10,8,0.9410938149730071,1,9,0.5511730689898756,7,10,0.739053341814116,1,2,0.2236431399070133,2,5,0.5392846325434187
289,289,289,289,289,6,11,0.622932191617017,3,13,0.6108262396883692,2,5,0.571246661832165,8,4,0.713634050010524,3,8,0.8076447312705461,10,11,0.8270771493077352,7,12,0.8345323273854103,6,10,0.5249043901351161,8,3,0.9206826326696573,7,4,0.765792119779008,2,9,0.7195765508349287,4,7,0.7874588380633647,1,5,0.5893717044322591,5,1,0.7245523984972319,2,4,0.7234260855363375
290,290,290,290,290,7,9,0.8386542408899308,5,9,0.7958054504285988,4,5,0.46890310460286677,3,4,0.7863588937391823,2,10,0.8548416770554398,1,3,0.6040746518306196,3,10,0.8023031169718898,6,10,0.5699049725170013,3,12,0.8884067277359999,11,8,0.7540894892375116,2,5,0.7723516473365714,10,13,0.562106766562013,3,6,0.5795401201443262,4,6,0.8335302308265329,7,11,0.7610740287547704
291,291,291,291,291,10,1,0.8100880628782072,2,5,0.7488859177296381,1,11,0.6684424334440446,3,10,0.9624213021416621,8,9,0.9180979697864566,2,5,0.7276204571015781,13,12,0.7259976153936605,6,10,0.4753768555725286,12,5,0.7377031605724258,5,12,0.7302283367779585,4,7,0.7064528170413231,2,3,0.6012940175963122,5,8,0.7571533925650304,1,7,0.4630960633817405,1,6,0.3514560404576902
292,292,292,292,292,7,10,0.8542437577636386,8,1,0.7960209168248903,2,4,0.8534187790124795,3,5,0.7749875275021726,1,8,0.6536879956010339,8,3,0.7958828880048343,6,3,0.815154494559962,6,10,0.5451967266264172,1,2,0.6395842691824232,2,4,0.783263980387942,2,6,0.5550929938134925,10,8,0.8397233620539333,6,8,0.7900347894645047,1,7,0.5802702181686739,13,5,0.8116194942499279
293,293,293,293,293,5,6,0.5332896015150161,9,8,0.8911876238718582,5,6,0.6313278602921435,10,7,0.8111327076694322,1,4,0.5385808333046982,7,1,0.6959372225569872,4,5,0.7465030560896263,6,10,0.7595724356024633,12,5,0.7971683673436678,10,1,0.7700416468074766,2,5,0.8228986773903451,13,1,0.280476094705944,12,6,0.5439914857819814,13,6,0.7582762247141206,2,12,0.6821255272556992
294,294,294,294,294,5,11,0.6814331399705289,1,13,0.42222974723855256,5,3,0.7151429372733026,5,7,0.7711687910467655,8,10,0.7508770848781963,2,7,0.746250966949612,10,11,0.6928964676165668,6,10,0.4673002037782572,1,3,0.7416470783391638,9,11,0.8162725581914535,6,1,0.15174084550851386,11,5,0.732608431918307,7,13,0.6224716856230366,2,7,0.6215847142900934,2,3,0.5393557142292966
295,295,295,295,295,3,5,0.5890876793225469,12,2,0.6453960881730783,5,10,0.8108706020042806,8,11,0.6588215687955707,1,5,0.23043657060603162,8,7,0.8451424857000082,5,3,0.7031227849153303,6,10,0.3001340161843104,1,2,0.5951292698163304,6,11,0.2714933941216251,10,13,0.7040945931825524,7,10,0.6210519222747538,4,5,0.8040338801646879,5,7,0.8929805761301565,3,9,0.704451085011883
296,296,296,296,296,4,5,0.6073441147970785,3,6,0.6041641670100302,5,10,0.7135096745646752,3,8,0.941761513040435,5,7,0.4315892104149841,12,13,0.5115058462063805,3,4,0.7650798311476246,6,10,0.4922761469395947,10,1,0.6967006000598774,3,9,0.9068712270426996,8,9,0.781641480866206,1,11,0.5452202901535045,2,4,0.4380893907275169,2,5,0.7044879332582907,10,11,0.7251993397202736
297,297,297,297,297,4,9,0.6703115506976511,4,5,0.5945116705438995,5,3,0.7040679896611688,3,4,0.7437982229500898,6,4,0.4031465839398678,8,9,0.8250633898473104,3,7,0.830463990916698,6,10,0.4620621118288727,9,12,0.6694045332419422,1,10,0.4666554744628637,7,9,0.801945437576168,10,11,0.501255181534094,4,9,0.5961229433146829,1,8,0.4599097988206159,5,8,0.805866335446958
298,298,298,298,298,6,7,0.3583457556007006,4,13,0.36990461732645774,5,9,0.5313214364233895,2,4,0.5329479459299518,4,9,0.596203840674829,10,13,0.6877029299519634,13,3,0.20047151006127484,6,10,0.1706290523432256,2,4,0.6079549305895444,4,7,0.5469232279315771,2,3,0.7567737775552935,10,11,0.2580801249779485,1,2,0.4791255439673221,3,6,0.2424307512229829,2,5,0.5342160796656016
299,299,299,299,299,2,11,0.5376680086478829,2,4,0.4095121835988006,5,9,0.7356276284143466,5,10,0.5981467553393761,4,13,0.12330915922512764,5,11,0.5167923356813362,11,8,0.6476320851762639,6,10,0.1373484193859394,10,13,0.4070784372028926,2,7,0.5615228165019193,5,11,0.5376153663426233,8,5,0.6645386087074985,1,5,0.4883929212747372,12,2,0.1569042151546351,5,9,0.7799116027970584
300,300,300,300,300,1,4,0.4797986221009678,6,7,0.44771085608887695,5,12,0.2450367254414879,13,7,0.2569547679030595,2,6,0.5486990067758013,5,8,0.7271995005362217,1,4,0.15318652397470112,6,10,-0.046733694029782,10,12,0.8350619144687719,4,10,0.7633591650752702,3,6,0.23184497954363348,12,3,0.5393158496140096,5,10,0.5231507053427,4,6,0.4349791312323257,1,3,0.3314414365752551
301,301,301,301,301,1,9,0.24441858890613344,2,5,0.6141647460559502,8,13,0.6384526383503297,9,10,0.7189325113917056,4,5,0.2962824166184682,3,4,0.6058070411373286,9,12,0.8816656947060846,6,10,0.1883530035028504,9,4,0.7580621709049986,5,12,0.7362832486177111,11,5,0.47606760998822506,9,8,0.5815086834098069,10,1,0.2586423790559148,2,13,0.06536920806271,2,7,0.3044672755599775
302,302,302,302,302,1,6,-0.1010828936666166,1,8,0.314245967686295,10,12,0.5780399560219693,4,12,0.7039046971267325,4,5,0.4093741423966669,5,11,0.6745831246595184,2,4,0.33283540766425723,6,10,0.4961419824495077,9,3,0.6109459714209722,7,4,0.6926893905370126,3,8,0.6223984937214272,1,5,0.6078129556328598,1,7,0.220767169669116,5,6,0.6442102661939366,3,7,0.4810909213070412
303,303,303,303,303,10,12,0.6988112858555444,11,7,0.6278156447628686,11,10,0.6191291118119118,12,8,0.5700726273963899,4,1,0.0018304581923158647,11,12,0.7478842017145266,9,10,0.926492177885213,6,10,0.0438028034020177,5,1,0.16713586703468497,13,7,0.5376395024938057,11,13,0.29434204876858816,4,11,0.6190099245826295,1,4,0.3290862960191928,11,3,0.7251589081656367,12,6,0.2568874196947233
304,304,304,304,304,8,13,0.6126204332174632,4,11,0.7042360078442593,2,5,0.4432996453190936,2,5,0.5818092094184293,6,3,0.42927910975050443,6,4,-0.03062925171415376,4,6,0.15631140692135748,6,10,0.3566816142129136,3,11,0.3041136573824941,5,7,0.46890172379767314,1,6,0.007822224685350099,3,6,0.2897057294110031,2,3,0.1097700520584413,1,5,0.2929240440523437,5,11,0.6749979647665127
305,305,305,305,305,4,6,0.45120360545594684,11,7,0.42920452440218815,4,9,0.4086141189861652,13,10,0.5106078667585643,11,3,0.31129246456148985,12,3,0.7985068260968324,5,8,0.6315436675840516,6,10,0.4365141001129026,3,4,0.6146704252151254,13,2,-0.01896785805725454,1,6,0.11131278808297829,4,6,0.405694649871787,7,13,0.62191665384225,6,7,0.2869689409107449,2,6,0.1232225066253864
306,306,306,306,306,8,13,0.6652194440961012,8,11,0.6689564051128906,10,8,0.8516781109137396,5,13,0.07717766442929996,2,5,0.6077741697209597,1,13,0.32253080680786883,8,11,0.32459261530559635,6,10,0.4096575303947928,6,13,-0.030495152303842366,4,13,0.33572725595695363,5,11,0.3799488026783713,4,2,0.5051158508378407,1,2,-0.1303358265965375,4,5,0.5928983075887062,11,12,0.899122125534311
307,307,307,307,307,1,3,0.3604206073824541,4,10,0.5783661447145163,5,12,0.7215186281897282,3,12,0.904015180524496,1,7,0.469704864630467,3,5,0.6999092996235248,1,12,0.49725428955247664,6,10,0.0861355554373914,8,9,0.7031558652732448,4,8,0.6872202578215595,9,11,0.6601783631071731,13,3,0.1917126673304208,7,11,0.5498839279910779,10,12,0.7258605028903271,8,11,0.8982945581958948
308,308,308,308,308,3,6,0.8744609667923887,13,7,0.5890120185871089,5,6,0.397508699166209,13,4,0.4140158613285365,2,4,0.6155926604651243,1,10,0.5000623447567223,5,11,0.6069478095110659,6,10,-0.0438631698819824,6,11,0.30967949298262387,3,6,0.20441675636171497,8,9,0.7822023218230858,3,5,0.8353937769046351,1,11,0.8024620123935641,12,5,0.6945613455497264,4,8,0.8848528798998491
309,309,309,309,309,5,9,0.6356402095499188,2,5,0.7417153266594216,9,11,0.52833414576566,12,5,0.7882375939451738,1,8,0.5358062574330135,3,4,0.5511917107995495,4,12,0.7987400036833203,6,10,0.5953272520023327,8,9,0.7412502377818421,9,4,0.7828837703323666,11,1,0.5563798756802425,1,10,0.3610070836503246,1,2,0.4567650988245537,7,10,0.5467717945204008,8,11,0.7546349908345322
310,310,310,310,310,2,11,0.5031604396825091,12,13,0.658818342045109,1,3,0.49789110409666293,6,13,0.40119996376345346,5,7,0.6568935103171936,3,6,0.6708561792665648,11,12,0.8053280044163327,6,10,0.5578399837456884,3,6,0.7929239968701797,2,4,0.4523250664557352,4,2,0.7753159779954871,8,11,0.8944651474919065,1,4,0.5655806621731065,10,3,0.578142750929308,6,7,0.3915200056839256
311,311,311,311,311,2,13,0.5634846629825446,6,9,0.6320838709857577,8,12,0.8494608925253213,10,4,0.6701354298259495,4,5,0.43009642970868733,1,4,0.587067833245402,10,12,0.8227023571545785,6,10,0.5010541547771892,2,10,0.7586496731938724,1,6,0.4310246170061057,4,12,0.8861763840925698,8,9,0.9432405583159912,2,3,0.38458509289558,2,4,0.6437798083045219,1,12,0.7233505239227567
312,312,312,312,312,6,1,0.4740732069567716,6,11,0.6444349409850871,6,12,0.6103180184458175,4,6,0.502982646061281,10,2,0.9269802325992719,8,12,0.8353744444935307,3,6,0.8366100949149159,6,10,0.3711119663347143,5,10,0.8157701231778295,5,7,0.6416489067360469,5,7,0.8437144233308044,8,13,0.8910568175616216,1,11,0.8084026652995658,8,12,0.8883609340851151,4,8,0.90372679836858
313,313,313,313,313,3,5,0.769054300415486,5,12,0.7983790439423257,5,13,0.6404417786954648,9,12,0.9063963379210347,3,9,0.8858385347657438,4,9,0.6859710029749588,3,4,0.7514709371961898,6,10,0.5329391114763333,5,8,0.7338313736745767,2,7,0.9086687468755161,1,3,0.7523219552973324,3,11,0.8813964387876567,2,4,0.8626270122449803,9,13,0.8033607973417485,6,7,0.6742643058523752
314,314,314,314,314,10,11,0.8065706107706679,2,12,0.9278676524529259,13,12,0.8560442171696264,8,10,0.8934327987075991,7,9,0.9031653220274135,1,9,0.8591176127412374,10,12,0.907780808646305,6,10,0.382837927198968,1,3,0.7673401292114134,2,5,0.7901368287908175,1,7,0.6718657829823829,2,3,0.4705405363032504,2,5,0.8336364980237653,2,11,0.6566465317036225,3,9,0.676911160826198
315,315,315,315,315,1,9,0.5468959999818845,5,11,0.5210984339820286,7,8,0.9234246234475935,12,9,0.8637279012004133,2,6,0.48686102930632613,5,3,0.8624260429235364,7,6,0.6999202917961116,6,10,0.6552495968339878,5,8,0.7515903195234659,1,10,0.6493574949582666,13,6,0.50000322171709,3,6,0.6553308186149691,3,6,0.4707040252041909,5,1,0.6684434033630307,3,4,0.7014577903452541
316,316,316,316,316,3,4,0.7987619915082328,2,6,0.5294273909334591,4,12,0.6815652073588038,4,5,0.4786792585680084,6,10,0.7261352655913271,11,4,0.47974001719984427,3,4,0.7574814948867333,6,10,0.5077711138190079,4,7,0.685331300324974,13,9,0.6217163379346874,5,8,0.8242243101936475,11,4,0.7517288124943304,7,10,0.5988666319087748,5,8,0.9046266250775372,4,12,0.8818501277435353
317,317,317,317,317,4,5,0.535140558577436,11,4,0.7130243286398541,11,6,0.5573462770060762,9,13,0.8779798561971186,2,12,0.9026644809426102,6,9,0.7612807113785196,3,6,0.8482905227687983,6,10,0.5613150447563562,2,10,0.9699733915822074,8,7,0.8348699737261218,1,7,0.7933900561405167,13,4,0.8566803042576209,10,3,0.6485975671159597,1,6,0.6927314208963433,6,8,0.6901502692751755
318,318,318,318,318,7,8,0.9314680672846293,5,13,0.5805192196921175,5,7,0.8829962888279989,7,11,0.8148884240717874,1,7,0.8887077200609832,4,5,0.4910514868701752,1,7,0.7383317077617677,6,10,0.6504000110704016,1,3,0.6631847420812713,3,4,0.8402931671361591,1,11,0.6109623848522051,13,1,0.3361699842149553,10,11,0.5928038415186776,11,2,0.767486138606536,4,11,0.7966019800253368
319,319,319,319,319,3,9,0.6399934091064837,1,12,0.6435991454809813,2,5,0.236130956657427,12,13,0.5135457675257956,4,5,0.5095030020305186,11,12,0.8873576019298447,9,2,0.770659988264118,6,10,-0.0248962066652418,7,13,0.6058074806589636,6,8,0.6394312084765361,1,11,0.36998165006069317,7,8,0.7175579614419506,5,6,0.5253002248664481,3,12,0.6357455472970145,1,6,0.2636419555706308
320,320,320,320,320,6,8,0.41918445513209845,5,3,0.22776225903183867,9,10,0.7874049194828375,12,13,0.5994613587407691,4,5,-0.1506875441805462,7,10,0.8735269539251412,6,12,0.6768723126370981,6,10,0.4402193199669628,11,7,0.5642130544902471,4,7,0.6040567615263054,4,8,0.446107317845976,3,11,0.5858434926309437,7,12,0.7579710720013794,1,4,0.5655083153089379,5,8,0.8182612149809445
321,321,321,321,321,7,3,0.38303719656830415,11,3,0.7137665238821735,3,4,0.46210423532812983,13,10,0.4236492863179412,6,7,0.6378928189225339,12,13,0.4223428414966862,4,5,0.6043492916145049,6,10,0.663894261781929,9,2,0.6412530389357337,2,12,0.789463191286433,9,12,0.5927640338760445,13,5,0.4282180015296556,1,3,-0.2017069113133023,8,9,0.8084814950912382,3,4,0.1507421878600474
322,322,322,322,322,8,9,0.6129763873561122,9,11,0.18722010798247768,1,11,0.2519014347529278,4,8,0.4038023146237846,2,3,0.714621297694137,11,3,0.5965486995513194,5,3,0.42382797741480804,6,10,0.3690369730161711,5,4,0.24492529904126714,11,4,0.396976457892398,8,13,0.5390731375758782,1,4,0.3948560619140047,11,8,0.5975140478137477,1,3,0.1506861299954303,11,5,0.6603357984412086
323,323,323,323,323,4,12,0.6192017172685695,4,8,0.6273736392988836,7,9,0.6175257141889539,5,12,0.5800162670285642,3,5,0.1553945050667841,5,12,0.5297965637849559,1,3,-0.0017392270653415753,6,10,0.2859885930912091,6,4,0.42281712580038033,11,8,0.7120479041677515,9,11,0.5770741131411923,4,11,0.7811863858115291,2,3,-0.5109310429689096,4,6,0.490304077430136,4,11,0.7095059713412002
324,324,324,324,324,9,2,0.6386603317820929,13,5,0.1562424095133278,6,9,0.4438996361878951,1,3,0.2570755040574717,4,12,0.3500070059547231,4,10,0.24005495097378482,13,12,0.3692022074962721,6,10,0.390755042650227,9,4,0.5457827563380507,2,3,0.6087217599297141,10,11,0.5228081166239698,5,6,0.3851505673737495,10,13,0.505721890174611,3,8,0.4697055577336856,6,12,0.617646997891725
325,325,325,325,325,8,11,0.7940198734922918,1,8,0.7125836647114583,4,10,0.4151416488768048,11,13,0.34038648171451813,10,11,0.548627106480558,3,4,0.6878395908174583,6,5,0.2616688038357422,6,10,0.392113218784622,1,6,-0.012603737532033588,2,6,0.34738677620195246,3,6,0.03197979202574264,3,12,0.236606072791394,9,3,0.1979761725679848,2,8,0.5940307599102984,7,9,0.3092486447027857
326,326,326,326,326,5,13,-0.11282613815671816,3,11,0.6670439712885043,5,2,0.1999063926675385,10,11,0.780975006119595,5,13,0.0650272248495335,1,8,0.3403883040670589,7,13,0.2404463214884731,6,10,0.5593558560985517,5,7,0.5235283488657383,3,4,0.5847512467138594,2,8,0.6514595910015585,5,6,0.5176100290059651,11,9,0.68067770639365,4,11,0.7116586081695282,5,10,0.0045589938433359
327,327,327,327,327,6,13,0.02146341857957501,12,6,0.5900375596079007,1,3,0.6729353793374608,3,11,0.4432044248205912,2,11,0.2248596811998369,5,9,0.679391075139731,4,10,0.4367224064352724,6,10,0.3566677135677272,1,3,0.32955902874825904,5,6,0.5202477456341903,4,10,0.8187123968781898,3,13,0.5384300085946923,5,7,0.7465732733667958,3,11,0.8535755998582436,2,3,0.2894731917541904
328,328,328,328,328,1,6,0.027973544972577757,1,8,0.7574602042832914,4,6,0.6397716862760857,4,9,0.7977592968678151,5,6,0.5381542419088453,6,12,0.7021280841301138,8,9,0.7564079657318312,6,10,0.5139551614775908,1,9,0.5103196086152723,10,2,0.7687459908987091,3,8,0.9084737852035107,5,13,0.6640575931566959,10,11,0.6598230542281396,7,10,0.7280856171792474,13,7,0.6279631487318657
