,a-a0,a-a1,a-r,b-a0,b-a1,b-r,c-a0,c-a1,c-r,d-a0,d-a1,d-r,e-a0,e-a1,e-r,f-a0,f-a1,f-r,g-a0,g-a1,g-r,h-a0,h-a1,h-r,i-a0,i-a1,i-r,j-a0,j-a1,j-r,k-a0,k-a1,k-r,l-a0,l-a1,l-r,m-a0,m-a1,m-r,n-a0,n-a1,n-r,o-a0,o-a1,o-r,p-a0,p-a1,p-r,q-a0,q-a1,q-r,r-a0,r-a1,r-r,s-a0,s-a1,s-r,t-a0,t-a1,t-r,top-a0,top-a1,top-r,baseline-a0,baseline-a1,baseline-r,u-a0,u-a1,u-r,v-a0,v-a1,v-r,w-a0,w-a1,w-r,x-a0,x-a1,x-r,y-a0,y-a1,y-r
26,12,2,0.8777419701295405,5,7,0.7613924595893514,5,10,0.7997197036141932,6,2,0.6833521131916158,4,6,0.5792763310317852,6,3,0.7007453943946693,10,2,0.8782313067455699,4,12,0.7976994332793053,5,7,0.7613924595893514,8,9,0.883699362422637,1,9,0.7344836652886746,8,6,0.7608601643919957,3,13,0.66958183378398,4,8,0.7976994337412033,3,12,0.8906135763633689,10,5,0.7997197036141932,4,5,0.5720704755723671,2,8,0.8777419704042474,1,5,0.5213412820866434,6,12,0.7608601637117303,10,8,0.8849688112040326,1,8,0.7306856177879228,4,12,0.7976994332793053,2,10,0.8782313067455699,6,9,0.7650272370401968,3,5,0.7460617123455554,4,8,0.7976994337412033
27,10,13,0.7453209776645854,2,4,0.7337954197384882,12,5,0.8010319133199353,2,8,0.8786002864972767,5,11,0.6500382577734389,2,3,0.8492344025013228,5,9,0.8041237201570359,7,9,0.8857782300513157,4,11,0.6475146663353946,7,10,0.885472384160726,4,8,0.7997071958313764,9,11,0.746621453767415,8,3,0.8913391755636302,10,11,0.7454284978009802,4,7,0.7638143867617633,11,12,0.7449609700981393,8,11,0.7449609701816385,2,6,0.6909651643306453,5,3,0.7508208516577654,10,13,0.7453209776645854,10,8,0.8827364386890939,1,8,0.7326589336925906,7,9,0.8857782300513157,4,7,0.7638143867617633,1,9,0.7362753468135123,1,12,0.7326589332686242,4,13,0.520205821592682
28,3,4,0.7462354526829559,6,12,0.759785310462914,3,13,0.6720082119716371,3,7,0.8660954012723313,1,8,0.7280773161948288,3,5,0.7476097991732484,4,8,0.7963654772336111,7,13,0.6920148756766585,10,1,0.7288594469898866,4,5,0.5747806163694061,3,9,0.8897000693978818,3,6,0.7025189906026225,4,8,0.7963654772336111,2,7,0.852975274513666,5,2,0.7315657447990129,4,3,0.7462354526829559,3,4,0.7462354526829559,4,12,0.796365476795802,4,8,0.7963654772336111,8,6,0.7597853111195626,10,8,0.879391479852135,1,8,0.7280773161948288,3,12,0.8880746239817247,5,6,0.584571377077312,6,7,0.7192867964129337,10,5,0.7983667888224923,10,12,0.8793914799376206
29,5,10,0.8013057123114925,3,7,0.867897600789538,5,7,0.7643201463148362,3,4,0.7485687234103008,2,10,0.8776717351034896,5,10,0.8013057123114925,3,6,0.7037141330333305,13,5,0.5195707086389342,2,4,0.7326579973954217,3,11,0.7332544943658591,5,7,0.7643201463148362,5,11,0.6485032781394181,3,4,0.7485687234103008,8,11,0.743146668779266,8,13,0.7413477340601689,8,4,0.7993083060315838,3,6,0.7037141330333305,2,8,0.877198012360149,2,10,0.8776717351034896,8,10,0.8821060601361941,10,8,0.8821060601361941,1,8,0.7313449447167653,3,2,0.8473617127977011,10,2,0.8776717351034896,2,3,0.8473617127977011,7,8,0.8840170120603956,9,7,0.8847119134150501
30,8,2,0.8661121918273454,8,11,0.7311958864330319,3,5,0.7352059764162183,7,1,0.6793759605315075,4,7,0.7486687758046513,5,10,0.789567242982279,12,8,0.8751974013351758,5,9,0.7922324509910896,5,7,0.7500739787632027,10,3,0.8806995546428475,4,10,0.7881880043814099,3,6,0.6793445618501152,2,4,0.7167366569741245,2,8,0.8661121918273454,2,7,0.8413931194196824,2,4,0.7167366569741245,4,8,0.7874640123403547,12,7,0.8746272332660926,3,13,0.6505253173645038,6,8,0.7398688874732564,10,8,0.8754194722676978,1,8,0.7165675921959471,6,8,0.7398688874732564,2,12,0.8661121914936765,7,10,0.8750319784925167,10,1,0.717403063400798,1,4,0.5040913771241582
31,4,7,0.4515832395635206,5,4,0.148982938571679,4,8,0.5057378531459793,3,7,0.6750969583393103,3,10,0.7170679301767039,12,2,0.6934460810942747,12,8,0.7306108810247673,13,10,0.4988153020079274,4,10,0.5065747247845988,8,9,0.7307173581052132,10,8,0.7309988776201214,6,10,0.5816959224553222,2,9,0.6964099274877096,2,1,0.412030209470937,6,10,0.5816959224553222,8,10,0.7309988776201214,2,4,0.4104692877360738,10,12,0.7309988772201259,13,12,0.4976697314769913,8,13,0.4976697327393024,10,8,0.7309988776201214,1,8,0.5091108535629751,4,9,0.5101404829157857,2,5,0.4109106975492728,2,10,0.6941308833918458,9,8,0.7307173581052132,3,5,0.4360853338148139
32,8,10,0.718687842398402,12,13,0.4655032052564085,4,5,0.1202542318530162,3,7,0.6534731814760795,2,7,0.629347417597799,11,10,0.6506435586115514,9,10,0.7191870194091307,9,10,0.7191870194091307,5,13,0.1000399839406669,7,8,0.6959245200659332,1,8,0.484458936506451,4,9,0.4897896599698526,2,4,0.3834340045390043,8,7,0.6959245200659332,1,4,0.1317273541917312,5,8,0.4854890751414984,12,13,0.4655032052564085,3,5,0.4104145585115661,13,11,0.3124502960894479,1,12,0.4844589353927943,10,8,0.718687842398402,1,8,0.484458936506451,8,12,0.718223990539625,7,3,0.6534731814760795,1,2,0.3809593853891475,7,10,0.6965671952767925,4,8,0.4849853934084073
33,3,4,0.4007999154038653,3,6,0.4552031145660373,1,3,0.3980220113488345,2,1,0.3693425529332453,10,8,0.7134141739403228,3,2,0.612208707300078,1,7,0.41515810986959,1,2,0.3693425529332453,1,13,0.0573931652861395,12,11,0.6395209922423877,8,9,0.7135503490386597,2,4,0.3743266035973651,1,3,0.3980220113488345,6,3,0.4552031145660373,8,13,0.4569423177346539,6,10,0.5413739508753883,4,2,0.3743266035973651,2,3,0.612208707300078,8,1,0.4734156493555301,3,8,0.6925532365809249,10,8,0.7134141739403228,1,8,0.4734156493555301,10,11,0.6404375844698571,4,5,0.1090263797465509,6,5,0.2148506323096284,2,9,0.671779067747238,2,5,0.3749615916442335
34,5,10,0.4742720584076354,9,4,0.4776647014277115,10,11,0.6355474823443812,1,8,0.4678835447992543,8,12,0.7115278502466464,10,2,0.6667089544129425,10,4,0.4736127838789365,1,10,0.4690088401337802,10,2,0.6667089544129425,8,13,0.4528033183026632,1,6,0.1623942100384136,6,2,0.4220768579083667,8,1,0.4678835447992543,4,10,0.4736127838789365,8,12,0.7115278502466464,1,2,0.3629344921290567,3,4,0.395867720154245,10,12,0.712019645235482,8,12,0.7115278502466464,2,5,0.3702402338155353,10,8,0.7120196457425042,1,8,0.4678835447992543,4,2,0.3695405423286714,10,13,0.4540478291966483,1,3,0.391463889985004,7,12,0.6882636167024502,10,12,0.712019645235482
35,12,5,0.4499357445682135,11,1,0.2732562386567398,1,5,0.0777805219572602,10,3,0.6705675905384151,10,2,0.6452530764334999,2,13,0.2926510863466584,1,8,0.4406430000355389,1,13,0.0063986245017693,6,9,0.5099728412981366,2,5,0.3421648995156724,5,10,0.4509355925379648,4,6,0.1678263080311378,7,1,0.3790302865523037,2,4,0.3413790230556428,5,8,0.449935745782228,8,9,0.6960694380432141,5,13,0.043013625764855,5,7,0.3883861734187719,9,10,0.6966019873834683,10,2,0.6452530764334999,10,8,0.6955970261575295,1,8,0.4406430000355389,11,12,0.6111447825125684,2,6,0.3843185283073946,5,8,0.449935745782228,8,11,0.6111447833270427,8,9,0.6960694380432141
36,7,4,0.3696069542510842,1,9,0.4294314959025331,12,3,0.65540975777754,1,8,0.4233835092963302,2,4,0.3221784070347648,10,11,0.5979917000128734,3,10,0.6562707235357892,9,11,0.6011845786249583,2,3,0.5664462066152826,12,1,0.4233835079733151,3,10,0.6562707235357892,3,5,0.351401965705244,11,8,0.5969719162782825,6,9,0.4875802135480436,7,11,0.5543686927551765,8,11,0.5969719162782825,12,11,0.5969719153507265,7,11,0.5543686927551765,13,11,0.2286440209045905,2,3,0.5664462066152826,10,8,0.6837164984470134,1,8,0.4233835092963302,1,6,0.0912771572192941,13,8,0.3983733090227934,5,11,0.330109223215779,7,6,0.411589530855159,2,11,0.5177812937929958
37,5,9,0.445349985484504,2,10,0.6360784915438125,4,13,0.0229527167870281,8,6,0.4887931038103231,6,10,0.4900780597154575,4,9,0.4445910201708143,4,7,0.3756607368065415,13,11,0.2364866355986884,10,11,0.604493998123523,3,6,0.3968598107718016,3,6,0.3968598107718016,1,5,0.0630707795464102,5,10,0.4409010942678756,3,12,0.6609272246450959,2,8,0.6352034987135332,1,3,0.3473688939133598,6,7,0.4191172183610812,6,10,0.4900780597154575,5,8,0.4398701906292148,8,10,0.6897083434514696,10,8,0.6897083434514696,1,8,0.4300957216575394,2,6,0.3664624186377467,2,8,0.6352034987135332,2,3,0.5718751142068093,9,10,0.690907187571624,6,11,0.3020899895300968
38,2,4,0.3440968399660733,4,5,0.0752018540219571,4,11,0.3502189418954917,6,10,0.5099233367193778,3,12,0.672425145792668,6,11,0.3244812036628222,5,6,0.1741390413819394,4,7,0.3902684183652084,2,3,0.5865731007555364,1,8,0.4441590586047064,5,6,0.1741390413819394,2,8,0.6474444320596604,11,3,0.5673840458853399,8,2,0.6474444320596604,1,5,0.0810469621675573,5,11,0.3522177101272562,1,3,0.3640004508041735,2,8,0.6474444320596604,7,11,0.57450898720208,6,13,0.056888949512149,10,8,0.6984799557416763,1,8,0.4441590586047064,1,4,0.0793133944412987,7,10,0.6724381460132774,5,10,0.4535091580111331,2,7,0.5988069314499143,1,8,0.4441590586047064
39,6,7,0.5653533210224628,1,6,0.2832923303852428,7,8,0.8078515828085688,1,3,0.5417514920034655,13,1,0.2291665347880425,10,9,0.8233370943313552,5,10,0.7008768875373261,2,7,0.7526197021018142,1,4,0.3636056557730683,5,13,0.3390571642059137,10,5,0.7008768875373261,2,8,0.7902521080263156,2,4,0.6058098413514674,3,7,0.770195432144735,12,8,0.8223263340701107,1,8,0.61144279942226,12,11,0.6456215385680186,6,8,0.620909972718775,1,7,0.561180518109389,10,13,0.6011912404512794,10,8,0.8227986356694231,1,8,0.61144279942226,13,3,0.5117885448319548,12,10,0.8227986353834009,5,7,0.6482751970581067,5,10,0.7008768875373261,5,12,0.6999039164198466
40,8,9,0.8305799601959657,3,4,0.6539308632514373,1,5,0.399753295899776,13,7,0.5710946002030707,11,13,0.382774181664991,2,3,0.7625887416017104,3,6,0.577575685359935,8,11,0.6575687343181341,1,3,0.5698474951011891,3,5,0.6557877456935965,2,3,0.7625887416017104,2,4,0.6341493883433892,5,11,0.5349749240827194,11,1,0.3865876808356469,8,7,0.8210416886842317,6,8,0.6490987695216248,13,2,0.5255189384770497,13,4,0.3771885174817526,2,8,0.8065821792107897,11,7,0.6376515871814911,10,8,0.8309161112351218,1,8,0.6324923738712422,11,12,0.6575687339426819,6,12,0.6490987684457556,5,7,0.6735700112396197,3,5,0.6557877456935965,7,12,0.8210416882705996
41,1,3,0.5782868599233683,5,9,0.7313307947546106,4,12,0.725241835833744,3,7,0.7953854947368727,1,7,0.5954670676272062,7,2,0.7786559903781927,3,7,0.7953854947368727,4,11,0.5418139053099003,2,11,0.6224847649621901,5,12,0.7269861737250837,4,5,0.4778522189322559,8,9,0.835484309003848,8,12,0.8354587089492925,12,10,0.8358517178529428,4,11,0.5418139053099003,5,6,0.4538941321320466,3,8,0.8283524619069847,8,13,0.6352815703335418,4,8,0.7252418366192597,2,8,0.8116072750664647,10,8,0.8358517180209721,1,8,0.6409757715277375,8,1,0.6409757715277375,7,9,0.8279083692940046,7,11,0.6459948743794021,7,11,0.6459948743794021,13,7,0.5775371932028488
42,12,13,0.6649173292313224,1,3,0.6064082208649384,4,11,0.5692793815372323,1,3,0.6064082208649384,9,11,0.6896640048008036,7,9,0.8446467763697387,4,1,0.4376247571556824,3,8,0.8463339151821361,5,7,0.7032299653221914,5,6,0.490402701469091,6,10,0.6859995553470337,4,5,0.5045257564003075,2,3,0.7903517270656233,5,10,0.7482127678815316,2,8,0.8306415045206694,4,10,0.7465612595463175,13,8,0.6649173302260067,3,5,0.6863062123723143,13,5,0.4234393700290365,3,7,0.8161912198925939,10,8,0.8497943521204664,1,8,0.6653569883908321,8,5,0.7473782532871986,1,2,0.5861458168293736,6,13,0.322532491936214,9,4,0.7497589122024306,4,10,0.7465612595463175
43,2,6,0.5763168568206494,3,6,0.5973305042752477,3,4,0.6712464960882328,2,3,0.7779187996476298,6,7,0.6170662660636025,1,2,0.5711845816255561,5,8,0.735985884794659,10,4,0.7352193897920366,2,3,0.7779187996476298,7,11,0.6595187117571706,3,8,0.8368878342406443,8,3,0.8368878342406443,11,10,0.6792662901917522,2,8,0.8202253167075932,3,5,0.6729241692315158,5,10,0.736856033516633,8,6,0.6670643777319671,8,11,0.6786040119657508,8,12,0.8422989250678743,3,8,0.8368878342406443,10,8,0.842669982154764,1,8,0.6535320552135505,2,12,0.8202253161391623,2,5,0.6532585526184764,2,4,0.6515837256102236,4,9,0.7385175675549562,9,6,0.6721013847566888
44,6,7,0.6419629674465281,2,4,0.6705383360397121,4,6,0.4953234504281546,7,8,0.8428749194660495,2,4,0.6705383360397121,3,9,0.8495911229862615,6,8,0.6887924136487935,7,13,0.6155693597087968,13,2,0.5728909939298743,9,10,0.8474952866720027,1,12,0.667270901534602,3,9,0.8495911229862615,8,2,0.8314950008980393,11,13,0.4336506565765063,4,12,0.7477990020000853,10,5,0.7502429288186105,3,13,0.5937270725719125,5,12,0.7494294577555785,8,13,0.6690678104688321,1,8,0.6672709021797774,10,8,0.8479832657076811,1,8,0.6672709021797774,4,5,0.5103435427420728,10,11,0.6867086789044553,2,6,0.6032459112753885,4,7,0.7051655483470969,6,9,0.6935314020771497
45,6,7,0.6317939994344296,3,9,0.8441866071578579,1,4,0.4306352417116439,3,5,0.6809939448210189,6,13,0.3171665616260325,1,2,0.5798560727852304,1,3,0.6003341368391453,7,10,0.8385884306577915,1,8,0.6588452242643007,4,13,0.4149677827294735,4,3,0.6793117729294209,7,6,0.6317939994344296,3,6,0.6124764708290282,3,6,0.6124764708290282,8,12,0.8443827722712941,13,9,0.6648904860569168,8,4,0.7399795593671777,11,7,0.6634315885889404,8,12,0.8443827722712941,2,8,0.8257268006084199,10,8,0.8447213165669405,1,8,0.6588452242643007,8,10,0.8447213165669405,3,10,0.8422646642471505,1,10,0.6597920751197726,7,10,0.8385884306577915,3,4,0.6793117729294209
46,3,5,0.6991639500909166,3,10,0.851443298941067,7,8,0.8456751376441912,3,9,0.8530535182222319,2,4,0.6795221450986774,9,5,0.758134731206699,5,3,0.6991639500909166,3,8,0.8508864500322211,4,8,0.7528601890756582,3,6,0.6386613670806811,2,8,0.8358829907053662,10,12,0.848162962813502,2,5,0.6811856316233914,2,7,0.8096688331053336,8,9,0.8471963071455711,3,7,0.8246764035019502,10,8,0.8481629628094249,3,8,0.8508864500322211,8,7,0.8456751376441912,10,11,0.6876450898000446,10,8,0.8481629628094249,1,8,0.6723238763778917,3,11,0.6725123174917275,6,9,0.705676837051762,6,11,0.4499448841321989,6,5,0.5146494953355754,1,3,0.6193164010017745
47,8,11,0.6986299886009281,3,4,0.7159820991878671,12,11,0.6986299884721054,4,11,0.5979608456835123,8,9,0.8530561058638302,1,5,0.4805346114919059,6,7,0.6780131867866631,10,9,0.8532611795827586,8,12,0.8540653642062547,7,10,0.8552623595467519,3,7,0.8379445237069701,10,2,0.8475083475359102,9,12,0.8530561059181924,2,3,0.816432716803086,12,13,0.7000809400577633,10,9,0.8532611795827586,6,8,0.7199020188541227,5,10,0.7696645277187539,5,8,0.7689414884928205,7,12,0.8548522134514303,10,8,0.8542921099251162,1,8,0.6888648360456027,6,8,0.7199020188541227,1,2,0.6209862893274931,3,13,0.6317379002862155,8,12,0.8540653642062547,2,4,0.6986416861339084
48,11,10,0.7019346520449964,3,6,0.6659730281452886,7,11,0.6918171649572491,5,6,0.5462896433240989,2,7,0.8262073867575095,7,11,0.6918171649572491,3,7,0.8404058166315038,10,4,0.7704888376370608,13,1,0.3790503030715003,9,13,0.708728658624559,5,9,0.7746071054983257,3,7,0.8404058166315038,5,10,0.7720312118734983,1,4,0.4820891779786214,1,8,0.692039708801357,6,13,0.3927045272465078,1,3,0.6435823913300536,7,8,0.8568070134000731,11,6,0.4790711321171892,2,8,0.849225003547357,10,8,0.85580314865041,1,8,0.692039708801357,6,8,0.7240662610711518,2,3,0.8191694819463852,2,8,0.849225003547357,2,3,0.8191694819463852,3,7,0.8404058166315038
49,4,8,0.7797671017239608,1,2,0.6384782791207386,6,7,0.6942350959254715,9,12,0.8597548819304,8,6,0.7345100849886903,1,3,0.6569877752875821,3,4,0.7306282911386739,5,10,0.7819537557698841,10,12,0.8611592768680789,2,10,0.8572588568004347,10,3,0.8711960961625969,9,3,0.8723810445072986,6,9,0.738543672477805,3,8,0.8707195271308754,6,13,0.4092521906627481,5,4,0.5600386937642617,2,3,0.8285075324421607,13,5,0.4955290350956122,13,12,0.7156679825313765,8,11,0.7107676832255406,10,8,0.861159276781376,1,8,0.7036752963590396,3,11,0.702754561414111,12,11,0.7107676831260152,3,4,0.7306282911386739,12,9,0.8597548819304,8,13,0.7156679832775723
50,4,5,0.5718295731678886,1,6,0.4685557025972418,2,12,0.8643743899870876,2,8,0.864374390211448,9,12,0.8644597214747803,1,5,0.5148591029178328,3,7,0.8573564843431204,9,11,0.7215262847249282,3,7,0.8573564843431204,1,6,0.4685557025972418,1,7,0.6820932983714726,13,5,0.512724771928599,2,10,0.8648374691050111,3,8,0.8776301370985291,8,13,0.7295596392742505,5,6,0.5788635007856261,2,3,0.8379616859029624,3,5,0.742369064892864,2,5,0.7261574819205553,2,5,0.7261574819205553,10,8,0.8660017085637356,1,8,0.7146266748804924,2,9,0.8658722184209646,8,3,0.8776301370985291,3,11,0.7138425408222512,2,13,0.6468068524929228,6,7,0.7101218138704277
51,3,5,0.7364597781622497,8,9,0.8606699705840983,4,10,0.7835403172397992,4,9,0.7859115895057556,3,10,0.8735496587944533,4,10,0.7835403172397992,9,10,0.8608255594097656,4,1,0.5043376045246726,1,3,0.662542896889543,8,11,0.7139698958335446,8,13,0.7212189078227164,13,5,0.50300159049853,4,13,0.5006960509077343,6,10,0.7409928261631178,4,6,0.5663139007022607,8,11,0.7139698958335446,2,3,0.8323087826020124,5,12,0.7843051844059924,8,5,0.7843051848419486,8,9,0.8606699705840983,10,8,0.862158388144892,1,8,0.7079608649013374,5,6,0.5687132067590706,7,13,0.6751701576501495,2,8,0.8593039664863198,5,6,0.5687132067590706,3,9,0.8746532495032624
52,9,8,0.8640719169245865,4,10,0.7881775990674452,6,10,0.74725440260212,1,10,0.714592396751529,2,9,0.8650154160601377,1,3,0.6688231669402211,2,4,0.7235575883137482,10,12,0.8656004025356138,1,3,0.6688231669402211,2,6,0.6737487296864944,11,9,0.721084828482534,11,12,0.7195253682600016,8,1,0.7138167284093032,6,7,0.7073348809199197,3,4,0.7400453054183473,8,12,0.8654338719511226,1,2,0.6507434629372411,2,3,0.836931504428092,8,4,0.7875108630324734,11,6,0.5092290991352941,10,8,0.8656004024245199,1,8,0.7138167284093032,10,11,0.719988711824264,13,8,0.7274577515581516,9,12,0.8640719170724412,4,8,0.7875108630324734,5,7,0.75433486136638
53,2,13,0.6485645325161382,4,6,0.5782485596066255,6,9,0.7541636993640689,3,7,0.859621414093172,2,10,0.8671416414677756,1,12,0.7182629903758913,4,6,0.5782485596066255,3,4,0.7437240831255467,2,3,0.8401413838357757,1,3,0.6732824655039038,2,10,0.8671416414677756,4,12,0.791168727071345,3,8,0.8800652891215807,4,8,0.7911687274940733,2,8,0.8666771595032112,4,7,0.7566386251885784,3,4,0.7437240831255467,3,13,0.6671335609638498,7,8,0.8724124793761572,8,13,0.7315475316354938,10,8,0.8685833930778395,1,8,0.7182629907959766,2,4,0.7273791556353782,13,5,0.5150363439938132,1,9,0.7217661496178794,7,8,0.8724124793761572,13,11,0.5123261848469276
54,9,8,0.8528133165064167,11,13,0.4713334317743136,5,2,0.7016184937053725,2,5,0.7016184937053725,3,4,0.7179592526525103,7,8,0.8546296551571472,1,12,0.6908305752804351,8,12,0.8538538311354543,7,8,0.8546296551571472,6,5,0.540606290628478,7,11,0.690090572265345,8,5,0.770324847332465,10,3,0.8621948673195553,3,4,0.7179592526525103,2,6,0.6402795995170325,10,8,0.854082337126829,7,8,0.8546296551571472,4,8,0.7688232376166112,8,9,0.8528133165064167,5,8,0.770324847332465,10,8,0.854082337126829,1,8,0.6908305757936297,2,13,0.6114878731359664,3,10,0.8621948673195553,9,1,0.6946614475470535,2,3,0.8168131268042035,10,13,0.7002656143893367
55,1,3,0.6204931637143742,3,4,0.6989195139957107,3,9,0.850907895711337,4,11,0.5813022813832258,9,2,0.8347081902580458,7,10,0.8431286599436504,5,12,0.755504926435664,1,2,0.5997083752307051,2,3,0.7984240534820882,10,2,0.8331429191236858,12,10,0.8457589184910124,7,12,0.8426562884425629,4,8,0.7539521013438892,3,8,0.8487545903314703,2,11,0.6541034228405096,8,5,0.7555049270791515,7,4,0.7131328864519839,2,3,0.7984240534820882,11,12,0.6868250025035286,11,12,0.6868250025035286,10,8,0.8457589185286828,1,8,0.6733155236501386,1,2,0.5997083752307051,4,9,0.7575919196978557,3,8,0.8487545903314703,11,1,0.4410163173006568,7,10,0.8431286599436504
56,1,3,0.5988262859045845,3,9,0.8388142060817665,3,5,0.6806976801319752,9,11,0.6784191355877538,2,4,0.6589720791477127,8,9,0.8380983319388696,2,6,0.5768928067721362,11,12,0.6758507964189839,7,13,0.5943438557156446,5,7,0.696361662230065,9,11,0.6784191355877538,8,1,0.6568558358396073,13,9,0.6547955601090897,8,11,0.6758507967868561,4,5,0.5017558231295209,8,13,0.6494247716808221,13,8,0.6494247716808221,10,4,0.7399806141410971,6,8,0.6646524616927898,1,3,0.5988262859045845,10,8,0.8387805933817829,1,8,0.6568558358396073,3,6,0.5982378292556069,5,10,0.7415922756244379,5,8,0.7407373334695954,6,13,0.298690619696872,5,12,0.7407373326929028
57,1,5,0.4223793841149196,2,6,0.5735400395920955,6,7,0.6135847407212351,2,5,0.6526641034600973,1,4,0.4197432617331574,1,2,0.5672821184855096,2,3,0.775238996104169,2,7,0.7848021608155686,2,7,0.7848021608155686,10,1,0.64854263006093,5,9,0.7375893448633835,1,7,0.6043334669153846,9,13,0.6497804357494876,4,8,0.7317865633025781,8,9,0.8352678279045499,2,13,0.544693248809507,4,9,0.735888363690709,6,8,0.6623568465841286,3,5,0.6724114387176939,2,7,0.7848021608155686,10,8,0.8358550984923437,1,8,0.6475712035463659,13,10,0.6454220034761224,11,5,0.5533004717106428,10,12,0.8358550983699382,2,8,0.8155156371763511,12,9,0.8352678276612243
58,4,12,0.7219853860287793,1,3,0.5756830237284583,10,11,0.6591192534622248,3,11,0.6365631645755093,6,7,0.6026530972303725,5,9,0.7279847613800903,7,4,0.6762685201061652,3,4,0.6594715827240162,9,10,0.8299993752566196,9,10,0.8299993752566196,1,7,0.5918797090027442,2,4,0.6395252335989283,3,5,0.6612748748007208,4,7,0.6762685201061652,1,5,0.4071210216702216,2,13,0.5319208316733578,4,5,0.4770298461129272,6,8,0.6524141030280772,6,8,0.6524141030280772,4,13,0.385350138695128,10,8,0.8301099547450406,1,8,0.636036602294527,1,2,0.5541735788969304,5,6,0.4542114922567206,2,6,0.5619191068707337,6,10,0.6534587609102804,1,8,0.636036602294527
59,1,2,0.5456204372524023,3,4,0.6512337805807857,7,8,0.8184282839914458,7,9,0.8204008382008892,10,6,0.6453607847989156,1,6,0.3190814058243637,8,13,0.6247447785189792,8,13,0.6247447785189792,2,4,0.6310828800552295,1,2,0.5456204372524023,12,13,0.6247447773851327,3,9,0.8238088271358002,7,8,0.8184282839914458,1,6,0.3190814058243637,10,12,0.828693313719078,8,10,0.828693313901099,3,5,0.6530514473461503,1,3,0.5673360730001448,4,6,0.4392679815431187,9,10,0.8287525289101549,10,8,0.828693313901099,1,8,0.6302278201759399,9,8,0.8283677794549523,1,3,0.5673360730001448,13,7,0.5666546963576289,4,8,0.7162104498728442,10,2,0.8044551086364128
60,5,8,0.7029378240207924,2,7,0.7564267026661671,1,3,0.5472025984737947,6,8,0.627374673215635,3,6,0.554080197355652,4,5,0.4480713947855562,3,12,0.8083046054141123,3,8,0.8083046060017842,12,4,0.7010613978009366,11,3,0.6123040489899089,3,8,0.8083046060017842,6,12,0.627374672083377,3,6,0.554080197355652,8,12,0.8174347104275056,2,8,0.7908491740670167,5,6,0.4209477520571014,5,8,0.7029378240207924,1,8,0.6116388968923598,8,10,0.817868403801229,11,13,0.3549852533229111,10,8,0.817868403801229,1,8,0.6116388968923598,3,8,0.8083046060017842,9,4,0.7056233529036802,9,10,0.8180960114046745,10,13,0.6080263269872768,12,5,0.7029378232030232
61,9,12,0.8199112131606721,4,7,0.6546424765804417,10,9,0.8203258342219283,2,4,0.6158635860913135,6,11,0.3620983478127656,1,2,0.5283254031652566,3,2,0.7463365001166734,1,2,0.5283254031652566,2,11,0.5964850096879791,8,9,0.8199112135662231,11,9,0.6462097189991002,3,6,0.5541037023530953,10,3,0.8108358471402557,3,7,0.7753264559433194,9,1,0.6205091826467735,11,3,0.6165316080643262,3,8,0.8101242200468283,7,9,0.810344649850296,9,12,0.8199112131606721,7,3,0.7753264559433194,10,8,0.8200939845561412,1,8,0.6154274019173591,5,3,0.6383912122937041,10,5,0.7062205964402613,5,6,0.4214742996023699,1,10,0.616472146319579,8,12,0.8196579366304328
62,4,12,0.696419527709716,3,11,0.6078862857591857,5,6,0.4102310627814025,9,12,0.8157347046329769,4,11,0.5031990471385868,13,10,0.6001562779376016,1,8,0.6069051879755029,10,12,0.8158201230018197,3,7,0.7686782627100133,2,13,0.4912116627751071,10,6,0.6201053843557753,2,5,0.6092651695299508,12,9,0.8157347046329769,2,5,0.6092651695299508,1,4,0.3644412433694334,5,7,0.6486397539579475,12,10,0.8158201230018197,5,9,0.7029835374383377,8,11,0.6358225768043301,1,11,0.3546346276245806,10,8,0.8158201232541703,1,8,0.6069051879755029,1,13,0.2305998158502513,5,9,0.7029835374383377,8,13,0.5989535250070113,4,9,0.7010969332153331,4,13,0.3405023050180563
63,4,7,0.6543114168738496,1,6,0.2996497102017004,3,8,0.8093289067635632,3,7,0.7757522538400528,1,4,0.3731506074436743,1,10,0.6128741970853292,3,9,0.8123494719161339,10,7,0.8077853543554107,5,8,0.7037774130487497,3,7,0.7757522538400528,5,6,0.4264788419498617,1,2,0.526889082548696,2,12,0.7922125658081425,5,9,0.7082765972246909,2,7,0.7586476582655257,3,4,0.6363764747105661,5,8,0.7037774130487497,4,10,0.7027992426745714,6,12,0.6321597292277705,3,8,0.8093289067635632,10,8,0.8177302993492688,1,8,0.6118488431822218,1,5,0.3759783867421234,6,9,0.6375243599974973,2,3,0.7474607955172037,5,11,0.5113697331560356,4,5,0.4499142452394201
