,a-a0,a-a1,a-r,b-a0,b-a1,b-r,c-a0,c-a1,c-r,d-a0,d-a1,d-r,e-a0,e-a1,e-r,f-a0,f-a1,f-r,g-a0,g-a1,g-r,h-a0,h-a1,h-r,i-a0,i-a1,i-r,j-a0,j-a1,j-r,k-a0,k-a1,k-r,l-a0,l-a1,l-r,m-a0,m-a1,m-r,n-a0,n-a1,n-r,o-a0,o-a1,o-r,p-a0,p-a1,p-r,q-a0,q-a1,q-r,r-a0,r-a1,r-r,s-a0,s-a1,s-r,t-a0,t-a1,t-r,top-a0,top-a1,top-r,baseline-a0,baseline-a1,baseline-r,u-a0,u-a1,u-r,v-a0,v-a1,v-r,w-a0,w-a1,w-r,x-a0,x-a1,x-r,y-a0,y-a1,y-r
102,10,6,0.5734907548104781,1,7,0.4468777552307472,3,13,0.4045570217813419,3,9,0.7157331697302693,8,13,0.4906674115084167,4,5,0.1475685900925025,4,10,0.5034473541388076,1,13,0.1048759771651763,8,11,0.6572130788414221,5,1,0.1594158411092063,10,6,0.5734907548104781,2,5,0.4082796383782179,6,13,0.1570422535467904,3,8,0.7127696347587127,5,12,0.5030712270167971,3,5,0.4341910770626673,4,13,0.1333657496062008,8,13,0.4906674115084167,8,2,0.6891037536242441,7,8,0.707955930194847,10,8,0.7262821374246482,1,8,0.5005806629507891,8,9,0.7259841008480897,6,12,0.5723672255427902,6,9,0.5777298834451863,1,2,0.4040398555781858,3,4,0.4336775033990455
103,7,2,0.654653820789079,5,9,0.5169332382516234,3,12,0.719521581944275,2,13,0.3823556784816708,3,5,0.4428700912828934,11,4,0.4270263863400574,4,8,0.5120750162559518,9,7,0.7170614558456863,8,12,0.7334109830318225,4,9,0.5164804306953812,4,10,0.5129323841687257,6,11,0.4090857843930677,1,9,0.516261660322297,13,11,0.3471298313474886,6,10,0.5785103623053274,1,7,0.4570627865967299,4,5,0.1587580898336376,2,7,0.654653820789079,12,10,0.7338171047500948,3,8,0.719521582735577,10,8,0.7338171051808656,1,8,0.5112720362961193,1,9,0.516261660322297,5,1,0.1716741441816556,3,11,0.6308993361881923,2,10,0.6966748073761642,5,9,0.5169332382516234
104,7,9,0.712961376578202,8,9,0.7310242256809443,9,10,0.7314335950675972,7,8,0.7107919729166596,8,2,0.6907131149591248,6,10,0.5682839226258937,1,3,0.4337192446418048,9,7,0.712961376578202,1,9,0.5103790779252313,2,3,0.6385741603498787,7,11,0.6290501817073929,1,8,0.5052368160995501,10,13,0.4893090083371056,1,5,0.1626465842389509,2,3,0.6385741603498787,4,6,0.2521895555872251,8,10,0.7311865914264548,7,9,0.712961376578202,1,4,0.1611751401907533,11,13,0.336509206112581,10,8,0.7311865914264548,1,8,0.5052368160995501,4,5,0.1503047321258626,2,12,0.690713114088507,2,8,0.6907131149591248,5,10,0.5078488935253389,7,12,0.7107919721938543
105,3,7,0.6379576799508992,7,8,0.6822663308686279,3,9,0.6883123133113064,1,3,0.3849097505418277,1,6,0.1452666229555654,11,9,0.6288316129648311,7,8,0.6822663308686279,10,7,0.6829668746174484,1,6,0.1452666229555654,1,2,0.3550796466738954,5,9,0.4757889144648354,6,7,0.4549636079864053,4,6,0.1943014060736344,3,8,0.6847167827048962,3,12,0.6847167817226331,7,5,0.4111665933986246,6,3,0.4349321936659466,7,12,0.6822663300198317,3,5,0.3939497760157244,1,7,0.4018405789232859,10,8,0.7069821582979363,1,8,0.4614898038897188,5,12,0.4707607017502554,10,12,0.7069821577015865,8,10,0.7069821582979363,5,7,0.4111665933986246,6,3,0.4349321936659466
106,1,5,0.0704011567620543,9,10,0.6927598440858395,6,10,0.4874090554788428,4,10,0.4454378004377239,4,8,0.44439404245474,8,7,0.6624267110633575,1,6,0.0995120740153289,12,1,0.4343961352429759,6,9,0.4925190369622265,6,3,0.3945711299787432,5,13,0.0284850667673127,13,8,0.4063185395448376,2,12,0.6367138333364538,4,7,0.3807116019878577,8,12,0.6909896423551699,13,2,0.2755629644497162,5,10,0.4461568029122673,2,10,0.637593878050319,7,1,0.37055008176381,2,12,0.6367138333364538,10,8,0.6915799808118865,1,8,0.4343961366150999,13,3,0.3066868891378986,5,8,0.4451170824290722,12,13,0.4063185377985318,3,6,0.3945711299787432,2,10,0.637593878050319
107,7,13,0.4898168821115909,9,2,0.7648659487999663,11,5,0.4774438615155507,4,7,0.5602977839711862,2,9,0.7648659487999663,4,8,0.6161713986644901,5,8,0.6173888298726256,2,8,0.7613917099721859,1,7,0.5169425885784451,1,2,0.4725940087410962,11,1,0.3688069501114625,1,5,0.2680718132045556,6,8,0.6103158368778547,1,2,0.4725940087410962,10,1,0.5733341884994375,2,11,0.6140791507706695,12,3,0.7833066423051781,8,10,0.8020935063389563,3,5,0.5431903377202739,2,8,0.7613917099721859,10,8,0.8020935063389563,1,8,0.5721999663439701,9,12,0.8022245435054195,1,7,0.5169425885784451,6,9,0.6161512800851092,3,10,0.7840926247097257,9,7,0.7843911373965134
108,6,9,0.3342434653630656,7,8,0.4889998740632992,4,12,0.2156618521407907,6,9,0.3342434653630656,5,7,0.148066678011386,13,9,0.2223288434810835,3,13,0.1101928415050499,9,11,0.4835253102798874,8,2,0.4604292540392316,7,11,0.4291932823460818,3,8,0.488551525879537,3,8,0.488551525879537,12,7,0.4889998729660728,3,9,0.4928540904957991,2,6,0.1964172530474162,2,3,0.3916488324973828,6,12,0.3275448515458794,1,2,0.1218363810852467,1,3,0.1543965143171883,10,11,0.4800620185086919,10,8,0.5230698343284672,1,8,0.2427661015722527,2,4,0.0977708416881987,6,7,0.2522568314114023,1,5,-0.1796488512931917,2,7,0.4048846143365127,3,6,0.2294445566537357
109,2,4,0.0935427218745379,7,11,0.4226620182875206,6,13,-0.1652047246310013,4,5,-0.224345389734216,7,9,0.4900873679138988,9,12,0.5220544968224543,6,12,0.3236829187580838,7,8,0.4866606121857206,9,7,0.4900873679138988,11,12,0.4727455503644097,7,2,0.4019390140193073,2,8,0.4578084997686095,4,6,-0.0737804402709159,3,7,0.430125351839727,3,8,0.4860760954080372,12,5,0.2123346653073454,11,8,0.4727455514245827,4,12,0.212001664082682,1,7,0.167892944723818,2,3,0.3885827300143528,10,8,0.5210963184331393,1,8,0.2368302511940446,3,7,0.430125351839727,9,12,0.5220544968224543,5,10,0.2133464000045586,2,1,0.1153868800195456,9,10,0.5226196906569882
110,8,11,0.4523823778052824,7,13,0.0954021408447782,5,13,-0.2642296750428208,13,2,0.0345262652167233,1,3,0.1201412937112564,3,10,0.466907943628305,3,10,0.466907943628305,2,6,0.1520774380519745,3,4,0.0986405651410082,3,7,0.4068815643325559,4,5,-0.2508346966126282,2,12,0.4364516022390396,11,13,0.0378210260864831,4,8,0.1908413073921281,2,3,0.3632659146467263,5,7,0.1198439511226032,10,13,0.1796783006794078,2,5,0.0675062769322846,3,11,0.3892346439442752,6,2,0.1520774380519745,10,8,0.5054381019466103,1,8,0.2130573612907302,4,5,-0.2508346966126282,1,6,-0.1346066128095873,2,8,0.4364516036746851,2,11,0.356160037306107,4,10,0.1919243633432485
111,1,5,0.363895695066594,3,11,0.6081301658773963,9,8,0.8165260362195084,13,12,0.5990902894566977,3,10,0.8052379240831399,9,11,0.6400709511226451,5,13,0.3408983712306044,10,12,0.816580161901983,7,13,0.5383540798096423,6,8,0.6206260792908356,3,1,0.539136026138367,3,6,0.5450417379312721,13,2,0.4908144650190698,6,9,0.6261927913008825,9,7,0.8056579493701014,3,7,0.7684890108977426,3,4,0.625704358204938,8,10,0.8165801621439175,5,7,0.6464441049189633,6,2,0.5230252622322528,10,8,0.8165801621439175,1,8,0.6059558187893935,3,11,0.6081301658773963,8,6,0.6206260792908356,10,12,0.816580161901983,3,5,0.6276026641205066,4,7,0.6445617404249228
112,10,8,0.8104519349249675,6,9,0.6063525534828316,3,9,0.7981156612915374,1,5,0.3493808005997478,9,1,0.6014077530003902,1,4,0.34662194580342,9,10,0.8110596349691603,3,8,0.7946669576700733,10,2,0.7769336807647813,8,12,0.8099561173992871,2,6,0.4991590852082274,7,1,0.5446801918835518,8,12,0.8099561173992871,1,8,0.5959626647799262,8,11,0.6307442834729137,2,10,0.7769336807647813,5,10,0.6870326333020301,11,13,0.3289386027755385,5,2,0.5922636726384543,7,8,0.7944083969524212,10,8,0.8104519349249675,1,8,0.5959626647799262,3,7,0.7560628263938738,11,3,0.5984885236223351,11,13,0.3289386027755385,2,5,0.5922636726384543,10,11,0.6315237326312638
113,11,4,0.5313300255966054,8,10,0.8316049561781249,4,5,0.4657896143472484,1,2,0.5458445390790684,7,10,0.8208754635730153,8,11,0.6594704206103333,7,12,0.8202809823906003,8,3,0.8220144828958675,3,7,0.7877099267131593,4,11,0.5313300255966054,1,12,0.6320865741288486,2,8,0.8049938459771927,10,13,0.6260973622633098,12,11,0.659470420172862,5,8,0.7187058612288684,13,11,0.3799235051898352,13,8,0.6249319710444987,2,3,0.7591266537013943,2,6,0.5499526347708901,3,8,0.8220144828958675,10,8,0.8316049561781249,1,8,0.632086574953381,13,5,0.3735972464503827,2,6,0.5499526347708901,13,6,0.2616004511058727,2,10,0.8057039307063683,5,10,0.7196210276192292
114,5,13,0.3849668553479279,12,7,0.8268245700102848,6,3,0.5806988605329011,7,9,0.8287816766612957,2,7,0.7782109547393015,2,12,0.811960120880705,7,10,0.8274052066710087,1,7,0.5965120669906575,12,4,0.7252628134515611,7,10,0.8274052066710087,10,2,0.8126563315117799,1,13,0.2793567148195021,11,2,0.6253660288922996,4,10,0.7261688211458686,6,7,0.6012434385187466,11,13,0.3937283019497324,5,3,0.6612517921246926,4,13,0.382423375395663,10,6,0.6539982340261713,3,7,0.795208364730684,10,8,0.8375666511348145,1,8,0.6429001790422006,6,11,0.3965369451938222,9,12,0.837231056095021,2,5,0.6412198606341171,3,8,0.8289759083256079,5,8,0.7269495784453028
115,2,9,0.8217608727723036,3,8,0.8358559859911102,3,7,0.8026177359590887,6,10,0.6619923107025414,1,3,0.5915710446656671,1,2,0.5700601716816605,10,1,0.6556140776865823,4,5,0.4888391479368286,1,5,0.4243609944082015,3,10,0.8365173690882995,2,5,0.6515673972806793,7,8,0.8333884748349565,2,3,0.7748574040779698,11,3,0.656254548071755,8,12,0.8431614775368121,3,4,0.6698395225067979,1,8,0.6546132775962263,2,13,0.5403066912844412,9,5,0.7406994583275671,2,8,0.8189527610296492,10,8,0.8435472433808243,1,8,0.6546132775962263,8,13,0.6437646891182877,3,4,0.6698395225067979,3,5,0.6714952193566761,1,4,0.4218056754598253,9,10,0.8434949377730436
116,7,8,0.8508237402934591,2,3,0.7987068201523362,7,3,0.8243671668716496,7,10,0.8513300993715304,3,13,0.597136608251827,1,7,0.6368133771003236,12,1,0.679463437748796,8,5,0.7580828131917918,9,13,0.6798429357287055,7,9,0.8523425687310908,11,4,0.5862317030633689,1,8,0.6794634384661749,1,12,0.679463437748796,2,3,0.7987068201523362,8,10,0.8574830586150782,8,9,0.8567756736667624,12,5,0.7580828124765806,5,2,0.6785481586195588,11,7,0.68412281073066,4,7,0.7124233014335281,10,8,0.8574830586150782,1,8,0.6794634384661749,1,10,0.6804033779100226,8,10,0.8574830586150782,3,10,0.855016526816061,10,11,0.7018046470790555,4,10,0.757359942318441
117,1,4,0.4460181769516687,4,10,0.7522423773553288,4,12,0.7513972847542028,12,4,0.7513972847542028,8,5,0.752951905146437,1,8,0.6743762480593398,6,7,0.6379601681690018,9,3,0.853709900456031,2,8,0.8351441907308953,10,5,0.7537933136352304,7,2,0.8041342949435817,2,4,0.6702569921304076,5,6,0.4923493426773819,6,10,0.6879940523177288,3,4,0.689254345726009,2,11,0.658178633607587,1,7,0.6307358569998658,5,8,0.752951905146437,11,12,0.698467537503912,6,3,0.6182853340501451,10,8,0.8557510660236185,1,8,0.6743762480593398,10,12,0.855751065887407,2,5,0.6718462600157554,10,2,0.8357816809582164,2,9,0.8377087332748661,10,8,0.8557510660236185
118,4,8,0.7601502911333825,5,10,0.7624938843093148,4,7,0.7160146243691172,5,9,0.7656406306491589,6,3,0.6351313945744692,2,7,0.8147272790977685,7,13,0.6280422709376717,4,6,0.5065877561277135,7,8,0.8570636693045643,6,7,0.6550196252500371,1,4,0.4577853113786625,12,6,0.7032848426967861,10,7,0.8575623331307785,10,12,0.863751508186797,10,11,0.7098892459517689,12,5,0.7616783343332291,6,1,0.3970471420467073,3,5,0.7003165083328463,3,13,0.6048990434472183,8,10,0.8637515082787742,10,8,0.8637515082787742,1,8,0.685263935021677,1,9,0.6897496638714491,9,11,0.7118141416288919,9,12,0.8630680046147758,10,6,0.7042707023692811,2,1,0.6061181597038432
119,4,13,0.4776792316094511,2,5,0.7065110957560929,1,4,0.4875964255624687,13,6,0.3896401843507605,3,4,0.722376390287808,3,7,0.8445686838788273,6,10,0.7267004147921883,1,2,0.6303196801308097,2,9,0.8566530133204785,12,1,0.7001986090989621,12,6,0.7257892076785952,4,5,0.5491034513010761,5,6,0.5459029596252312,4,12,0.7755639070782441,10,12,0.8639769764586894,8,9,0.8628035686689242,11,6,0.4841028876483415,7,8,0.863279602300874,6,7,0.6828609887249306,8,12,0.8637417046857999,10,8,0.8639769764303565,1,8,0.7001986096309281,10,13,0.7078018254054621,12,13,0.7068079054472703,10,12,0.8639769764586894,10,2,0.8552607253098554,4,8,0.7755639076086209
120,6,10,0.7375895447239842,7,12,0.868685374211668,3,2,0.8307959670411367,12,13,0.7180200617859691,2,9,0.8628940372708087,9,3,0.8769279978935387,10,1,0.7104756630865352,3,11,0.7097629570342583,5,10,0.7856986818672553,1,5,0.503416574982596,9,4,0.7867934008921846,1,7,0.6741241238625613,2,8,0.8611256420509192,1,3,0.6607768435985288,3,12,0.8751615641889618,7,13,0.6698367412566342,13,6,0.4075511225105064,3,8,0.8751615644720848,2,7,0.8379696575570807,8,7,0.8686853743781255,10,8,0.86781578312275,1,8,0.709656845055751,2,8,0.8611256420509192,4,6,0.5582841231513676,2,6,0.6599961571489849,7,9,0.8694983979074424,8,13,0.71802006257578
121,1,2,0.6491979619265201,6,10,0.7435566752006377,3,7,0.8567236790821395,2,7,0.8428519769420442,10,9,0.871043668446476,4,5,0.5669217063574293,5,13,0.502045725037794,1,6,0.4582063639512096,2,3,0.8356517603152305,2,10,0.8663482380486609,8,9,0.8708645241562238,8,6,0.7426779341430968,3,12,0.8797135774338268,6,5,0.5674690106832796,2,3,0.8356517603152305,2,5,0.7223084364942631,10,1,0.7172250833392587,7,10,0.8736414982998635,12,8,0.8720056201314166,2,11,0.7005064108885397,10,8,0.8722064667934882,1,8,0.7164125919235271,9,10,0.871043668446476,12,6,0.7426779333978456,13,12,0.724186023425302,1,9,0.7201462946714398,9,10,0.871043668446476
122,8,1,0.7008703985897108,5,6,0.5589879602381947,9,6,0.7366052744167682,7,12,0.8610866180840162,11,8,0.7080217428945171,7,11,0.6998272394845133,10,6,0.7334619427391359,2,4,0.7111636518816427,7,10,0.861463739125691,12,11,0.7080217427994282,10,11,0.708509758436323,12,11,0.7080217427994282,1,7,0.6669354666232258,2,3,0.8265788368705929,5,12,0.7784495473534778,13,11,0.4886071983129282,5,10,0.7791392311691359,4,9,0.7801067750173963,7,13,0.6666964784627283,7,8,0.8610866182218788,10,8,0.8586072437849157,1,8,0.7008703985897108,3,5,0.7297368223737286,6,12,0.73258689345674,1,11,0.4765892662471689,4,10,0.7776702885744105,8,1,0.7008703985897108
123,4,13,0.4954521075092639,3,7,0.8515209318316078,8,9,0.8629880360313578,2,10,0.8600837795349052,3,9,0.875243368074949,5,2,0.7171520633020043,9,10,0.8631599652537508,8,7,0.8664390692747203,8,3,0.8735789691020955,3,5,0.734106956370493,1,8,0.7078447207975508,7,10,0.8668163969471337,8,3,0.8735789691020955,2,11,0.6915689122876552,10,13,0.7197369923201273,8,12,0.8641953926808648,5,7,0.7474486579080701,12,8,0.8641953926808648,5,7,0.7474486579080701,6,5,0.5636513739599252,10,8,0.8643890408579923,1,8,0.7078447207975508,1,6,0.4525723103559055,6,12,0.7378529189827413,8,10,0.8643890408579923,3,8,0.8735789691020955,10,11,0.7169609359553354
124,9,10,0.8638081669193792,3,10,0.8756487985970738,4,9,0.7874429153544255,2,10,0.861896202602032,4,6,0.5664569013921239,2,4,0.7189495583516881,6,8,0.7416471421487159,1,3,0.6639989183499043,4,6,0.5664569013921239,1,7,0.6765093591519327,1,10,0.7110332021882151,2,9,0.8630179252329472,2,5,0.7204322837424825,10,4,0.7850369513899838,1,5,0.5075659743419305,1,12,0.7102411265764695,2,11,0.6939985013295427,8,9,0.8636470437392171,8,12,0.864916381963909,8,1,0.7102411270250565,10,8,0.865099237594351,1,8,0.7102411270250565,1,11,0.4890675676951279,5,6,0.5688603535169318,3,6,0.6858378071158454,5,9,0.7888878575297201,8,10,0.865099237594351
